leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13
161,-3.49727,-4.54463,-0.82462,-3.04193,-0.35388,-1.97308,-3.53818,-0.03624,-3.53025,-3.01648,-0.35021,-1.12446,-2.58451,-3.31891
162,-3.4951,-4.01009,-2.89616,-0.61773,-3.37761,-2.5571,-0.51768,-0.94165,-3.34851,-2.85246,-1.57933,-0.08423,-4.51248,-1.27259
163,-3.47529,-1.17874,-3.61734,-0.95332,-1.24755,-2.57295,-1.10302,-2.86955,-1.66816,-3.53901,-0.61873,-2.81777,-4.96448,-2.57593
164,-3.47339,-0.42514,-1.46676,-1.943,-4.42093,-5.0212,-1.11563,-0.49364,-3.71119,-1.42551,-3.74837,-1.60267,-1.69975,-0.51948
165,-3.47202,-2.28332,-0.80782,-0.92255,-2.79848,-1.8578,-0.68646,-1.6465,-7.12457,-0.9466,-0.6289,-2.17173,-0.50133,-3.12154
166,-3.44519,-0.02404,-0.55508,-2.00188,-2.34938,-1.11783,-1.92114,-0.1456,-1.51913,-2.456,-0.9671,-3.61153,-6.77346,-2.26616
167,-3.44054,-2.41837,-0.9307,-1.04753,-3.65477,-2.97745,-2.93261,-0.58145,-0.03482,-5.08569,-3.08776,-2.2674,-0.02664,-2.94078
168,-3.4358,-1.13583,-0.04458,-5.29847,-2.15065,-0.04437,-1.12784,-2.51072,-2.93455,-1.60773,-0.57363,-2.11721,-2.16172,-5.09366
169,-3.43506,-0.69684,-0.53194,-6.35621,-3.39003,-0.38983,-3.40712,-0.11576,-1.16537,-1.22879,-4.21356,-1.57561,-0.30445,-0.7529
170,-3.42281,-3.16487,-2.5313,-1.90587,-1.67458,-0.74014,-3.72698,-1.74468,-4.76887,-3.67903,-2.37046,-0.46245,-2.30586,-0.71725
171,-3.42054,-2.2835,-1.50189,-3.59872,-1.77083,-0.54904,-2.04258,-0.97892,-1.3062,-2.56411,-2.55505,-2.64079,-4.86293,-3.72566
172,-3.41578,-2.71849,-1.81312,-1.48055,-2.51301,-2.35096,-3.29374,-5.73246,-0.82421,-1.01252,-1.43753,-1.0556,-3.1816,-2.21426
173,-3.40192,-0.53344,-1.96742,-2.0856,-1.90919,-1.68946,-2.6412,-0.73678,-0.70141,-1.39428,-1.77848,-6.68855,-2.95066,-2.61951
174,-3.39362,-3.65637,-2.57933,-3.50485,-2.77315,-0.04838,-1.41395,-2.6149,-2.48429,-0.06248,-0.99529,-4.61738,-2.3392,-2.38525
175,-3.37861,-3.23933,-1.27734,-2.3488,-0.20959,-0.62809,-2.85168,-1.52152,-6.79343,-1.90238,-1.78457,-2.41201,-0.7726,-0.82984
176,-3.36225,-1.83366,-2.90535,-0.46451,-1.41379,-6.6723,-0.94334,-0.32213,-0.891,-3.83584,-0.93426,-2.59876,-2.41848,-0.42549
177,-3.3611,-1.88041,-2.56072,-0.20859,-0.0443,-4.81197,-1.84464,-2.04737,-1.92338,-1.72051,-3.4404,-1.25203,-4.64169,-2.49122
178,-3.35295,-3.07377,-0.27946,-3.11574,-1.16846,-4.45553,-0.57103,-1.86046,-4.52973,-0.124,-0.69958,-2.98949,-3.2989,-1.91736
179,-3.34499,-2.15996,-2.65089,-0.37159,-0.54159,-5.29801,-2.76864,-3.38811,-1.16414,-0.40371,-1.89804,-4.17831,-2.40613,-1.0512
180,-3.34158,-4.18201,-0.3481,-0.19912,-3.14692,-3.09357,-1.96525,-1.51346,-0.94046,-0.29826,-3.82187,-1.99864,-4.10266,-3.02512
181,-3.33281,-4.19068,-1.56504,-2.59801,-3.69725,-3.27497,-1.70984,-1.58363,-5.30114,-1.67651,-0.44153,-1.02684,-0.13902,-0.35157
182,-3.32133,-5.0323,-2.06668,-1.1219,-0.15929,-1.79652,-3.45178,-1.05266,-3.82547,-0.49096,-2.25665,-2.43506,-1.13797,-3.82713
183,-3.31954,-1.6601,-2.60931,-4.1328,-2.08767,-3.33951,-1.09697,-1.5797,-3.47313,-3.12876,-0.58151,-4.0864,-2.04304,-0.25324
184,-3.3175,-2.04976,-0.10902,-0.22437,-0.31549,-2.22016,-2.57186,-4.02215,-1.40363,-3.88291,-0.37635,-3.02081,-2.18943,-5.07956
185,-3.31487,-0.8343,-2.77512,-1.52912,-2.34495,-0.85572,-3.65405,-1.26299,-0.26647,-0.52702,-5.10047,-0.86787,-5.22198,-1.64681
186,-3.29746,-2.47439,-3.429,-3.26612,-3.23957,-1.79549,-1.912,-1.55593,-2.84762,-2.33165,-2.19592,-1.90673,-4.24393,-0.87702
187,-3.29434,-5.81572,-1.1595,-1.1619,-0.53629,-2.99206,-2.70423,-4.22491,-0.44158,-0.88493,-0.70174,-1.3285,-2.69342,-2.78165
188,-3.29057,-0.12251,-1.94657,-4.52954,-1.29464,-3.26398,-0.77659,-1.15265,-2.49729,-3.36449,-2.4241,-4.9181,-1.60819,-0.61921
189,-3.28687,-4.23819,-3.39101,-0.07854,-2.3035,-1.19465,-0.84715,-0.41947,-3.16837,-3.4791,-5.29747,-0.36848,-0.48562,-1.23478
190,-3.27947,-1.93561,-2.80348,-1.77324,-3.33592,-2.32099,-1.51091,-1.91717,-2.50884,-4.75496,-0.66797,-2.30487,-1.30051,-3.95816
191,-3.2785,-1.83835,-0.68297,-2.10774,-3.35234,-1.71498,-2.32302,-3.52059,-1.72974,-2.9765,-3.44161,-4.4457,-2.1335,-0.99011
192,-3.27803,-6.23534,-3.53931,-0.01051,-1.75862,-0.67259,-1.13726,-1.65164,-1.93491,-1.76494,-3.74858,-1.04913,-2.26811,-1.76811
193,-3.27077,-0.5414,-2.77217,-3.78564,-1.91521,-5.18486,-1.06985,-2.6345,-2.6636,-1.91027,-0.92965,-3.66461,-1.59954,-0.87233
194,-3.26269,-0.0299,-1.7772,-1.55227,-2.66208,-1.23288,-1.33242,-0.86265,-1.21661,-2.12635,-1.39851,-2.71601,-7.5668,-0.26331
195,-3.25959,-0.48414,-3.64309,-4.81003,-2.10422,-2.02571,-0.75554,-3.67109,-2.61567,-4.80363,-0.1731,-0.15718,-0.00118,-0.42658
196,-3.25341,-1.75276,-3.20099,-2.99879,-1.00399,-1.37,-4.18881,-2.34889,-3.5554,-0.45924,-1.63388,-3.54617,-3.59009,-0.4127
197,-3.25136,-0.67673,-3.54856,-3.61748,-4.88173,-1.0722,-1.0513,-0.8487,-1.83442,-0.72284,-3.74511,-1.69809,-0.53492,-3.92464
198,-3.24606,-1.39176,-0.7323,-4.71759,-1.10918,-2.95311,-2.07765,-0.67006,-3.88701,-3.52818,-3.18913,-1.10657,-2.06434,-2.60844
199,-3.24302,-0.30012,-0.23203,-4.64842,-1.4171,-3.73712,-1.53607,-1.2056,-3.83559,-1.7606,-3.30455,-0.90801,-3.95799,-1.64989
200,-3.24049,-1.37145,-0.79584,-3.72629,-3.28137,-0.66775,-1.85789,-3.35064,-4.05935,-0.05716,-1.68956,-4.76328,-2.27399,-0.10911
201,-3.23677,-1.82728,-0.8976,-4.32062,-1.90032,-4.07816,-2.56497,-4.31812,-3.1799,-0.0615,-0.33621,-2.19247,-0.22159,-2.48163
202,-3.23149,-1.5469,-4.6093,-0.27902,-2.1995,-4.48879,-2.89992,-1.978,-0.476,-1.7833,-2.64981,-0.07694,-3.54416,-2.35305
203,-3.19998,-1.27228,-2.58233,-0.97645,-2.76722,-1.93338,-0.08099,-2.50354,-0.07665,-7.04193,-1.00852,-1.24909,-0.01074,-3.26768
204,-3.19818,-1.68231,-1.05288,-1.81705,-3.39784,-1.63909,-0.74516,-2.52351,-5.20494,-0.84352,-3.27312,-3.74418,-0.53872,-2.92414
205,-3.19261,-1.2121,-0.02052,-1.80968,-4.36089,-1.92313,-5.67199,-3.34005,-3.82825,-0.2347,-1.9148,-0.27546,-0.25522,-0.70814
206,-3.19095,-2.47652,-0.27454,-4.27517,-3.87083,-5.09591,-1.12082,-1.67096,-1.44077,-0.61565,-3.07046,-0.36004,-0.55172,-2.83119
207,-3.17774,-2.9486,-1.15369,-1.64488,-2.81669,-1.26559,-2.31319,-3.78091,-2.74386,-2.29007,-1.23554,-2.16706,-2.38536,-4.82739
208,-3.16866,-2.87429,-0.43345,-1.1744,-1.94228,-4.54597,-1.75865,-6.01964,-2.83935,-1.23156,-0.80197,-0.06078,-2.36663,-0.73305
209,-3.16383,-6.84668,-1.37472,-1.26113,-0.00426,-2.71812,-2.24472,-0.98756,-0.2043,-1.341,-1.7681,-1.29002,-3.02075,-3.23656
210,-3.16374,-1.31102,-1.26181,-0.51128,-3.12579,-1.46014,-4.07684,-2.88336,-2.00094,-1.75202,-3.56139,-0.07301,-1.22974,-5.32044
211,-3.15609,-0.48003,-3.95339,-0.90893,-1.9277,-2.14181,-3.77473,-1.99519,-1.27663,-1.09423,-4.78093,-0.58894,-2.56994,-3.76625
212,-3.1553,-2.52849,-2.57494,-3.29523,-0.50614,-4.60786,-0.95629,-4.44301,-0.46747,-2.09338,-3.23967,-1.57291,-0.60158,-2.46705
213,-3.14845,-0.06908,-4.29936,-1.08074,-0.18627,-0.9392,-3.38161,-3.81262,-0.68716,-1.60699,-0.81083,-2.61498,-5.67667,-0.87584
214,-3.14744,-2.51889,-2.18097,-0.41609,-2.07656,-5.36961,-1.39778,-2.27495,-0.49927,-1.2769,-3.82904,-2.41432,-3.9926,-0.48369
215,-3.14063,-1.14352,-4.98418,-0.69453,-5.98834,-1.58052,-0.60368,-3.56053,-2.38003,-0.96598,-1.62748,-1.21466,-0.7201,-0.92948
216,-3.14051,-1.69031,-5.15343,-2.66062,-1.32625,-1.22948,-0.79468,-0.33867,-1.70407,-4.37689,-1.31562,-2.48576,-4.4095,-0.4604
217,-3.14031,-1.2426,-3.03513,-3.21839,-0.98102,-1.93005,-3.10544,-1.00315,-0.08015,-0.34331,-3.48401,-2.86303,-0.73412,-5.71736
218,-3.1364,-4.37515,-2.81158,-0.61333,-2.18165,-1.38865,-0.60833,-4.16633,-1.34954,-4.70946,-1.46276,-0.37782,-3.43364,-0.50109
219,-3.12629,-4.86765,-3.63142,-1.74525,-2.5722,-3.94901,-4.99778,-0.39917,-0.0887,-0.0766,-0.88107,-0.11383,-0.70089,-1.28719
220,-3.12557,-4.9777,-0.48947,-0.99294,-4.07738,-1.06569,-2.8628,-4.01272,-3.00809,-2.37061,-1.79081,-1.09121,-1.10987,-1.36807
221,-3.12027,-0.65111,-2.02265,-1.08366,-0.75982,-0.6854,-3.91301,-3.40981,-4.27103,-0.03416,-4.96648,-3.54726,-0.77907,-0.70014
222,-3.11615,-1.89323,-0.17747,-1.66907,-1.83506,-4.59279,-2.92566,-1.57513,-1.19672,-0.41562,-3.23646,-1.54417,-5.81538,-0.32185
223,-3.09213,-0.07408,-0.21785,-7.15828,-2.17006,-1.20711,-0.00139,-0.42127,-3.22972,-1.87261,-0.49069,-0.43324,-3.37545,-2.65351
224,-3.08556,-2.32458,-0.19235,-2.20744,-1.12103,-2.01112,-2.00708,-1.16953,-0.27652,-1.49236,-8.00117,-0.069,-0.85342,-1.55337
225,-3.0787,-2.56659,-1.86525,-0.20952,-2.84385,-4.11238,-1.04575,-0.89682,-6.00927,-0.60579,-1.50657,-1.91601,-3.03617,-1.36993
226,-3.07489,-1.23795,-0.79321,-0.61237,-0.52742,-2.27354,-5.46208,-0.50921,-3.93558,-0.00764,-2.61625,-1.7993,-4.50913,-2.56208
227,-3.07211,-4.64369,-4.99833,-2.23917,-4.80863,-1.61976,-1.49521,-0.87169,-2.02177,-0.47976,-1.14258,-0.90452,-1.94835,-0.14687
228,-3.06971,-2.13986,-2.7489,-1.6092,-2.11479,-1.41789,-4.49145,-3.30932,-0.87282,-3.2449,-2.07265,-0.19744,-0.81922,-4.6848
229,-3.05501,-0.81837,-3.68157,-1.3878,-2.20505,-2.21158,-2.14366,-0.54487,-2.68428,-3.16106,-1.67714,-3.97263,-4.83559,-0.83459
230,-3.05096,-2.30343,-2.40579,-0.22902,-0.00559,-4.59962,-2.96882,-1.01908,-0.14038,-5.73704,-0.1393,-2.93484,-1.44591,-2.20905
231,-3.03854,-1.47272,-6.99854,-1.89726,-1.39335,-1.12887,-2.98511,-0.43501,-2.46099,-2.65335,-2.20274,-0.28968,-0.93321,-2.19081
232,-3.03426,-2.10541,-1.02057,-2.23165,-3.83043,-2.00866,-0.84582,-0.42068,-2.97515,-5.55193,-2.85886,-3.02157,-1.73146,-0.87349
233,-3.03412,-1.05534,-3.02964,-0.72576,-1.81689,-1.19549,-0.15822,-0.49813,-4.04102,-1.98629,-3.89878,-3.25298,-4.03688,-3.55212
234,-3.02947,-2.85324,-3.93203,-0.07819,-0.84797,-1.7876,-3.557,-1.38149,-0.8294,-3.42118,-1.80895,-5.38274,-0.55319,-1.94796
235,-3.0208,-4.14958,-3.65986,-1.30383,-0.01628,-2.75155,-1.7187,-1.69841,-1.57175,-4.76083,-0.11934,-3.03987,-2.76704,-1.76177
236,-3.01953,-2.71866,-2.01733,-3.11153,-1.79723,-4.22212,-1.77684,-1.97407,-2.13713,-1.61875,-5.40786,-1.11028,-0.49747,-1.9279
237,-3.01182,-2.40841,-2.77103,-2.07692,-1.02296,-2.37027,-0.48395,-6.19422,-1.25427,-1.1174,-1.71143,-0.49247,-4.65625,-0.44166
238,-2.99766,-4.44386,-4.31385,-1.05959,-3.13204,-0.99327,-2.90677,-1.85927,-3.49385,-0.77854,-1.3378,-0.26561,-3.66871,-0.83596
239,-2.99621,-4.16299,-0.21254,-2.14704,-3.38024,-2.44091,-3.87857,-4.13333,-2.93597,-2.18276,-1.13805,-1.13166,-1.37826,-1.29064
240,-2.98277,-3.11557,-0.26924,-1.80941,-1.43102,-3.1427,-2.77719,-3.64859,-0.0116,-5.23818,-1.1665,-1.63584,-2.11778,-3.02327
241,-2.97587,-0.90063,-3.90919,-0.90156,-2.11746,-5.63886,-1.67127,-2.22804,-0.86754,-0.08867,-3.8174,-1.27232,-1.74908,-3.19214
242,-2.9714,-0.0313,-0.96721,-0.98838,-1.31026,-1.65113,-0.27353,-0.56456,-4.41212,-1.72011,-2.82672,-6.4222,-0.80641,-3.47993
243,-2.96872,-1.24322,-0.00493,-1.98883,-5.62021,-5.00873,-0.43974,-2.76873,-1.95819,-0.49957,-3.67655,-1.49056,-0.95151,-0.65117
244,-2.96743,-3.67315,-0.08576,-3.88147,-1.49189,-5.09787,-0.41485,-1.3022,-3.3716,-0.52134,-1.09188,-4.37606,-0.31546,-0.68278
245,-2.96625,-2.87091,-1.03628,-0.93777,-0.65934,-5.10535,-0.22659,-6.11818,-0.60461,-1.10952,-1.23709,-2.55892,-1.99023,-1.84041
246,-2.96161,-0.77324,-1.32183,-0.49577,-4.72304,-0.55577,-0.79784,-1.84106,-4.24856,-3.47358,-1.01942,-0.72089,-5.14296,-1.96748
247,-2.96028,-4.84449,-3.12378,-0.40852,-1.07581,-4.95395,-0.35271,-2.09567,-0.48256,-0.80344,-0.9012,-3.68263,-1.81083,-3.01597
248,-2.96023,-4.50273,-0.4066,-2.38039,-1.21268,-1.83931,-0.74899,-1.0685,-0.98087,-4.75543,-2.2269,-3.27052,-2.99121,-3.22421
249,-2.95829,-0.78023,-2.17227,-1.17959,-2.02785,-0.35005,-0.97954,-3.92893,-1.75446,-2.04888,-3.31807,-3.00918,-0.83271,-5.98871
250,-2.95279,-3.69482,-1.01852,-0.03536,-2.81302,-3.13119,-0.18814,-1.74324,-2.85145,-0.14576,-0.18019,-1.03562,-1.56991,-6.63908
251,-2.95215,-0.31153,-1.59775,-0.23237,-5.97638,-4.06983,-2.02458,-0.78809,-0.22468,-2.41374,-1.22635,-3.95363,-2.92591,-0.08742
252,-2.94629,-2.98308,-1.98485,-2.71508,-1.85283,-1.31008,-1.90545,-0.67527,-3.2613,-0.86358,-1.11347,-6.36802,-0.62116,-2.88341
253,-2.94491,-2.2694,-0.40863,-3.09362,-4.06582,-1.12771,-1.65455,-1.66638,-0.48267,-1.06624,-4.51668,-0.08213,-0.44294,-5.58119
254,-2.94022,-3.07724,-0.50481,-2.38458,-0.5709,-5.07477,-0.58553,-2.29109,-1.90209,-2.92267,-2.1031,-4.51305,-0.38133,-2.67908
255,-2.93344,-2.84664,-2.72283,-2.74872,-1.12734,-2.19731,-3.10984,-1.1413,-2.92033,-0.76153,-5.9152,-0.50042,-2.5718,-0.53576
256,-2.92138,-4.47718,-4.04573,-4.31199,-1.47768,-0.16269,-0.46933,-1.20543,-2.76601,-1.22895,-3.38906,-2.69686,-0.77768,-2.01276
257,-2.92,-2.75134,-1.39294,-1.37343,-4.46429,-1.52943,-3.17628,-0.00174,-2.195,-3.21003,-5.29622,-0.43436,-2.03461,-0.46778
258,-2.91706,-0.87363,-2.66441,-2.40303,-1.43611,-1.15746,-7.48559,-0.98437,-1.03769,-1.40024,-1.83382,-0.67969,-1.17341,-3.03471
259,-2.91665,-2.24333,-2.11291,-0.00346,-1.47046,-1.54581,-2.89174,-0.84644,-0.31295,-0.85424,-3.48412,-7.42818,-0.45758,-0.10891
260,-2.91496,-2.09286,-3.99442,-2.37182,-3.8234,-2.78098,-4.18506,-2.62416,-1.93519,-1.09398,-0.11058,-0.189,-3.47144,-1.32221
261,-2.88742,-0.85568,-0.65401,-2.08659,-1.1363,-3.72108,-1.31297,-1.37783,-1.36135,-1.02507,-0.99826,-6.06104,-4.23711,-2.96634
262,-2.88482,-2.385,-4.83583,-0.96747,-2.57993,-1.43969,-1.95708,-3.37279,-0.06393,-0.02447,-0.34473,-2.9496,-2.69595,-4.65209
263,-2.86541,-1.9265,-4.27472,-0.47512,-1.3638,-1.2494,-0.43988,-1.50104,-1.71797,-6.09073,-1.86477,-3.71913,-0.36173,-2.49457
264,-2.864,-5.64617,-1.57527,-1.07251,-0.52538,-1.79161,-1.06803,-3.62372,-4.58308,-0.21667,-0.32701,-0.56002,-3.52645,-2.14958
265,-2.85391,-1.32561,-3.04751,-4.71936,-3.98687,-1.89847,-4.42527,-1.99681,-1.12358,-0.93995,-1.64168,-0.02263,-3.21574,-0.53489
266,-2.84247,-5.97749,-5.30075,-2.59404,-0.3584,-1.13671,-1.53178,-1.1059,-1.74022,-0.77637,-0.85966,-0.11288,-3.38054,-0.74974
267,-2.8344,-2.44699,-3.36551,-2.93071,-1.64264,-4.11167,-2.64261,-2.07741,-0.01493,-2.21811,-3.2461,-0.5685,-4.13521,-1.50962
268,-2.83183,-2.71129,-3.28204,-3.58475,-1.86657,-0.46406,-1.18377,-2.34215,-0.07766,-1.73301,-0.27188,-6.48068,-1.86419,-1.36506
269,-2.82426,-0.38755,-2.65157,-0.64879,-0.41281,-0.90563,-1.33984,-5.10074,-0.55495,-0.06717,-3.27261,-5.19571,-3.31339,-2.57331
270,-2.81719,-2.65167,-2.86875,-1.14896,-0.7251,-3.45619,-3.37009,-0.55235,-2.5184,-1.1392,-1.92758,-2.58365,-2.28004,-5.30275
271,-2.8081,-3.24382,-0.82065,-6.38962,-3.24336,-2.23139,-1.28781,-1.39315,-3.7193,-1.10821,-0.9625,-1.55941,-1.43235,-0.72294
272,-2.80682,-3.83751,-0.61478,-2.7111,-2.34394,-1.11774,-1.01186,-2.56687,-0.60123,-0.36655,-1.09961,-3.42939,-4.01614,-5.07111
273,-2.80277,-0.45777,-0.16821,-0.09282,-3.67959,-7.05913,-0.90666,-1.15316,-3.79042,-0.51942,-0.54059,-2.16879,-0.4398,-2.55912
274,-2.79718,-0.77486,-1.4261,-2.83023,-5.17046,-0.90901,-0.42845,-2.00165,-1.95319,-4.08122,-1.20531,-0.7492,-5.21315,-0.34495
275,-2.78719,-1.00494,-4.06639,-3.00039,-2.91589,-1.99575,-1.50332,-1.24442,-5.09019,-1.41377,-3.09943,-2.10707,-2.4886,-1.11432
276,-2.78576,-3.73611,-0.18564,-3.70943,-1.18331,-2.01322,-3.71818,-4.10681,-2.20154,-0.98508,-4.4251,-1.14383,-0.22364,-1.25921
277,-2.76766,-0.00236,-1.38525,-0.24781,-0.32113,-3.59824,-2.42789,-0.57947,-0.63609,-2.72422,-0.57424,-7.42712,-2.78587,-0.00316
278,-2.7636,-0.15325,-1.16184,-0.13853,-1.94094,-3.92317,-3.35922,-0.6745,-3.09485,-5.17032,-3.14221,-3.10576,-1.07096,-1.75946
279,-2.76143,-1.08434,-3.57002,-0.13449,-3.46945,-1.86309,-3.58194,-1.02097,-0.11763,-3.3623,-5.26561,-2.67557,-1.42703,-0.90223
280,-2.76132,-2.98476,-0.71736,-3.6168,-3.86648,-2.20515,-3.8973,-1.23575,-4.15163,-2.61236,-0.7573,-2.57202,-0.86412,-1.16024
281,-2.73609,-1.33931,-5.12365,-0.19916,-0.05463,-3.50282,-1.47937,-4.03039,-0.92876,-2.71382,-4.18087,-1.03754,-1.06269,-2.4105
282,-2.72451,-3.80543,-2.25612,-2.12092,-1.64838,-1.518,-3.87957,-1.63117,-3.82091,-2.5376,-4.48883,-0.65988,-1.21392,-1.63607
283,-2.72168,-1.05463,-1.01696,-2.60463,-2.33346,-4.06391,-2.67342,-0.58374,-0.90564,-2.55153,-0.49593,-4.97143,-4.59948,-0.87564
284,-2.72078,-1.37432,-1.86033,-1.73097,-4.83349,-1.52869,-0.37993,-1.70153,-3.00827,-5.85521,-1.25983,-0.50286,-2.48285,-2.0432
285,-2.71946,-2.23069,-1.37352,-1.33377,-1.36291,-3.48435,-0.77121,-2.24769,-0.69248,-1.74628,-0.41756,-3.93538,-2.63197,-6.18062
286,-2.71842,-1.79333,-5.32209,-0.32594,-4.98907,-0.86727,-0.66931,-3.43299,-0.20742,-0.9292,-2.24692,-4.03236,-0.63904,-0.6808
287,-2.71506,-3.64926,-2.30374,-0.87608,-0.97788,-3.0789,-5.57666,-0.93381,-3.28031,-3.3299,-0.5107,-2.70798,-1.00781,-0.60934
288,-2.71474,-2.18817,-3.32562,-0.36363,-1.64578,-4.06911,-0.20278,-2.75485,-0.18979,-3.75166,-1.4229,-4.57518,-3.2243,-1.51316
289,-2.71346,-1.67701,-1.4274,-0.71407,-1.20224,-2.62422,-3.72794,-3.07505,-0.00143,-1.82535,-5.70741,-3.11443,-3.01874,-0.93445
290,-2.70953,-5.00193,-1.75473,-1.68806,-3.55833,-0.30023,-2.43289,-1.67852,-3.62536,-1.52402,-2.90721,-3.72339,-0.18703,-1.55111
291,-2.7079,-0.65732,-2.39705,-0.15943,-2.54271,-0.40049,-0.77526,-1.77061,-1.47535,-2.53606,-2.63347,-0.47612,-7.3219,-2.59264
292,-2.70476,-0.68817,-2.8884,-2.79268,-1.33041,-2.9453,-1.8838,-2.46929,-4.55855,-1.14206,-3.82688,-4.2206,-1.18315,-0.18686
293,-2.70466,-1.16398,-3.81657,-2.77583,-3.33362,-0.36217,-7.09704,-0.16443,-1.66606,-0.9365,-0.3908,-1.35433,-0.76952,-1.0897
294,-2.69812,-3.81364,-2.9417,-1.33074,-3.00333,-5.11702,-0.71611,-2.48944,-2.44827,-0.90837,-2.65285,-0.67084,-0.73673,-3.31485
295,-2.69577,-0.35084,-4.05307,-2.81812,-2.68988,-0.97726,-3.86013,-4.62499,-2.64202,-0.38499,-1.14659,-2.09238,-1.73518,-2.81547
296,-2.69478,-1.237,-1.5764,-1.6989,-2.05076,-0.84165,-1.93787,-2.02317,-4.29597,-4.60962,-4.38869,-1.84304,-2.95817,-1.40072
297,-2.68851,-2.0482,-1.7719,-2.32884,-3.70131,-1.4498,-2.07533,-3.86063,-5.09077,-1.71152,-0.19668,-3.1351,-1.11874,-2.24417
298,-2.68422,-1.81947,-0.53446,-5.87912,-0.57376,-4.04474,-1.58662,-2.70221,-2.05278,-1.77534,-1.52788,-1.22844,-4.11174,-0.10343
299,-2.68392,-2.34374,-2.27893,-1.70627,-1.41996,-0.35323,-5.10892,-1.92578,-4.39889,-1.19818,-1.49363,-4.91287,-0.02791,-0.30646
300,-2.67697,-2.20451,-2.52646,-0.92498,-2.87255,-4.00526,-2.59869,-3.71582,-3.01864,-2.50144,-1.50014,-4.15747,-0.44032,-0.88483
301,-2.67621,-2.19113,-1.30792,-6.17016,-1.6946,-2.37634,-3.66131,-0.5596,-0.48555,-2.77713,-0.86505,-2.0334,-3.20239,-1.71224
302,-2.66137,-1.94311,-2.78035,-0.88387,-0.32567,-2.22625,-1.85531,-2.17243,-0.93188,-0.93137,-5.09716,-4.83621,-2.38828,-3.25518
303,-2.65874,-2.7567,-1.37479,-2.76501,-0.22805,-3.27655,-1.74589,-3.06497,-2.60526,-2.3756,-2.75106,-3.54934,-2.78414,-3.49541
304,-2.6581,-3.43238,-1.26847,-2.98756,-0.7074,-6.20443,-2.32154,-1.09663,-1.76891,-0.30048,-1.55358,-3.99238,-1.71309,-0.72431
305,-2.65593,-0.15989,-2.37715,-5.36223,-1.90169,-0.36346,-0.75883,-0.72258,-3.39588,-0.3856,-3.42173,-3.44335,-3.02912,-3.04113
306,-2.64252,-4.66131,-0.0573,-0.97441,-1.8469,-1.14278,-3.96544,-0.62245,-3.21164,-5.10617,-0.97523,-0.69701,-3.04415,-1.55438
307,-2.64126,-4.12677,-1.33196,-1.72746,-0.56415,-0.94601,-2.07639,-3.73363,-1.10689,-2.8338,-6.09093,-1.75108,-0.74048,-1.342
308,-2.63495,-1.03639,-0.74269,-2.64788,-6.21299,-0.03565,-1.70089,-0.68393,-2.8301,-1.84496,-0.94852,-3.45699,-3.73341,-2.06268
309,-2.63304,-4.64005,-2.40363,-3.34481,-3.76573,-0.59288,-2.03953,-0.87742,-0.91369,-1.37178,-3.75159,-2.40593,-2.1687,-2.79772
310,-2.62977,-2.81933,-0.91928,-1.77563,-1.86704,-3.85062,-3.13451,-0.63564,-4.78598,-1.03859,-1.19699,-0.75509,-5.10711,-0.72502
311,-2.61833,-0.39667,-1.29403,-2.5133,-4.31441,-4.76662,-2.51246,-0.8797,-1.58874,-0.05562,-2.98643,-4.40576,-2.2869,-0.69865
312,-2.61035,-2.15924,-2.36629,-3.52702,-0.3307,-3.14097,-4.4855,-4.46368,-0.25286,-1.30207,-0.49337,-3.01975,-3.04736,-0.23953
313,-2.6074,-0.89829,-4.63182,-0.69436,-2.95767,-2.58397,-0.488,-1.7497,-2.79484,-1.8138,-0.27651,-4.2888,-3.07453,-3.56517
314,-2.60577,-0.64331,-3.75822,-1.51168,-2.77704,-0.31645,-1.31806,-4.47524,-2.03678,-2.26778,-3.38693,-2.50452,-1.53258,-4.17439
315,-2.60505,-4.84392,-2.49976,-0.44532,-0.33394,-1.28785,-2.81257,-1.10152,-3.32619,-1.3095,-3.00024,-1.96044,-2.54244,-4.50799
316,-2.60307,-1.06431,-1.035,-3.87208,-2.78269,-0.53957,-6.65253,-2.18439,-3.14998,-0.12892,-1.93676,-0.76525,-1.93129,-0.97943
317,-2.60147,-3.22707,-3.23977,-0.93433,-1.13376,-2.85008,-1.42491,-2.32615,-0.5277,-2.08231,-1.61202,-3.31609,-1.68258,-5.79301
318,-2.59663,-3.20296,-1.06145,-5.63149,-0.74133,-1.95606,-5.21587,-0.54747,-1.26054,-3.09838,-1.42057,-1.18679,-1.44343,-1.25639
319,-2.5954,-0.21501,-0.19639,-1.52251,-0.36469,-1.06997,-1.90064,-0.97874,-0.68805,-6.04128,-2.39219,-1.52821,-4.27888,-4.65571
320,-2.58568,-6.51216,-2.12079,-0.08152,-0.69566,-2.67141,-0.76388,-3.10859,-0.33702,-0.96577,-2.3001,-1.95579,-4.28547,-0.08508
321,-2.58525,-1.00463,-2.39259,-1.21992,-1.65234,-3.00403,-0.53729,-3.37069,-6.70694,-0.4321,-2.39401,-1.28222,-1.79907,-2.43065
322,-2.58448,-3.04227,-2.16327,-1.00991,-1.61848,-0.47522,-3.12323,-5.93466,-0.73905,-3.96075,-1.21035,-1.52209,-3.23501,-0.25436
