leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
2921,-4.19407,-0.65191,-2.72433,-0.40468,-3.08109,-4.25404,-2.13246,-3.98397,-1.98722,-0.88902,-4.65298
2922,-4.19381,-0.98884,-1.1943,-1.23237,-2.92462,-1.34033,-3.74958,-1.71071,-5.31552,-4.44103,-1.78206
2923,-4.1933,-0.55727,-2.16441,-1.82005,-3.17838,-4.70107,-5.04739,-2.68022,-2.09664,-1.96885,-0.98707
2924,-4.19292,-2.35793,-0.40468,-3.43292,-2.54926,-3.66261,-1.39808,-6.21141,-0.83099,-1.87342,-0.51077
2925,-4.19288,-0.09697,-0.8682,-3.22796,-2.11117,-2.12628,-2.8615,-5.16329,-1.13065,-4.69527,-2.02166
2926,-4.19242,-0.46789,-1.75688,-0.1838,-1.09781,-2.90794,-3.75704,-1.3856,-7.07141,-0.61057,-1.73501
2927,-4.19209,-0.52468,-5.55462,-1.35732,-3.51733,-4.07258,-2.64307,-0.21344,-0.11464,-3.64584,-0.40083
2928,-4.19122,-1.47638,-5.90755,-3.95152,-1.63943,-2.36505,-2.63933,-0.22142,-3.46938,-0.31209,-1.51991
2929,-4.19085,-0.5275,-1.60391,-0.5109,-2.86929,-5.40312,-2.24794,-0.71203,-4.54399,-3.06908,-2.50423
2930,-4.19081,-2.56721,-2.53471,-5.32216,-1.99192,-2.15273,-0.4629,-4.91017,-2.09766,-0.13056,-1.93732
2931,-4.19048,-2.78491,-0.12467,-3.26276,-0.92259,-1.16626,-3.05855,-0.61927,-1.70066,-2.20335,-6.65781
2932,-4.19044,-0.29397,-3.28031,-3.8915,-0.38179,-0.07263,-2.41892,-2.71818,-0.52877,-0.51033,-6.52065
2933,-4.18968,-2.48457,-1.62076,-4.25855,-0.62953,-6.38309,-0.4349,-1.14942,-2.43986,-2.3129,-1.24839
2934,-4.18919,-3.69458,-3.31666,-0.0893,-4.70039,-0.24001,-2.17946,-4.4271,-2.30868,-0.44659,-2.40055
2935,-4.18847,-0.80764,-1.05829,-2.30716,-2.60036,-3.42898,-6.62777,-2.81823,-1.45052,-0.23186,-1.67753
2936,-4.18827,-3.09626,-3.27845,-2.20179,-2.88946,-1.72923,-6.20259,-0.68886,-0.7734,-1.31477,-2.15935
2937,-4.1879,-3.69655,-2.48384,-3.9098,-3.12583,-3.60065,-2.05945,-2.76151,-2.56888,-0.69785,-2.37742
2938,-4.18599,-2.68128,-2.15873,-1.217,-1.29413,-5.22927,-2.1563,-3.27982,-2.84075,-1.21971,-3.89391
2939,-4.18486,-4.80268,-2.28662,-2.38119,-1.70963,-3.26299,-1.93751,-3.12329,-2.27175,-3.41873,-2.14364
2940,-4.1834,-0.8631,-0.58836,-5.56096,-0.01935,-4.15703,-0.86168,-2.41292,-1.71373,-2.5711,-4.13406
2941,-4.18331,-1.90176,-0.87022,-4.19526,-5.12367,-0.82098,-2.71419,-3.14412,-3.22836,-1.40537,-1.98748
2942,-4.18327,-0.49782,-0.85899,-0.50513,-3.46797,-4.4621,-1.91749,-5.20204,-2.92161,-2.50308,-1.94502
2943,-4.18287,-4.49633,-3.94452,-0.88104,-1.31595,-1.16501,-3.73439,-4.11652,-2.0774,-2.76188,-0.16501
2944,-4.18269,-2.63218,-2.7505,-1.65707,-1.71584,-3.11753,-0.18768,-2.7903,-6.29418,-2.2322,-0.42663
2945,-4.18236,-0.73756,-5.49378,-4.19355,-0.17159,-0.35928,-2.34906,-0.57547,-4.17374,-3.17753,-0.81964
2946,-4.18139,-5.22412,-2.48964,-0.29007,-3.76105,-1.66141,-2.25701,-4.85799,-1.74097,-0.46214,-0.31246
2947,-4.18121,-0.85463,-3.51568,-1.95539,-1.83259,-0.0311,-5.53157,-2.6063,-3.42008,-2.6482,-2.47856
2948,-4.18092,-4.58273,-1.61136,-2.16966,-0.79693,-1.11712,-5.57136,-0.86771,-0.71209,-4.35887,-1.01568
2949,-4.18036,-0.05029,-0.78308,-1.23967,-2.48366,-0.48809,-1.68479,-2.40179,-7.61762,-2.65463,-0.532
2950,-4.17967,-0.85582,-1.27303,-2.1547,-4.52482,-3.12041,-2.57977,-5.23075,-1.04647,-2.79062,-1.55726
2951,-4.17918,-4.59005,-0.09149,-0.11633,-2.83971,-5.2523,-3.88189,-0.84609,-0.87449,-2.34457,-1.93566
2952,-4.17887,-0.20972,-4.21985,-3.97224,-0.05546,-1.27331,-4.10961,-2.43482,-2.02067,-3.25288,-3.1307
2953,-4.17806,-4.29481,-2.57392,-1.57455,-1.62015,-1.67663,-2.80201,-3.84352,-0.73896,-2.92839,-4.22052
2954,-4.17799,-3.49606,-4.37232,-2.8052,-0.78634,-2.64021,-0.70526,-0.63201,-4.71329,-2.57824,-2.4469
2955,-4.1778,-2.20487,-1.51329,-2.64597,-4.95618,-5.42436,-0.04852,-3.2206,-0.09632,-1.99624,-0.19245
2956,-4.17779,-4.59751,-1.89597,-3.13573,-0.11878,-1.8139,-2.27629,-0.85843,-0.32419,-0.13521,-6.21573
2957,-4.17769,-5.3222,-1.80946,-3.86115,-2.23767,-0.95294,-3.17659,-2.6966,-0.7486,-2.0294,-2.84287
2958,-4.17764,-4.72897,-1.54564,-2.46769,-0.00888,-5.66025,-0.53315,-0.60141,-0.15551,-4.1776,-1.24285
2959,-4.17436,-0.41588,-1.69345,-0.57475,-3.16979,-2.38292,-3.07554,-3.50874,-4.41809,-3.31984,-3.34166
2960,-4.17389,-0.86984,-3.34853,-3.62901,-2.55188,-1.67591,-2.86714,-4.53698,-4.08088,-1.60177,-0.30823
2961,-4.17389,-0.45786,-3.14661,-4.18811,-1.78758,-1.22085,-2.52996,-1.34889,-1.0191,-5.75771,-2.79851
2962,-4.17224,-4.46639,-0.64924,-1.36309,-0.4194,-2.67286,-0.92853,-1.98811,-0.77339,-4.72831,-5.02735
2963,-4.17117,-2.84256,-0.35166,-0.8347,-6.70256,-2.49644,-1.20218,-1.71204,-0.96759,-2.2582,-3.48313
2964,-4.16919,-0.48451,-0.18865,-3.2331,-2.14619,-0.34039,-2.18253,-6.13911,-1.56761,-1.39984,-4.50595
2965,-4.16891,-1.24392,-3.69411,-2.73894,-2.95574,-0.56405,-2.53084,-2.69088,-5.34317,-1.49458,-2.5379
2966,-4.16868,-2.93192,-0.77551,-2.68361,-0.04458,-0.86447,-6.35466,-3.11692,-3.2254,-2.20036,-0.363
2967,-4.16861,-1.96626,-3.06465,-3.37043,-3.27857,-1.17999,-4.40243,-1.12617,-2.48071,-2.91348,-3.25135
2968,-4.16838,-5.53474,-0.5115,-2.6251,-3.28361,-0.79694,-0.46389,-0.18835,-0.49437,-3.97308,-4.14014
2969,-4.16806,-1.05046,-0.12879,-1.90505,-2.81878,-1.60051,-5.92396,-0.20356,-4.83151,-2.9795,-0.12361
2970,-4.16799,-1.63649,-4.18853,-1.35954,-1.29982,-2.85538,-2.45774,-5.96382,-2.04066,-1.7032,-1.42905
2971,-4.16796,-0.36163,-2.9392,-2.36308,-1.38043,-3.55687,-3.70874,-2.15016,-5.05033,-2.23466,-2.19998
2972,-4.16763,-3.68897,-5.60913,-1.54946,-1.62367,-2.1338,-1.40579,-4.60031,-2.05353,-0.58526,-0.52083
2973,-4.16727,-3.18043,-0.90497,-4.20637,-1.66408,-1.76934,-1.45549,-1.11339,-2.49779,-1.19177,-6.09008
2974,-4.16713,-3.87298,-2.26768,-2.83833,-4.70946,-1.87963,-1.6745,-1.99635,-4.02343,-0.79291,-2.2624
2975,-4.16533,-1.58662,-4.4657,-3.78401,-0.22181,-1.83177,-1.11545,-1.66963,-1.53189,-5.05653,-3.24341
2976,-4.16486,-2.21235,-0.34818,-4.34763,-1.15835,-3.34954,-2.76803,-3.77068,-3.61681,-1.79933,-2.82423
2977,-4.16244,-0.57753,-0.37957,-5.5918,-3.10332,-1.45811,-2.52134,-4.87828,-1.5991,-2.5288,-0.25454
2978,-4.16182,-4.79778,-4.51536,-2.50528,-0.30739,-0.24827,-2.73258,-4.11007,-1.26819,-1.44371,-2.18797
2979,-4.16182,-0.29494,-1.0509,-4.44271,-1.7639,-3.4575,-0.64286,-4.58789,-2.93242,-3.76598,-1.5623
2980,-4.16163,-1.38753,-2.5845,-3.99524,-1.35183,-2.81972,-3.63788,-4.8447,-2.97698,-1.61643,-0.39392
2981,-4.1613,-6.95565,-0.13992,-0.15674,-2.12769,-0.73662,-3.8331,-0.3434,-1.29061,-3.1636,-1.64442
2982,-4.16082,-0.76192,-2.59206,-0.73143,-3.50854,-2.40346,-0.19061,-0.22297,-5.91094,-3.94237,-2.48984
2983,-4.15809,-1.05246,-3.62981,-2.63503,-2.74894,-5.72128,-1.11603,-0.15937,-1.42179,-2.01244,-3.72179
2984,-4.15795,-3.97435,-3.35736,-0.37689,-2.82725,-1.50937,-1.13671,-2.7831,-0.26995,-4.26902,-4.23029
2985,-4.15677,-1.03524,-5.31002,-3.44662,-1.10076,-1.74931,-1.21931,-3.032,-4.19067,-1.0182,-2.83268
2986,-4.15645,-3.41319,-1.23539,-2.32677,-2.07474,-4.58828,-1.57602,-0.20619,-2.88475,-4.75723,-2.30169
2987,-4.15591,-1.45137,-1.81597,-1.21636,-1.87818,-6.22105,-2.56314,-4.03411,-2.61742,-1.84068,-0.72999
2988,-4.15435,-3.60834,-2.72821,-1.16274,-4.57859,-0.60017,-1.9426,-2.30703,-1.83101,-5.1445,-0.8294
2989,-4.15432,-0.34371,-2.68023,-2.16457,-1.07355,-1.67252,-4.86295,-4.96948,-3.8891,-1.35801,-1.22123
2990,-4.15354,-1.34851,-0.42602,-0.25727,-2.45306,-2.46897,-6.33342,-1.72386,-3.17722,-0.05389,-3.92264
2991,-4.15316,-0.29466,-6.45238,-0.75355,-1.31371,-0.80041,-5.87851,-1.06227,-0.80407,-0.11477,-1.3236
2992,-4.15282,-0.71799,-2.28089,-4.2663,-1.65018,-3.50352,-0.30536,-0.50541,-2.42768,-6.03909,-1.06025
2993,-4.15243,-1.81105,-6.66734,-1.61587,-2.75697,-2.93581,-0.47622,-0.78218,-0.38781,-0.97031,-3.77659
2994,-4.15224,-2.70816,-1.30463,-0.10429,-2.18126,-3.6966,-3.95531,-1.98397,-1.709,-5.65361,-0.90803
2995,-4.15215,-3.93923,-3.35531,-2.19023,-3.55117,-2.64409,-0.30968,-0.58753,-2.25573,-4.59583,-2.22121
2996,-4.15209,-5.83859,-0.35878,-0.54426,-1.40662,-0.06815,-0.27601,-3.05411,-3.5067,-4.81667,-1.16699
2997,-4.15187,-0.01769,-0.02544,-5.01695,-0.39039,-4.03346,-1.59071,-1.91511,-3.44641,-4.46565,-1.77545
2998,-4.15024,-4.84293,-1.39903,-1.26544,-0.69016,-0.0808,-1.54502,-3.06293,-0.50771,-5.96065,-2.77926
2999,-4.1498,-2.34625,-2.98456,-5.87553,-0.01622,-2.9602,-2.12952,-0.59586,-1.46788,-3.92669,-1.61815
3000,-4.14879,-5.19836,-1.38277,-2.37402,-1.00297,-3.31362,-2.13311,-0.80996,-4.38272,-3.37219,-0.66663
3001,-4.14796,-0.24259,-1.56706,-3.51686,-3.57602,-3.62905,-1.8975,-0.40037,-3.57575,-5.03816,-0.15431
3002,-4.14727,-4.50829,-4.48938,-3.83483,-3.8287,-0.47898,-1.82745,-0.29248,-1.66683,-2.13393,-1.40341
3003,-4.14556,-0.60064,-1.50913,-1.5787,-2.93749,-1.6647,-2.66046,-2.9885,-5.91688,-3.68135,-1.30868
3004,-4.14538,-0.44204,-4.10196,-4.94076,-1.02213,-0.17061,-2.75008,-0.57173,-3.73088,-2.27331,-3.65132
3005,-4.14478,-2.04197,-5.92193,-2.13876,-0.88423,-3.3391,-3.43156,-2.94154,-0.22553,-1.88483,-1.74484
3006,-4.1442,-0.88235,-3.37414,-4.36778,-3.72038,-1.70496,-1.30919,-0.45741,-2.79108,-4.19434,-2.74422
3007,-4.14417,-1.07469,-1.30331,-0.10124,-0.23392,-2.98983,-3.71613,-6.13103,-2.23168,-0.10919,-3.81796
3008,-4.14317,-2.87213,-2.06822,-5.76103,-2.67777,-2.09954,-4.59187,-1.30275,-0.37774,-0.21788,-1.6022
3009,-4.14298,-1.19772,-5.49277,-3.19922,-3.87049,-0.52681,-2.85467,-0.92355,-2.87975,-0.81152,-2.78996
3010,-4.14233,-3.97114,-0.51661,-1.95461,-3.58902,-2.83257,-4.27947,-1.95904,-3.02518,-3.10742,-1.05816
3011,-4.14171,-4.51856,-1.42881,-4.45228,-2.94856,-0.64137,-0.79954,-0.02312,-0.5873,-3.29445,-4.42958
3012,-4.14081,-0.55391,-3.36214,-4.89464,-5.10703,-0.49714,-1.82996,-0.84227,-3.83068,-1.4905,-0.0514
3013,-4.13988,-0.81506,-0.95168,-1.2727,-2.14785,-5.30718,-3.16609,-1.56702,-4.02669,-3.88629,-1.75927
3014,-4.13882,-2.5317,-3.24815,-5.31359,-0.13889,-2.48012,-1.93889,-2.35709,-1.17417,-0.2193,-4.55673
3015,-4.13854,-5.81711,-3.96885,-1.82913,-1.47351,-2.12245,-0.22015,-1.84336,-3.39734,-2.60543,-1.218
3016,-4.13814,-0.55467,-1.10536,-3.93692,-3.05378,-0.4351,-0.9867,-0.13969,-0.84645,-7.23215,-1.52272
3017,-4.13776,-2.84729,-0.07155,-0.01217,-0.82645,-5.7895,-1.78794,-1.83143,-1.53882,-5.37531,-1.65904
3018,-4.13768,-0.94835,-5.29768,-1.30009,-1.36002,-3.13486,-2.41394,-3.58667,-4.47941,-1.33315,-0.11783
3019,-4.13667,-5.53,-0.0481,-2.0509,-0.43543,-1.48711,-0.31475,-0.18146,-0.53348,-6.60723,-1.27489
3020,-4.13631,-1.70619,-0.12646,-0.80372,-1.37575,-2.24118,-0.69325,-1.31437,-0.44784,-8.34109,-0.64795
3021,-4.13629,-3.88461,-0.35717,-0.58012,-1.61674,-5.4255,-0.00829,-1.69832,-4.60901,-0.34186,-3.32304
3022,-4.13556,-2.45943,-2.22337,-0.61329,-1.17621,-1.38076,-3.61861,-1.34018,-4.43719,-3.53101,-4.60345
3023,-4.13497,-0.52592,-0.10708,-0.84535,-2.498,-3.12473,-5.87391,-2.21563,-1.1096,-4.32665,-2.55585
3024,-4.13492,-0.44363,-6.07809,-2.87796,-2.89131,-2.76297,-0.80636,-3.79662,-2.05877,-1.35306,-0.59356
3025,-4.13449,-4.83135,-0.93185,-0.63076,-3.86122,-1.66322,-2.81795,-1.45122,-3.24448,-4.10968,-1.77749
3026,-4.13431,-2.45967,-5.1432,-0.27127,-2.33429,-2.09114,-1.7321,-1.82969,-5.26629,-1.86762,-1.71461
3027,-4.13425,-0.16765,-1.2187,-1.33155,-5.51072,-0.91396,-3.22853,-1.78899,-4.60388,-2.28084,-2.89767
3028,-4.13391,-1.13252,-0.82427,-2.51475,-2.27389,-2.37992,-1.75223,-4.49861,-4.70617,-3.01468,-3.04074
3029,-4.13361,-4.60231,-1.65595,-7.15007,-0.37623,-0.92129,-0.92022,-0.20298,-0.17767,-2.29714,-0.82442
3030,-4.13336,-2.42331,-4.07105,-2.99517,-2.23832,-2.08746,-2.0754,-1.14382,-1.98955,-0.27984,-5.699
3031,-4.13255,-2.14994,-2.1405,-4.17353,-1.99082,-3.93677,-0.59129,-1.04537,-5.02881,-2.808,-1.49061
3032,-4.13184,-3.99582,-0.85792,-0.00749,-2.9858,-5.0652,-2.92373,-1.13915,-3.05153,-1.12516,-3.35115
3033,-4.13173,-3.12803,-0.63326,-1.1519,-4.09614,-3.48934,-1.93195,-0.10304,-5.51999,-1.55672,-2.41366
3034,-4.1301,-0.42877,-4.9414,-2.9432,-0.77957,-0.91279,-3.52511,-4.92458,-2.19667,-2.45865,-0.83034
3035,-4.12951,-3.65266,-2.96499,-2.74981,-2.41657,-3.1943,-3.40202,-3.92568,-0.9577,-0.14968,-3.04712
3036,-4.1295,-0.02492,-3.70312,-1.31964,-0.73269,-2.73544,-3.11599,-0.08171,-0.25007,-1.20698,-6.9453
3037,-4.12943,-5.48995,-0.92401,-4.64658,-0.19356,-2.62709,-1.19071,-0.39621,-3.07801,-0.70943,-3.44564
3038,-4.12931,-0.59403,-3.62135,-0.99756,-1.77745,-6.477,-1.68003,-1.31205,-0.15641,-1.59178,-4.03406
3039,-4.12846,-0.3183,-0.50448,-1.00415,-7.35334,-1.43258,-1.36694,-1.90936,-1.16459,-2.88165,-3.20835
3040,-4.12832,-2.01916,-2.93883,-0.55736,-3.4604,-3.97643,-4.2657,-1.39971,-2.47422,-1.50141,-3.68982
3041,-4.12827,-3.59888,-2.5421,-0.21142,-1.35794,-6.06423,-1.0083,-2.71192,-1.80487,-3.37384,-1.36676
3042,-4.12797,-6.00717,-0.38801,-0.02773,-1.11805,-1.71033,-3.08389,-2.71637,-3.10346,-1.94987,-3.49638
3043,-4.12682,-3.80652,-1.14974,-1.81796,-0.77399,-3.052,-4.75746,-0.015,-3.78135,-3.96019,-1.15054
3044,-4.12675,-4.56256,-0.59145,-0.62724,-3.32816,-3.86663,-1.32185,-2.07634,-1.8071,-2.08988,-4.6573
3045,-4.12662,-4.02052,-4.36402,-1.59641,-3.10847,-3.97722,-0.147,-0.93943,-1.10618,-2.16606,-3.59345
3046,-4.12644,-5.02651,-3.14568,-1.13983,-4.42895,-1.0436,-1.11324,-3.35126,-1.27966,-1.73669,-2.94679
3047,-4.12636,-3.2056,-4.17948,-1.47737,-3.64013,-2.70604,-2.10975,-0.63033,-0.81459,-3.07268,-4.1857
3048,-4.12628,-3.23928,-2.9132,-2.02657,-3.60352,-4.87463,-1.41607,-2.70861,-0.09231,-3.63845,-0.74238
3049,-4.1256,-2.21139,-2.10467,-1.62735,-1.31545,-2.29492,-3.74164,-0.52261,-6.79898,-1.72774,-0.72806
3050,-4.12526,-0.2027,-1.13187,-2.00759,-1.79261,-5.20716,-2.72856,-4.24878,-1.35262,-0.41226,-4.45028
3051,-4.12454,-0.0357,-0.93334,-1.18446,-4.65399,-1.59939,-3.32492,-1.57478,-1.86727,-5.64422,-2.75975
3052,-4.12437,-2.12258,-0.70794,-2.78988,-2.14514,-5.82201,-2.3178,-0.86668,-0.95629,-4.96401,-0.15124
3053,-4.12414,-3.87334,-0.25663,-1.56259,-3.43106,-1.09719,-2.59838,-6.00182,-0.5813,-0.14154,-3.06167
3054,-4.12411,-0.31628,-0.71119,-4.39395,-1.36176,-0.53607,-0.53381,-1.25962,-2.43891,-0.16062,-7.28641
3055,-4.12404,-0.65831,-6.91131,-2.0309,-2.03467,-2.42285,-3.25692,-1.4209,-0.1345,-1.39775,-2.46165
3056,-4.1237,-1.29643,-0.61843,-2.69432,-2.05918,-3.01881,-6.30612,-3.01729,-2.00949,-2.51344,-1.04528
3057,-4.12317,-0.15222,-2.9459,-1.69955,-1.51647,-6.78136,-1.70521,-1.09792,-1.99427,-2.77472,-2.70806
3058,-4.12248,-2.68831,-2.44025,-0.26067,-1.76293,-1.90389,-0.18298,-1.89046,-3.87659,-5.73589,-3.38925
3059,-4.12152,-3.93639,-4.01056,-1.01971,-0.97753,-2.74194,-1.34728,-4.44601,-0.85487,-2.84554,-3.39258
3060,-4.12067,-0.70679,-1.61519,-0.14253,-2.48401,-1.97275,-5.81778,-3.21021,-3.22244,-3.16447,-2.29769
3061,-4.11999,-1.10293,-1.19565,-0.20745,-4.14892,-2.28365,-5.02974,-0.90895,-3.47722,-3.93343,-2.05438
3062,-4.11913,-3.53064,-1.73756,-2.94458,-0.16878,-5.12576,-3.92258,-2.07678,-2.30766,-0.11186,-2.74558
3063,-4.11718,-5.12198,-2.25714,-2.58276,-1.00881,-1.20766,-0.3191,-3.28865,-1.29244,-2.88431,-4.65467
3064,-4.11665,-6.2441,-0.19134,-0.54655,-0.17471,-1.65412,-0.53442,-2.59928,-1.99112,-4.54421,-3.0506
3065,-4.11625,-0.45197,-1.56158,-5.16299,-2.59852,-1.0569,-1.81386,-4.34992,-2.32346,-4.25719,-0.39226
3066,-4.11474,-0.59956,-3.15433,-1.12812,-0.62282,-3.42517,-3.6185,-3.94912,-0.43581,-4.18964,-3.59656
3067,-4.11449,-4.37861,-0.94344,-0.96454,-0.37079,-5.25503,-1.61089,-2.44884,-3.41747,-2.96171,-2.29848
3068,-4.1142,-3.19851,-0.42908,-0.99937,-5.23007,-2.57066,-4.71298,-0.00597,-0.16748,-3.79325,-1.03392
3069,-4.11299,-0.69395,-4.88198,-0.87988,-3.40065,-1.45214,-4.99479,-1.71909,-2.04573,-3.17869,-1.45893
3070,-4.1124,-0.06867,-4.42234,-0.57191,-2.39174,-2.8658,-3.6584,-3.32321,-3.71378,-2.28449,-2.41402
3071,-4.11215,-3.46761,-1.57031,-0.03953,-3.20944,-6.00769,-1.71212,-2.96705,-0.9863,-0.95957,-2.9287
3072,-4.11195,-3.92975,-1.50685,-2.03986,-2.62498,-1.94845,-0.86426,-4.62291,-2.19093,-0.69025,-4.80993
3073,-4.11072,-3.32592,-1.09999,-1.77526,-0.3545,-1.96108,-1.08579,-6.05736,-3.96957,-0.20096,-3.16842
3074,-4.10938,-0.65521,-3.23282,-2.17097,-0.27006,-5.57726,-2.23058,-3.03474,-2.9363,-1.05491,-3.52433
3075,-4.10928,-4.92123,-1.22925,-6.07311,-3.19731,-1.55206,-0.04711,-0.31782,-1.04068,-2.10795,-1.49676
3076,-4.1082,-3.54877,-4.37383,-1.50494,-0.49475,-1.30416,-1.74152,-0.20551,-4.34026,-2.48401,-4.37091
3077,-4.10781,-0.70004,-2.88818,-0.80402,-1.99262,-2.5998,-6.79651,-0.98887,-1.2833,-3.01188,-2.2427
3078,-4.10641,-0.33176,-7.5175,-0.06473,-4.29411,-0.44787,-1.54811,-1.17657,-0.92217,-1.51539,-0.97088
3079,-4.10608,-3.32279,-1.82623,-1.593,-2.64332,-5.62644,-0.58028,-0.86693,-3.34028,-2.89789,-2.63418
3080,-4.10596,-1.36051,-0.08083,-0.40575,-1.02763,-3.47284,-1.08327,-4.51085,-4.62662,-2.307,-4.44446
3081,-4.10437,-4.64398,-4.70151,-0.69324,-2.20518,-1.94421,-4.14957,-1.95072,-1.20061,-2.39167,-1.47451
3082,-4.10432,-2.06089,-3.05099,-5.32377,-2.957,-0.96261,-3.92194,-1.30044,-2.53386,-1.8204,-2.18599
3083,-4.10423,-0.56749,-1.02214,-3.57977,-2.35264,-3.88743,-2.26673,-0.84731,-3.6461,-3.77417,-3.86424
3084,-4.10357,-1.72467,-1.58546,-0.83931,-1.71966,-5.95027,-1.03594,-2.81074,-2.05323,-4.0163,-3.04716
3085,-4.10322,-2.84248,-1.58698,-4.99841,-0.90305,-3.00698,-4.32425,-1.55176,-1.75667,-3.46023,-1.24807
3086,-4.10315,-0.67776,-3.38696,-2.05893,-1.83376,-2.87518,-3.09318,-2.55123,-4.86647,-2.60484,-2.96993
3087,-4.10103,-2.55675,-2.47867,-2.02541,-1.24898,-2.11611,-2.48482,-4.01997,-0.13287,-3.56276,-5.03142
3088,-4.10027,-1.06402,-5.52403,-2.5493,-3.06354,-5.3937,-1.44608,-0.38007,-1.98389,-0.38745,-0.49305
3089,-4.09985,-1.93291,-5.77065,-2.27323,-1.58094,-3.51349,-0.1324,-2.74306,-0.63216,-1.1809,-4.09965
3090,-4.09968,-2.23307,-0.1904,-1.46678,-3.97218,-1.9499,-1.01195,-5.3768,-4.3051,-1.11787,-2.59239
3091,-4.09964,-4.1281,-3.45572,-1.65493,-2.39978,-0.91621,-5.6309,-1.23974,-2.72609,-1.85388,-0.87181
3092,-4.09957,-5.82427,-0.97291,-1.17485,-2.60381,-1.56678,-0.22209,-4.01536,-1.26124,-4.35371,-0.99601
3093,-4.09938,-2.29226,-3.00621,-2.4953,-0.52894,-4.18708,-4.28684,-1.2358,-2.96258,-2.15948,-3.39426
3094,-4.09804,-1.58351,-3.43865,-1.94673,-1.12262,-0.18028,-0.64896,-2.92341,-0.26151,-0.39357,-7.38924
3095,-4.09781,-1.23859,-2.95349,-5.60009,-2.70398,-2.70749,-0.14362,-4.70844,-1.3228,-0.0983,-1.73153
3096,-4.09745,-0.3366,-1.8606,-1.08846,-4.19925,-0.29162,-2.34083,-1.27221,-4.22457,-5.97947,-0.18244
3097,-4.09742,-0.85482,-2.79609,-0.80063,-1.65349,-4.53115,-5.68867,-4.21995,-0.05995,-0.72198,-0.2492
3098,-4.09669,-1.95684,-2.7424,-2.04383,-0.48946,-5.64153,-2.56555,-2.787,-2.4461,-3.86118,-0.61806
3099,-4.09664,-1.52232,-3.73983,-3.44857,-2.39746,-4.51951,-1.79203,-0.19904,-1.12639,-4.9269,-0.2309
3100,-4.09524,-2.11716,-0.333,-2.29373,-1.62706,-1.16548,-1.29892,-0.9978,-3.2185,-0.59588,-7.48146
3101,-4.09444,-4.13259,-4.2482,-5.64405,-0.8764,-2.5252,-0.07871,-0.69868,-1.74277,-1.7108,-1.62837
3102,-4.09425,-2.77117,-0.22861,-0.16758,-2.58601,-3.68245,-2.56581,-2.46816,-2.45301,-5.24723,-3.0006
3103,-4.09366,-3.82769,-0.70932,-2.58535,-3.07182,-3.20054,-2.31782,-4.27784,-2.70701,-1.35976,-2.97909
3104,-4.0935,-4.09325,-0.56288,-1.21526,-3.78227,-3.16777,-0.13862,-5.0274,-3.30045,-0.83811,-1.86147
3105,-4.09326,-0.28208,-2.11204,-2.71577,-5.33836,-2.05674,-1.39195,-1.94433,-2.60205,-3.72878,-3.49412
3106,-4.09317,-2.20312,-2.60139,-1.90645,-1.19448,-0.20414,-1.69141,-3.79712,-6.74872,-0.56809,-1.83713
3107,-4.09282,-1.09279,-6.58619,-0.52725,-2.61138,-0.4169,-1.24226,-0.64168,-2.13656,-0.43507,-4.96955
3108,-4.0926,-1.51276,-3.61929,-1.09054,-2.60118,-0.04936,-2.80838,-3.36864,-0.93368,-6.28955,-0.48997
3109,-4.09254,-3.03392,-2.46682,-1.65188,-3.63005,-0.04982,-0.06777,-4.10749,-4.71455,-1.82295,-3.10268
3110,-4.09164,-0.99587,-7.24205,-1.36139,-0.29773,-4.26612,-1.35264,-2.21557,-1.33277,-0.22924,-1.05373
3111,-4.09161,-4.96843,-2.09433,-1.40738,-0.3711,-4.38048,-1.70147,-4.14039,-0.88722,-3.27717,-1.14687
3112,-4.09101,-4.97403,-2.25843,-3.90164,-0.05593,-0.73089,-2.09918,-0.01828,-3.05453,-1.90701,-4.50426
3113,-4.0908,-5.53152,-3.06996,-0.60648,-1.37912,-4.449,-1.9663,-2.18335,-2.6024,-2.19286,-0.98243
3114,-4.08986,-0.88322,-0.7669,-4.91346,-1.93655,-3.17119,-0.62302,-2.47908,-3.58567,-1.97092,-4.54758
3115,-4.08819,-1.67426,-1.02068,-3.52479,-2.00064,-2.60043,-6.32628,-0.67368,-2.52638,-3.05048,-0.29845
3116,-4.08723,-2.03733,-3.00458,-6.90215,-0.82551,-1.7319,-0.01798,-1.3522,-3.66729,-1.29866,-1.35333
3117,-4.08629,-0.79351,-1.56877,-2.02997,-4.25838,-1.82022,-2.37664,-3.88029,-5.40945,-2.08634,-0.56902
3118,-4.08615,-4.21367,-1.25876,-0.76274,-4.87492,-0.59611,-0.62048,-3.36539,-2.83173,-0.49287,-4.39197
3119,-4.086,-1.54152,-3.48514,-3.18723,-4.96434,-1.13491,-2.38859,-0.84131,-3.45837,-0.66473,-3.725
3120,-4.08301,-1.13969,-0.76385,-7.36761,-3.06537,-1.07816,-1.01034,-1.44089,-3.12555,-1.93116,-0.10272
3121,-4.08245,-0.10323,-3.03469,-2.67178,-0.16804,-0.27621,-0.23917,-6.79362,-0.56819,-4.18729,-1.67453
3122,-4.08208,-2.53081,-1.95996,-1.33695,-1.68827,-3.09917,-4.57706,-2.89643,-2.17639,-4.95183,-0.50148
