leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13
1029,-3.07643,-0.44953,-6.55367,-1.36312,-2.08986,-1.67203,-3.72652,-3.46826,-0.19417,-2.77575,-1.01667,-1.78193,-0.67001,-0.21334
1030,-3.07554,-1.85442,-2.08941,-5.82673,-1.24435,-0.74918,-0.00749,-3.79521,-2.60646,-3.46062,-0.07504,-3.41539,-1.11134,-0.77286
1031,-3.07489,-1.23795,-0.79321,-0.61237,-0.52742,-2.27354,-5.46208,-0.50921,-3.93558,-0.00764,-2.61625,-1.7993,-4.50913,-2.56208
1032,-3.07436,-2.85711,-1.27672,-0.45394,-2.34731,-1.46338,-0.02397,-0.99926,-1.89825,-4.40064,-3.67466,-5.4657,-0.17203,-2.35012
1033,-3.07383,-3.46381,-1.94563,-2.49763,-0.71175,-4.94839,-1.57826,-0.53271,-4.32768,-1.29388,-3.14193,-0.57206,-1.62978,-2.73934
1034,-3.07211,-4.64369,-4.99833,-2.23917,-4.80863,-1.61976,-1.49521,-0.87169,-2.02177,-0.47976,-1.14258,-0.90452,-1.94835,-0.14687
1035,-3.0707,-0.34864,-3.18245,-2.50869,-0.28988,-1.57184,-1.4332,-0.51566,-2.35124,-0.79133,-2.08065,-4.57376,-3.99531,-4.66773
1036,-3.06971,-2.13986,-2.7489,-1.6092,-2.11479,-1.41789,-4.49145,-3.30932,-0.87282,-3.2449,-2.07265,-0.19744,-0.81922,-4.6848
1037,-3.06773,-1.80491,-4.62775,-3.67848,-2.79726,-1.7009,-0.9815,-1.52669,-2.14058,-3.89478,-1.01548,-3.03792,-2.58229,-1.30094
1038,-3.06619,-1.08672,-3.89131,-3.33833,-2.21155,-0.58915,-2.74165,-0.55328,-2.00028,-2.9715,-5.33145,-0.82782,-2.6126,-1.14183
1039,-3.06211,-1.79521,-4.22384,-5.24562,-1.21155,-0.23764,-2.03038,-2.93903,-0.27169,-1.23848,-4.04471,-3.12098,-0.20659,-0.09045
1040,-3.0598,-2.45926,-2.20728,-1.26788,-4.79235,-2.97878,-1.36196,-0.47994,-1.90761,-2.2248,-1.01969,-4.0378,-4.27104,-0.10477
1041,-3.05977,-0.16642,-1.78722,-0.86706,-6.10896,-1.43444,-2.29531,-3.67628,-1.97413,-0.00579,-3.52899,-3.13007,-1.00033,-1.16391
1042,-3.05959,-0.27528,-2.79558,-2.39177,-1.48359,-3.03643,-3.41415,-4.65852,-0.80381,-2.37821,-0.73656,-1.76712,-3.30716,-3.36804
1043,-3.05625,-4.62587,-2.04937,-1.28833,-2.67316,-3.25857,-0.3458,-1.96611,-0.57054,-1.42404,-3.15102,-0.40807,-2.20869,-4.93199
1044,-3.05501,-0.81837,-3.68157,-1.3878,-2.20505,-2.21158,-2.14366,-0.54487,-2.68428,-3.16106,-1.67714,-3.97263,-4.83559,-0.83459
1045,-3.05485,-1.74904,-0.28748,-2.16631,-1.8474,-4.19454,-1.7426,-4.17659,-0.53054,-3.69615,-1.85195,-3.28039,-3.6198,-0.33005
1046,-3.05306,-2.19596,-0.52596,-4.07853,-0.42628,-1.55983,-1.83307,-1.10756,-4.33761,-4.80599,-0.46386,-2.04723,-3.92702,-0.06151
1047,-3.05157,-0.97805,-1.46662,-0.5466,-5.98285,-1.22598,-1.2808,-3.42769,-1.57538,-1.52721,-3.28393,-0.56339,-4.20051,-1.74199
1048,-3.0515,-0.40109,-1.25656,-1.14658,-2.73821,-5.39773,-0.05253,-2.44127,-1.32669,-2.39131,-1.76176,-0.68539,-4.91011,-3.14274
1049,-3.05146,-2.82285,-0.75471,-4.09842,-1.39952,-3.51615,-1.52513,-1.05471,-1.62775,-0.68113,-0.60148,-5.36593,-3.86939,-0.59359
1050,-3.05139,-0.31289,-2.37209,-1.14112,-2.07164,-1.11243,-2.30174,-2.03773,-3.95676,-0.62245,-4.78783,-2.08623,-3.4521,-3.66696
1051,-3.05096,-2.30343,-2.40579,-0.22902,-0.00559,-4.59962,-2.96882,-1.01908,-0.14038,-5.73704,-0.1393,-2.93484,-1.44591,-2.20905
1052,-3.04979,-1.64613,-2.10699,-0.19525,-2.92142,-1.17565,-3.63068,-5.74817,-4.11496,-1.50175,-0.29316,-1.24483,-2.49483,-0.56877
1053,-3.04859,-1.63336,-5.78576,-0.82783,-0.82924,-0.81603,-2.48203,-3.1685,-0.83475,-3.19517,-4.0745,-0.42213,-2.93836,-0.06927
1054,-3.04652,-0.46693,-0.43046,-4.62511,-5.69301,-0.75844,-4.47443,-0.20471,-0.01494,-2.28868,-0.32585,-2.37155,-2.19035,-0.33079
1055,-3.04631,-3.87271,-4.42867,-5.17726,-0.15421,-1.39173,-0.61352,-0.1161,-1.4562,-1.03122,-2.20131,-2.17937,-0.06885,-3.76433
1056,-3.04441,-0.68862,-4.34774,-1.58042,-2.22154,-2.69108,-3.6504,-2.47061,-3.48191,-1.39395,-2.73328,-2.42049,-0.53739,-3.09276
1057,-3.04414,-2.4954,-1.96673,-0.59429,-3.37446,-5.00643,-3.5475,-0.44013,-2.90091,-2.64662,-1.60544,-0.18614,-0.46357,-3.57886
1058,-3.04306,-3.98896,-1.0153,-1.20972,-1.34442,-4.10633,-3.67204,-4.54791,-0.9235,-2.3689,-0.36312,-2.90124,-2.10571,-0.22217
1059,-3.04003,-1.60648,-2.70044,-7.82031,-1.29743,-0.27323,-1.1215,-2.30278,-0.30575,-0.56935,-1.88031,-0.15115,-2.22394,-1.57711
1060,-3.03854,-1.47272,-6.99854,-1.89726,-1.39335,-1.12887,-2.98511,-0.43501,-2.46099,-2.65335,-2.20274,-0.28968,-0.93321,-2.19081
1061,-3.03813,-0.36106,-2.66867,-1.47273,-4.40184,-0.46641,-2.26041,-0.76871,-4.95862,-2.29734,-0.8378,-1.3111,-4.57131,-1.69443
1062,-3.03798,-2.37377,-6.47443,-1.65502,-1.19795,-2.28682,-1.05652,-2.25615,-0.18797,-2.69786,-0.40909,-1.6015,-0.39077,-4.17239
1063,-3.03433,-1.13508,-3.10844,-2.08522,-3.4348,-1.56629,-4.48351,-3.01207,-2.28912,-2.18877,-0.63662,-1.13232,-3.52169,-2.8192
1064,-3.03426,-2.10541,-1.02057,-2.23165,-3.83043,-2.00866,-0.84582,-0.42068,-2.97515,-5.55193,-2.85886,-3.02157,-1.73146,-0.87349
1065,-3.03412,-1.05534,-3.02964,-0.72576,-1.81689,-1.19549,-0.15822,-0.49813,-4.04102,-1.98629,-3.89878,-3.25298,-4.03688,-3.55212
1066,-3.03128,-1.40973,-2.04529,-2.69157,-2.92314,-3.82585,-0.32471,-1.00612,-0.27379,-4.32205,-3.27305,-3.64873,-1.54574,-2.81534
1067,-3.03126,-0.08571,-1.31038,-4.05913,-4.84167,-2.10623,-2.21244,-1.78422,-0.13477,-4.37677,-1.73914,-3.64108,-0.06814,-1.09232
1068,-3.03084,-4.49543,-2.07145,-0.64884,-0.69917,-4.41851,-0.02031,-1.30456,-0.58772,-0.41249,-0.62047,-0.40576,-3.20508,-5.73072
1069,-3.02947,-2.85324,-3.93203,-0.07819,-0.84797,-1.7876,-3.557,-1.38149,-0.8294,-3.42118,-1.80895,-5.38274,-0.55319,-1.94796
1070,-3.02114,-1.34108,-0.57757,-1.84944,-2.25447,-1.73352,-1.28665,-5.81725,-3.55413,-0.50267,-2.48202,-2.38097,-0.23442,-4.11918
1071,-3.0208,-4.14958,-3.65986,-1.30383,-0.01628,-2.75155,-1.7187,-1.69841,-1.57175,-4.76083,-0.11934,-3.03987,-2.76704,-1.76177
1072,-3.02013,-2.21199,-0.9711,-0.04935,-3.98797,-2.74179,-1.47465,-4.29223,-1.09196,-0.08744,-1.20032,-0.94639,-5.52843,-2.63083
1073,-3.01999,-1.95053,-1.71706,-2.32228,-0.30018,-0.88495,-6.02875,-0.16079,-2.45291,-2.15996,-0.38673,-2.22145,-4.87753,-1.38995
1074,-3.01972,-1.50693,-2.66513,-1.91915,-0.35343,-4.59007,-3.49137,-3.54781,-2.24582,-1.93394,-0.42145,-2.77008,-2.50997,-2.98653
1075,-3.01953,-2.71866,-2.01733,-3.11153,-1.79723,-4.22212,-1.77684,-1.97407,-2.13713,-1.61875,-5.40786,-1.11028,-0.49747,-1.9279
1076,-3.01863,-0.34733,-5.0961,-1.96117,-1.82123,-2.40274,-2.72929,-3.14989,-3.97261,-2.99278,-2.11657,-1.57649,-1.59906,-0.47894
1077,-3.01542,-0.37169,-1.14077,-0.49111,-0.23627,-1.85468,-0.48182,-1.35448,-4.50202,-1.00137,-0.85571,-3.57015,-6.26389,-3.11106
1078,-3.01332,-2.67697,-3.47599,-1.27387,-1.30694,-0.24619,-1.74275,-4.18071,-0.92365,-1.76467,-0.66353,-4.80236,-4.40432,-0.94662
1079,-3.01293,-1.80246,-0.3427,-2.02891,-1.0584,-1.68633,-3.3659,-4.59237,-2.99806,-3.7696,-3.5648,-1.91461,-0.82084,-2.60976
1080,-3.01182,-2.40841,-2.77103,-2.07692,-1.02296,-2.37027,-0.48395,-6.19422,-1.25427,-1.1174,-1.71143,-0.49247,-4.65625,-0.44166
1081,-3.01014,-3.95229,-3.28986,-1.27703,-3.72396,-3.33772,-2.56233,-3.81638,-2.18115,-1.66463,-0.20625,-0.73019,-2.4588,-1.60507
1082,-3.00983,-1.75553,-0.5132,-4.5978,-3.4371,-1.86487,-0.38175,-1.51546,-5.87187,-2.35403,-1.00615,-2.69281,-0.65889,-0.06417
1083,-3.0086,-1.12847,-1.49449,-2.23173,-2.42338,-0.25228,-2.18328,-4.5751,-0.07048,-2.92417,-0.1144,-1.22333,-6.05469,-2.0252
1084,-3.00572,-0.82463,-4.46165,-5.75308,-2.2533,-2.36898,-0.89748,-1.03305,-1.07177,-1.99585,-2.34964,-0.40987,-3.4266,-1.46863
1085,-3.00506,-3.04425,-4.62798,-1.21945,-2.63678,-0.88061,-2.89326,-0.46709,-4.56487,-2.45282,-3.02219,-2.51874,-0.17541,-0.34206
1086,-3.00154,-2.78862,-0.21436,-0.82358,-0.3115,-1.44087,-1.83018,-4.80092,-0.86729,-2.04945,-2.64899,-1.77691,-6.14446,-1.01841
1087,-2.99915,-0.59126,-3.0317,-3.5882,-0.30289,-1.052,-0.67386,-2.02713,-2.51942,-0.2519,-5.91664,-0.79407,-4.55214,-0.23942
1088,-2.99827,-2.33198,-3.93359,-4.9089,-1.11017,-1.70461,-1.30701,-1.32692,-1.57999,-0.61005,-3.67697,-0.5334,-3.77227,-2.73706
1089,-2.99766,-4.44386,-4.31385,-1.05959,-3.13204,-0.99327,-2.90677,-1.85927,-3.49385,-0.77854,-1.3378,-0.26561,-3.66871,-0.83596
1090,-2.99621,-4.16299,-0.21254,-2.14704,-3.38024,-2.44091,-3.87857,-4.13333,-2.93597,-2.18276,-1.13805,-1.13166,-1.37826,-1.29064
1091,-2.99446,-3.96331,-3.39313,-2.70549,-3.48435,-3.90466,-0.32034,-0.73653,-2.00986,-0.49352,-1.29232,-1.33711,-3.21909,-3.21816
1092,-2.99118,-0.23033,-2.54094,-1.13354,-2.23212,-2.71975,-2.86714,-2.86866,-0.47987,-0.49167,-2.62657,-1.42668,-6.65825,-0.83117
1093,-2.98759,-1.86161,-2.13721,-1.03273,-0.82331,-3.41167,-0.99064,-0.44876,-1.35831,-0.92545,-6.34147,-1.65934,-2.76496,-3.89363
1094,-2.98686,-3.32075,-0.03596,-1.54783,-0.44441,-2.69822,-1.42614,-0.75308,-1.43645,-5.75021,-1.5127,-2.07234,-3.08612,-4.04227
1095,-2.98684,-2.54775,-0.82936,-0.40581,-1.45051,-2.66705,-7.62439,-2.30234,-1.30992,-0.29766,-2.26371,-1.66119,-1.18041,-0.06514
1096,-2.98472,-0.26021,-0.92552,-4.78114,-2.95122,-3.01118,-2.61251,-2.8569,-0.06071,-0.10275,-4.96764,-2.48878,-1.40981,-1.29247
1097,-2.98278,-1.8293,-0.04001,-5.70567,-2.91073,-1.34046,-0.20743,-4.08002,-0.93475,-0.2344,-1.65142,-4.30277,-0.47349,-2.41822
1098,-2.98277,-3.11557,-0.26924,-1.80941,-1.43102,-3.1427,-2.77719,-3.64859,-0.0116,-5.23818,-1.1665,-1.63584,-2.11778,-3.02327
1099,-2.98128,-1.51301,-1.62561,-0.86129,-5.53713,-4.07927,-2.1475,-2.79346,-4.66841,-0.09874,-0.23097,-1.32537,-1.40371,-0.3725
1100,-2.98084,-1.66906,-3.56731,-0.33934,-0.67093,-1.72756,-4.03314,-2.98058,-3.45645,-1.89417,-0.53971,-1.03682,-2.80306,-4.70585
1101,-2.97651,-3.07478,-1.23119,-0.55451,-0.56752,-0.66935,-0.4016,-3.0555,-3.61546,-1.61937,-3.53341,-0.4361,-5.44446,-3.40353
1102,-2.9761,-5.04875,-2.91423,-1.13545,-3.04162,-1.12151,-3.34026,-4.60095,-1.23684,-1.48996,-0.78254,-0.24194,-1.76155,-2.34774
1103,-2.97587,-0.90063,-3.90919,-0.90156,-2.11746,-5.63886,-1.67127,-2.22804,-0.86754,-0.08867,-3.8174,-1.27232,-1.74908,-3.19214
1104,-2.97412,-6.37256,-2.25671,-3.48674,-0.45386,-0.82478,-2.24077,-1.09488,-1.72161,-0.69916,-0.69477,-4.41198,-0.16652,-1.6614
1105,-2.97305,-2.65801,-3.79844,-5.93739,-0.27568,-1.71894,-3.5058,-0.70565,-0.13385,-2.41444,-1.6768,-2.45951,-1.86716,-0.63344
1106,-2.97287,-1.63333,-4.85364,-2.99927,-0.81952,-3.24019,-1.83205,-0.547,-2.76755,-1.78102,-2.70635,-1.70941,-1.71553,-4.13449
1107,-2.9714,-0.0313,-0.96721,-0.98838,-1.31026,-1.65113,-0.27353,-0.56456,-4.41212,-1.72011,-2.82672,-6.4222,-0.80641,-3.47993
1108,-2.96872,-1.24322,-0.00493,-1.98883,-5.62021,-5.00873,-0.43974,-2.76873,-1.95819,-0.49957,-3.67655,-1.49056,-0.95151,-0.65117
1109,-2.96743,-3.67315,-0.08576,-3.88147,-1.49189,-5.09787,-0.41485,-1.3022,-3.3716,-0.52134,-1.09188,-4.37606,-0.31546,-0.68278
1110,-2.96625,-2.87091,-1.03628,-0.93777,-0.65934,-5.10535,-0.22659,-6.11818,-0.60461,-1.10952,-1.23709,-2.55892,-1.99023,-1.84041
1111,-2.96556,-1.64954,-4.95902,-1.53176,-1.37207,-0.02036,-5.21827,-0.70394,-5.1649,-0.66595,-1.59144,-0.65893,-0.67597,-1.18067
1112,-2.96394,-1.77096,-4.12162,-0.25075,-3.76945,-3.72944,-1.0399,-2.82439,-0.5265,-1.97905,-3.59781,-3.16554,-0.75748,-2.47381
1113,-2.96161,-0.77324,-1.32183,-0.49577,-4.72304,-0.55577,-0.79784,-1.84106,-4.24856,-3.47358,-1.01942,-0.72089,-5.14296,-1.96748
1114,-2.96028,-4.84449,-3.12378,-0.40852,-1.07581,-4.95395,-0.35271,-2.09567,-0.48256,-0.80344,-0.9012,-3.68263,-1.81083,-3.01597
1115,-2.96023,-4.50273,-0.4066,-2.38039,-1.21268,-1.83931,-0.74899,-1.0685,-0.98087,-4.75543,-2.2269,-3.27052,-2.99121,-3.22421
1116,-2.95829,-0.78023,-2.17227,-1.17959,-2.02785,-0.35005,-0.97954,-3.92893,-1.75446,-2.04888,-3.31807,-3.00918,-0.83271,-5.98871
1117,-2.95279,-3.69482,-1.01852,-0.03536,-2.81302,-3.13119,-0.18814,-1.74324,-2.85145,-0.14576,-0.18019,-1.03562,-1.56991,-6.63908
1118,-2.95253,-1.34467,-0.81035,-2.86425,-4.46412,-3.65919,-4.6551,-0.11604,-0.80277,-4.22398,-0.78085,-0.27558,-2.43572,-0.71243
1119,-2.95215,-0.31153,-1.59775,-0.23237,-5.97638,-4.06983,-2.02458,-0.78809,-0.22468,-2.41374,-1.22635,-3.95363,-2.92591,-0.08742
1120,-2.95194,-1.37786,-4.45496,-3.15053,-1.0844,-3.87395,-2.2379,-0.66675,-1.07399,-1.01021,-0.62545,-0.40236,-5.84943,-1.01784
1121,-2.95061,-1.74407,-2.01465,-5.68199,-0.38296,-3.67554,-2.71937,-0.39237,-3.50038,-1.91968,-1.57671,-2.45511,-1.05958,-2.26473
1122,-2.95007,-5.17387,-1.33621,-2.329,-4.62244,-0.80451,-2.63553,-3.76344,-1.48749,-2.62747,-1.24203,-0.47542,-0.50572,-1.74763
1123,-2.94916,-2.60155,-2.39548,-5.93197,-4.56112,-3.97254,-0.51969,-1.19212,-1.8622,-0.50699,-0.44615,-0.02471,-0.14491,-1.1774
1124,-2.94868,-2.24901,-0.5542,-2.22268,-1.33493,-1.01471,-4.22562,-2.88026,-3.81068,-2.36277,-2.90421,-0.33949,-3.04281,-3.7582
1125,-2.94648,-2.51674,-1.58447,-4.00645,-4.75464,-0.71785,-1.1695,-2.83727,-0.97645,-0.78241,-2.98563,-1.49486,-4.43978,-1.20683
1126,-2.94629,-2.98308,-1.98485,-2.71508,-1.85283,-1.31008,-1.90545,-0.67527,-3.2613,-0.86358,-1.11347,-6.36802,-0.62116,-2.88341
1127,-2.94491,-2.2694,-0.40863,-3.09362,-4.06582,-1.12771,-1.65455,-1.66638,-0.48267,-1.06624,-4.51668,-0.08213,-0.44294,-5.58119
1128,-2.94422,-3.72706,-0.38639,-3.01518,-5.11539,-1.18705,-1.02855,-3.56466,-0.7133,-1.55838,-0.86072,-3.84559,-1.64324,-2.38579
1129,-2.94358,-2.46033,-0.49357,-0.94497,-4.08045,-2.99676,-0.50844,-3.25298,-2.24877,-3.84036,-0.9811,-2.39482,-4.57022,-0.53345
1130,-2.94292,-4.12867,-0.62606,-0.52922,-4.01844,-1.54469,-0.03359,-0.07458,-2.18174,-0.43066,-6.58702,-0.89285,-2.43464,-0.14746
1131,-2.94022,-3.07724,-0.50481,-2.38458,-0.5709,-5.07477,-0.58553,-2.29109,-1.90209,-2.92267,-2.1031,-4.51305,-0.38133,-2.67908
1132,-2.94022,-1.73316,-1.22065,-0.19977,-1.96796,-1.68083,-0.45913,-2.34126,-4.89213,-4.58459,-4.52427,-0.08008,-2.86252,-0.90013
1133,-2.93837,-0.1742,-3.45349,-2.58181,-2.55455,-1.24374,-5.43725,-0.02109,-4.94379,-1.90608,-0.31803,-1.65956,-1.11706,-1.71153
1134,-2.9383,-1.03247,-3.55406,-0.5485,-2.97122,-1.61478,-2.9197,-2.05972,-3.2568,-0.18002,-1.3886,-5.174,-0.98581,-3.58552
1135,-2.93822,-1.31273,-1.65137,-3.07369,-4.98016,-0.62308,-0.00132,-2.89342,-2.90213,-0.61557,-2.75924,-2.11926,-4.24401,-2.23369
1136,-2.93514,-2.73902,-6.78711,-3.24558,-1.43119,-2.21775,-1.41445,-2.43325,-0.59842,-1.20747,-1.74954,-0.8577,-2.56362,-0.4596
1137,-2.93344,-2.84664,-2.72283,-2.74872,-1.12734,-2.19731,-3.10984,-1.1413,-2.92033,-0.76153,-5.9152,-0.50042,-2.5718,-0.53576
1138,-2.93213,-2.25381,-0.9897,-0.56295,-3.53323,-3.74768,-0.64889,-2.53739,-2.67638,-0.94788,-3.37158,-5.14965,-1.78007,-1.58802
1139,-2.93194,-0.66526,-0.54087,-3.04927,-0.09743,-4.4391,-3.71642,-0.29772,-2.74921,-0.8585,-0.9192,-4.19393,-3.34701,-3.13423
1140,-2.93102,-3.91245,-1.07308,-3.03381,-0.96401,-1.11657,-2.36393,-0.79968,-0.13851,-1.6773,-1.63527,-3.50428,-1.13856,-6.18545
1141,-2.92991,-0.84969,-3.25855,-3.45611,-1.27805,-3.85705,-4.79264,-2.15605,-2.31948,-1.26173,-0.43833,-0.43731,-0.26342,-4.07161
1142,-2.92942,-5.62733,-2.46858,-2.02655,-0.87624,-0.13985,-3.52389,-2.47508,-2.36406,-0.48337,-1.44202,-1.54625,-3.39262,-2.90122
1143,-2.92355,-2.03631,-0.43864,-2.80825,-2.65818,-3.56422,-4.90612,-2.3485,-0.61522,-0.72716,-0.43676,-4.23946,-0.80871,-3.18552
1144,-2.92138,-4.47718,-4.04573,-4.31199,-1.47768,-0.16269,-0.46933,-1.20543,-2.76601,-1.22895,-3.38906,-2.69686,-0.77768,-2.01276
1145,-2.92092,-0.58733,-4.88315,-1.55115,-0.79435,-2.66952,-1.51657,-5.75941,-0.37542,-1.77695,-2.66644,-1.71209,-1.32054,-2.56133
1146,-2.92,-2.75134,-1.39294,-1.37343,-4.46429,-1.52943,-3.17628,-0.00174,-2.195,-3.21003,-5.29622,-0.43436,-2.03461,-0.46778
1147,-2.91706,-0.87363,-2.66441,-2.40303,-1.43611,-1.15746,-7.48559,-0.98437,-1.03769,-1.40024,-1.83382,-0.67969,-1.17341,-3.03471
1148,-2.91665,-2.24333,-2.11291,-0.00346,-1.47046,-1.54581,-2.89174,-0.84644,-0.31295,-0.85424,-3.48412,-7.42818,-0.45758,-0.10891
1149,-2.91593,-2.21332,-4.21226,-1.55469,-1.69819,-2.77022,-3.74375,-0.0647,-5.2807,-0.1136,-2.09974,-2.76806,-0.09896,-1.37148
1150,-2.91496,-2.09286,-3.99442,-2.37182,-3.8234,-2.78098,-4.18506,-2.62416,-1.93519,-1.09398,-0.11058,-0.189,-3.47144,-1.32221
1151,-2.91454,-1.29761,-2.69157,-2.14874,-2.23681,-2.04581,-0.45783,-5.16646,-0.42892,-5.05536,-2.8029,-2.15859,-1.45621,-1.22167
1152,-2.90998,-1.42317,-1.53746,-3.0601,-3.16863,-1.56285,-2.47889,-0.45952,-4.33637,-0.93045,-1.74595,-3.35382,-4.45762,-2.25903
1153,-2.9084,-1.3117,-1.34866,-0.03733,-0.49853,-4.35683,-1.22467,-0.29653,-0.46028,-4.51719,-0.21326,-0.59764,-5.91171,-3.34877
1154,-2.90622,-1.88212,-1.08053,-4.30468,-0.87127,-5.15855,-1.80858,-1.73757,-2.29396,-3.85348,-0.75432,-1.24157,-3.48398,-0.54194
1155,-2.90453,-0.57333,-2.69847,-1.34966,-0.9781,-3.59789,-2.35359,-2.18001,-5.20384,-3.31248,-0.00577,-0.64705,-1.22576,-4.23848
1156,-2.89468,-2.11211,-0.55756,-6.69091,-0.17544,-3.34988,-3.34583,-2.08342,-0.58089,-2.16477,-2.73508,-1.54872,-0.01846,-0.62435
1157,-2.89434,-2.21728,-3.01626,-0.21085,-2.38162,-0.02947,-3.41886,-0.96182,-1.37847,-2.43173,-3.98298,-1.97267,-1.19783,-5.50215
1158,-2.89312,-0.35872,-5.1715,-3.29896,-0.74994,-4.54991,-0.81477,-4.04916,-1.45337,-2.36858,-1.76418,-1.2915,-1.32464,-1.13688
1159,-2.89239,-2.06949,-1.38053,-1.68254,-1.96467,-0.4218,-6.09201,-1.94966,-0.50702,-2.42261,-0.82066,-1.24719,-3.85014,-3.80582
1160,-2.89156,-2.31072,-1.37041,-1.06409,-4.93339,-2.46939,-1.08707,-3.82983,-4.47019,-0.40643,-1.72542,-1.93296,-3.17199,-0.28448
1161,-2.89001,-3.81116,-6.27984,-3.64384,-0.73292,-0.22791,-2.85617,-0.09412,-1.95716,-0.1633,-2.53067,-1.05209,-1.84234,-0.94374
1162,-2.88973,-3.72612,-4.19975,-2.44822,-1.07968,-3.42805,-1.94742,-1.30706,-0.45118,-0.25737,-0.16563,-1.05269,-1.58778,-5.6382
1163,-2.88742,-0.85568,-0.65401,-2.08659,-1.1363,-3.72108,-1.31297,-1.37783,-1.36135,-1.02507,-0.99826,-6.06104,-4.23711,-2.96634
1164,-2.88636,-3.11497,-0.4269,-1.35847,-4.36656,-0.27946,-3.596,-0.96668,-1.71807,-3.40639,-2.78905,-0.94284,-2.61527,-4.1067
1165,-2.88482,-2.385,-4.83583,-0.96747,-2.57993,-1.43969,-1.95708,-3.37279,-0.06393,-0.02447,-0.34473,-2.9496,-2.69595,-4.65209
1166,-2.88471,-3.36977,-0.08243,-4.14083,-6.79823,-0.60206,-0.93835,-0.68064,-1.76704,-0.48992,-0.30057,-2.50054,-2.35245,-0.09036
1167,-2.87865,-0.59432,-3.50842,-2.14049,-1.15233,-2.12102,-3.42126,-3.53913,-2.24079,-0.61586,-0.89636,-4.28178,-4.39115,-0.76989
1168,-2.87417,-0.40672,-2.31496,-0.70972,-2.89252,-3.11786,-3.68339,-3.86335,-0.79906,-0.60175,-2.84422,-4.22253,-3.25635,-1.26757
1169,-2.87139,-0.64853,-1.29363,-1.70648,-0.21855,-1.67221,-1.22009,-6.97672,-1.07034,-2.70428,-1.2401,-0.64035,-1.10893,-4.70163
1170,-2.87015,-0.36707,-2.62413,-0.74687,-2.45593,-3.72267,-2.63049,-4.27439,-4.09529,-0.23466,-2.81527,-2.12557,-1.48099,-2.76411
1171,-2.86935,-0.56065,-5.93819,-2.57075,-0.89722,-3.95908,-4.16723,-0.10324,-1.25086,-1.46907,-3.20742,-0.83177,-1.00871,-0.07836
1172,-2.8672,-2.73002,-0.9166,-1.70688,-3.66967,-2.17253,-6.23202,-0.37434,-1.53118,-0.5778,-1.52196,-2.99205,-1.01287,-2.90429
1173,-2.86541,-1.9265,-4.27472,-0.47512,-1.3638,-1.2494,-0.43988,-1.50104,-1.71797,-6.09073,-1.86477,-3.71913,-0.36173,-2.49457
1174,-2.86458,-3.75262,-1.48532,-0.54562,-3.95363,-1.51679,-4.67592,-3.09145,-0.68042,-3.61681,-2.79836,-2.11372,-0.06939,-0.08566
1175,-2.86453,-1.07188,-1.80826,-2.33697,-2.98789,-1.69385,-4.41075,-0.20145,-0.1878,-1.76708,-3.2372,-0.44477,-5.23676,-3.06
1176,-2.864,-5.64617,-1.57527,-1.07251,-0.52538,-1.79161,-1.06803,-3.62372,-4.58308,-0.21667,-0.32701,-0.56002,-3.52645,-2.14958
1177,-2.85996,-3.46368,-3.45827,-2.51416,-1.53474,-1.55041,-3.90517,-3.05755,-2.6466,-1.42961,-2.13609,-1.7364,-2.35599,-3.16352
1178,-2.85975,-0.11561,-1.54246,-4.01038,-0.1471,-5.36727,-2.35943,-2.33372,-2.36272,-2.5726,-1.7601,-0.72435,-4.19542,-0.28087
1179,-2.85824,-0.02597,-2.75607,-0.42908,-5.90791,-0.87359,-0.66935,-1.98578,-2.93122,-2.82637,-2.02331,-4.2702,-2.22306,-0.37561
1180,-2.85399,-0.65091,-5.89564,-2.75568,-3.81354,-1.2141,-1.63347,-0.93137,-1.32063,-0.86936,-2.30815,-4.37135,-0.26889,-1.58664
1181,-2.85391,-1.32561,-3.04751,-4.71936,-3.98687,-1.89847,-4.42527,-1.99681,-1.12358,-0.93995,-1.64168,-0.02263,-3.21574,-0.53489
1182,-2.85353,-6.09594,-2.98217,-1.20044,-2.06017,-1.13222,-3.61375,-0.4179,-2.56036,-0.54805,-2.32379,-0.22979,-3.62862,-0.35638
1183,-2.85175,-2.59685,-1.75787,-3.38128,-2.02429,-1.0389,-3.61585,-3.93813,-3.30653,-1.78731,-2.09859,-4.23339,-0.5744,-0.23901
1184,-2.84718,-0.51416,-6.39264,-0.40064,-0.15733,-0.29767,-0.62621,-1.49163,-1.05583,-2.43228,-4.83423,-0.44935,-3.82722,-1.61937
1185,-2.84686,-0.14287,-1.09698,-4.08553,-4.906,-2.73872,-1.03083,-3.23156,-2.95641,-0.13013,-2.84988,-3.30255,-0.82655,-1.56073
1186,-2.84647,-2.32625,-3.53466,-0.46095,-0.78911,-0.21159,-4.86868,-2.05066,-0.59452,-0.80059,-0.58479,-2.4947,-1.11785,-6.03272
1187,-2.84513,-3.89612,-1.01999,-0.14533,-4.91837,-3.50351,-0.21368,-2.7674,-2.11951,-4.21274,-0.76858,-0.85399,-1.7679,-2.19316
1188,-2.84472,-0.25328,-0.82661,-0.62063,-4.16446,-2.19123,-5.61428,-1.20269,-2.54437,-0.79359,-2.67259,-2.18122,-4.02825,-0.65821
