leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,is_dominated,ground_truth_pareto
304,1.51155,1.62387,2.29919,1.08069,4.03288,0.68183,8.45899,0.58351,0,1
305,1.46056,2.21652,4.99942,2.55756,3.84825,0.89187,5.94943,3.22776,0,1
306,1.43538,1.91673,7.52117,0.05198,5.01712,1.01592,3.21154,1.08517,0,1
307,1.4269,3.8915,0.53514,2.56491,0.74579,8.44802,0.76178,1.85728,0,1
308,1.4097,2.02853,0.28331,6.84171,2.85409,4.21204,1.22047,4.43078,0,1
309,1.38595,5.40216,2.28483,1.99162,6.19413,4.09148,2.01067,0.74741,0,1
310,1.38482,1.22282,3.86506,6.41752,0.3931,3.35603,0.28537,5.3819,0,1
311,1.36181,4.0778,0.0,0.84035,0.0,2.12766,0.0,2.86583,1,0
312,1.34425,0.17248,4.97379,6.30032,4.24508,3.52594,0.75401,1.64594,0,1
313,1.33151,3.22937,6.10837,3.03796,1.33813,1.32848,3.97185,4.68251,0,1
314,1.3283,4.73257,2.92977,4.86176,2.33029,2.57023,5.45294,1.35913,0,1
315,1.32642,2.36419,3.67322,0.14764,8.22216,0.85683,3.08449,1.13346,0,1
316,1.32131,2.4192,6.61836,4.94783,3.77081,0.99868,1.84467,2.34493,0,1
317,1.31375,1.44291,8.8857,1.56253,1.57024,0.71037,2.70324,2.12534,0,1
318,1.30339,2.35905,3.25175,1.583,1.51195,3.11693,7.02914,4.27156,0,1
319,1.28915,0.78282,0.87614,3.65405,1.5433,4.61082,3.72669,6.78792,0,1
320,1.28838,1.4115,5.88577,2.82436,3.73841,1.9069,0.84315,5.95026,0,1
321,1.26274,0.4044,1.83524,2.34286,8.06152,0.79499,4.39617,2.10675,0,1
322,1.25665,0.0,1.01761,0.45683,0.0,2.67199,0.69045,4.81477,1,0
323,1.25477,4.49445,0.53624,3.58345,4.00397,4.8315,5.04437,0.52537,0,1
324,1.23277,7.92017,0.50576,3.20947,0.31379,0.9417,4.30754,2.37791,0,1
325,1.22535,1.54711,7.05163,2.42669,3.5751,5.25077,0.21265,0.30574,0,1
326,1.22458,5.81478,2.42596,2.93214,2.80995,6.45374,0.18195,0.7914,0,1
327,1.21402,4.30326,0.81462,2.0364,4.5648,3.16941,1.57267,6.46852,0,1
328,1.2112,0.0,0.0,0.0,3.691,3.13397,0.0,1.01916,1,0
329,1.20858,1.15089,1.81942,0.0,0.0,3.91911,1.14616,0.0,1,0
330,1.17559,0.8735,3.8405,1.95081,8.41793,2.77889,0.48938,0.69042,0,1
331,1.16987,0.01667,1.03446,1.75543,8.3756,3.40927,3.46463,0.83788,0,1
332,1.16955,5.96268,4.36343,0.51133,2.83231,1.23894,0.35511,5.83905,0,1
333,1.16652,0.59139,3.75338,0.0,2.69923,0.0,3.64128,0.0,1,0
334,1.14982,5.52873,1.03158,1.00772,5.56632,2.22623,3.80511,3.95126,0,1
335,1.14572,6.05636,2.47121,6.32724,1.27899,2.12874,0.65872,3.04397,0,1
336,1.14302,0.0,0.1794,2.49419,0.56892,0.95149,0.03653,1.64188,1,0
337,1.13029,4.71261,0.3033,2.15607,6.8645,0.16312,2.82335,4.0809,0,1
338,1.11793,0.0,0.44274,0.0,2.91936,3.89944,0.0,0.1561,1,0
339,1.11377,0.69109,1.97664,0.28291,0.50443,1.86579,6.38834,7.05324,0,1
340,1.09444,1.2392,0.95623,3.1654,2.41727,5.60486,3.74219,5.92206,0,1
341,1.07875,4.12164,2.49203,2.23589,7.3395,0.556,3.63136,1.80964,0,1
342,1.06282,0.34645,0.02753,2.05145,5.33223,7.53817,1.41676,2.69766,0,1
343,1.06148,3.62278,2.61419,3.27645,6.79641,4.53613,0.44533,1.10163,0,1
344,1.04564,3.13539,2.84242,0.02921,5.94131,1.28804,5.5327,3.66426,0,1
345,1.03892,4.70636,2.01057,0.34398,6.38354,2.94215,0.27455,4.80925,0,1
346,1.02868,7.06243,0.30225,1.06569,2.61501,3.58232,4.31876,3.08444,0,1
347,1.02225,2.37237,3.66519,0.25146,2.46697,5.82197,1.79889,6.05085,0,1
348,1.0175,5.52844,3.20193,3.58079,6.22341,1.23844,0.60188,2.16791,0,1
349,0.9906,6.00245,1.3878,3.61026,1.72075,1.73521,6.00644,2.44542,0,1
350,0.97266,0.34452,0.83885,0.50789,4.89869,8.54456,0.78849,0.58762,0,1
351,0.96813,2.64818,8.44894,1.26475,1.5079,0.42487,3.53474,2.02906,0,1
352,0.96595,0.0,0.0,0.0,0.0,0.0,6.10736,0.0,1,0
353,0.95481,1.19971,5.66679,1.05804,5.57204,4.94789,2.78652,1.05975,0,1
354,0.9406,3.28177,2.17676,2.29344,0.0,2.90059,0.0,0.0,1,0
355,0.91347,3.8058,0.34647,1.54575,1.19807,0.36095,2.0931,8.73071,0,1
356,0.90849,0.59208,1.97813,1.08386,3.39879,3.64827,0.02025,8.29905,0,1
357,0.90647,0.07041,3.91365,7.22512,4.47333,1.45196,0.53106,3.04194,0,1
358,0.89724,0.0,0.50328,4.90387,3.09261,0.0,1.86348,0.0,1,0
359,0.89141,3.63151,2.84763,2.04286,0.0,2.14433,1.53235,0.0,1,0
360,0.88499,0.46403,0.61304,3.2841,2.37411,0.0,1.55577,0.0,1,0
361,0.87987,3.69664,4.33425,4.57168,4.26489,1.12702,4.85635,1.68259,0,1
362,0.8731,4.38896,3.96994,4.4357,3.15244,3.58987,1.30463,4.47345,0,1
363,0.85774,3.19319,0.49091,2.32687,0.04357,5.69699,2.20279,6.78989,0,1
364,0.81927,1.68719,2.09686,0.33238,0.00403,4.42606,7.3646,4.25998,0,1
365,0.81572,3.04719,2.74703,3.08522,2.68812,0.34155,5.42361,6.01882,0,1
366,0.80546,5.2589,2.78473,3.51123,3.18868,5.01515,2.72392,2.97869,0,1
367,0.80211,1.39303,1.534,5.59762,1.4529,6.25966,4.52342,1.40501,0,1
368,0.80193,3.3656,1.74361,2.0876,1.4801,1.10068,7.27837,4.92489,0,1
369,0.80115,6.5826,2.90903,5.22116,3.5396,2.27467,0.05697,1.61195,0,1
370,0.79574,6.84317,2.91745,0.85831,2.23767,4.50798,0.53813,4.20369,0,1
371,0.79276,4.67625,4.21987,7.26228,1.21975,0.15719,2.29932,0.39603,0,1
372,0.78517,2.66936,1.00647,3.97142,0.29953,1.0477,8.52873,1.24348,0,1
373,0.78066,0.20315,3.26337,2.22316,2.26757,6.10824,6.36906,0.86015,0,1
374,0.7732,3.00414,2.19251,5.50887,2.32102,1.66896,1.02331,6.78254,0,1
375,0.74628,2.04781,0.58942,2.21493,0.76542,7.24179,2.27342,5.63901,0,1
376,0.73371,6.26707,5.30083,2.53592,1.32317,0.28345,0.45922,4.8594,0,1
377,0.72933,5.86021,1.39641,0.80011,3.15636,0.50491,1.78913,7.00838,0,1
378,0.71837,1.92045,4.57522,6.6767,0.94956,2.26738,4.88528,0.61342,0,1
379,0.71353,5.23849,7.04437,0.72956,2.37726,1.50548,3.67448,0.68856,0,1
380,0.70389,1.65795,7.0052,0.14339,6.64058,0.43998,0.22577,1.82221,0,1
381,0.70171,0.5864,1.33215,9.52253,1.00585,0.37722,0.16848,2.35119,0,1
382,0.68833,2.01177,5.18628,5.25786,3.2934,2.48489,3.98243,2.83822,0,1
383,0.68358,0.0,2.58574,0.45397,0.72082,0.0,2.71414,0.5407,1,0
384,0.6693,0.54795,0.0,5.22334,2.60838,0.0,0.0,0.0,1,0
385,0.65795,5.448,0.65352,5.50359,5.78655,2.08589,0.21401,1.13533,0,1
386,0.64997,2.71284,0.03671,4.26969,2.75271,2.7046,1.78027,7.47829,0,1
387,0.63719,1.60168,4.17691,4.42219,0.52224,6.189,3.10645,3.43507,0,1
388,0.63305,5.75388,3.56918,5.59672,2.94048,1.11422,2.67658,2.31901,0,1
389,0.63127,0.0,4.19321,0.0,0.90424,0.0,0.0,5.46467,1,0
390,0.63024,2.09896,1.06072,7.53284,4.61066,1.7002,3.38624,1.30876,0,1
391,0.62896,0.07343,1.21996,4.67402,7.60771,4.19695,0.03569,0.87825,0,1
392,0.60201,0.0,0.0,0.57897,0.98465,0.0,5.1013,3.75038,1,0
393,0.6017,1.92846,5.28744,1.454,1.66735,0.0,1.47445,1.43265,1,0
394,0.60102,3.71953,1.40186,4.97828,2.33639,3.86517,5.0337,3.64953,0,1
395,0.58222,4.0444,2.31797,0.57585,3.34922,7.13311,1.48945,3.64449,0,1
396,0.58211,5.75083,2.30992,2.85814,6.44,0.80564,2.7355,1.86517,0,1
397,0.57864,1.37439,6.50414,0.61307,5.87078,3.88505,2.06709,1.12425,0,1
398,0.5757,5.62208,4.50169,1.28435,0.30272,3.67473,4.4961,3.51224,0,1
399,0.57253,0.70379,0.6645,5.79851,0.75758,7.2188,3.41007,0.89388,0,1
400,0.56362,0.0,0.0,0.0,3.28389,0.0,6.7243,0.0,1,0
401,0.53732,3.16115,6.54624,4.4412,1.04733,3.00978,3.40639,2.31985,0,1
402,0.51761,3.19602,1.9578,5.75659,5.05893,1.94706,4.57246,1.50167,0,1
403,0.51265,0.88157,6.20941,1.6395,2.81755,4.53766,4.53924,2.92944,0,1
404,0.5121,3.22192,4.11513,2.21039,3.11545,2.60616,6.06956,3.76818,0,1
405,0.5088,7.10649,3.6031,2.34825,2.07228,4.15215,2.53954,1.66082,0,1
406,0.50513,0.52111,0.0,0.0,0.0,6.86693,1.35536,0.0,1,0
407,0.46032,7.35313,0.0,0.0,1.90833,0.0,0.0,0.0,1,0
408,0.45101,2.36731,2.91176,5.35704,2.93807,2.73209,3.54278,5.3262,0,1
409,0.44575,2.10826,0.32253,4.82792,5.6771,4.66318,1.00684,4.11768,0,1
410,0.44013,5.41437,3.07713,4.70627,0.02222,2.52578,4.9748,2.7829,0,1
411,0.43871,0.37972,3.48759,1.51994,2.94743,3.03584,3.95952,7.18389,0,1
412,0.42619,4.00579,7.73581,2.22185,1.59965,3.84352,0.04928,1.28786,0,1
413,0.42478,7.62883,1.90699,4.28624,1.9244,0.86608,3.5096,1.68563,0,1
414,0.4068,0.20832,0.50448,0.17117,1.19013,8.00536,2.86748,5.07767,0,1
415,0.39719,2.38047,6.0247,3.44791,2.812,0.86648,1.32163,5.96537,0,1
416,0.39247,5.98502,0.74223,0.3546,0.6033,0.84993,5.45572,5.70067,0,1
417,0.36787,5.03521,0.4939,4.51471,5.55206,0.88049,4.37057,1.78391,0,1
418,0.33461,0.21132,3.5884,0.62365,6.12065,3.84686,1.11255,5.75146,0,1
419,0.31773,4.31449,6.2401,2.50942,2.62183,1.21251,3.69039,3.75301,0,1
420,0.31095,3.29635,3.34537,4.07992,3.88845,2.05282,5.28256,3.73639,0,1
421,0.3028,6.51489,4.897,1.20093,2.37498,3.46233,3.70738,0.8178,0,1
422,0.28953,0.02768,5.92849,6.27798,1.71172,1.11244,3.45397,3.04267,0,1
423,0.28622,0.57816,0.18333,0.0,1.67352,2.57387,0.29562,2.65944,1,0
424,0.28256,3.17393,5.89801,1.61483,0.04713,5.10066,4.26125,2.87661,0,1
425,0.27995,3.07436,2.09948,3.35292,3.1729,7.82291,1.00325,1.59639,0,1
426,0.27336,3.2061,6.48241,4.25381,2.62307,4.15303,0.80318,2.1809,0,1
427,0.24886,0.62766,6.92343,5.1616,2.34655,0.79035,4.02468,1.62453,0,1
428,0.22601,1.84117,3.132,2.38439,2.64114,8.39276,1.21237,1.47662,0,1
429,0.22372,4.67698,4.43021,1.32185,1.43332,7.03265,2.15208,0.74685,0,1
430,0.2191,3.76183,1.19496,4.64485,2.08173,6.18927,4.2067,1.56879,0,1
431,0.21872,5.14272,4.53171,3.712,0.11434,6.15277,1.01195,0.54362,0,1
432,0.20552,4.23756,4.73083,5.31903,1.16857,5.08093,1.9008,0.73051,0,1
433,0.19984,2.73025,0.31955,4.86586,0.0,0.0,0.0,0.0,1,0
434,0.19603,0.45687,3.3071,2.61892,2.57212,2.34786,6.0796,5.73301,0,1
435,0.18964,2.1132,1.45397,1.95652,0.44109,9.17447,2.27836,0.00269,0,1
436,0.17349,0.10467,0.24967,0.01067,4.83274,6.52205,5.62775,1.52723,0,1
437,0.16632,0.34391,0.92571,2.42543,4.00328,1.7251,2.13543,8.3398,0,1
438,0.16467,3.5088,3.12023,0.25441,2.03226,7.16788,3.11181,3.55931,0,1
439,0.15657,6.33836,1.28717,2.03249,3.2088,6.18138,2.173,0.88602,0,1
440,0.14052,1.5025,0.96203,6.23266,5.35153,1.5416,5.17922,0.33385,0,1
441,0.13267,3.21109,6.52695,6.5972,0.91514,0.02379,0.56879,1.54458,0,1
442,0.11615,0.61603,3.69568,6.81783,0.46799,1.01028,3.77076,4.89979,0,1
443,0.1035,3.61206,2.10542,2.49196,3.96236,0.29478,3.81718,6.77802,0,1
444,0.10203,3.56729,7.67767,1.1988,4.125,0.53062,1.90782,2.43789,0,1
445,0.08066,4.09557,4.2221,3.73427,0.31702,5.41202,2.24457,4.12557,0,1
446,0.07349,3.49079,2.39304,1.94365,5.15468,5.21109,0.93103,4.86946,0,1
447,0.06189,1.34537,0.23909,1.0973,5.85346,0.81685,4.03469,6.76136,0,1
448,0.05729,0.49821,3.29824,7.54662,0.47081,3.90323,0.43684,4.03372,0,1
449,0.04385,5.67369,1.30342,1.50609,2.52674,0.58117,6.31424,4.15312,0,1
450,0.03493,5.88531,0.49667,0.42387,5.45723,3.79386,1.01718,4.44143,0,1
451,0.02754,3.38582,2.80665,6.0315,2.49123,2.4859,5.59473,0.76954,0,1
452,0.02533,1.47802,1.20629,6.42163,4.51564,3.6315,3.93958,2.45422,0,1
453,0.02168,0.27481,4.35411,4.54874,3.93388,5.89465,2.16323,2.31792,0,1
454,0.02132,0.0,1.63502,0.0,0.0,0.0,7.58235,1.06682,1,0
455,0.00275,5.48363,0.87679,4.77105,3.8665,4.49222,2.50197,2.23795,0,1
456,0.0,6.21386,1.98448,0.0,2.94922,0.0,0.39129,0.0,1,0
457,0.0,5.5543,2.0451,3.73081,0.0,0.0,0.0,0.0,1,0
458,0.0,5.30017,0.0,0.0,1.93994,2.53468,1.8967,1.82283,1,0
459,0.0,5.28485,2.62203,1.68784,0.0,1.1514,1.04529,0.07819,1,0
460,0.0,4.63416,0.0,0.0,0.0,0.0,4.53285,2.49484,1,0
461,0.0,4.52332,0.53094,0.0,3.78683,0.0,1.92612,0.61112,1,0
462,0.0,3.58441,1.31306,0.32442,0.0,3.21451,0.0,0.0,1,0
463,0.0,2.91434,0.0,2.4866,0.0,2.0463,1.79821,1.65807,1,0
464,0.0,2.90066,0.0,0.0,0.924,1.3754,0.42186,4.1266,1,0
465,0.0,2.85927,5.49544,0.0,0.77576,0.22473,0.98502,0.0,1,0
466,0.0,2.74834,0.0,2.66639,0.56146,0.0,4.03175,0.0,1,0
467,0.0,2.65799,0.0,0.0,4.47362,0.0,0.0,1.21278,1,0
468,0.0,2.53941,0.74657,1.63371,1.49947,0.0,0.98409,2.97314,1,0
469,0.0,2.46281,0.0,0.7191,2.91959,0.0,1.56353,0.0,1,0
470,0.0,2.39546,0.0,1.92111,1.60973,3.08051,2.16721,0.61278,1,0
471,0.0,2.21855,2.72093,1.99921,0.0,1.42687,0.0,1.65381,1,0
472,0.0,2.07263,2.52079,1.06906,0.0,0.0,2.55147,2.90927,1,0
473,0.0,2.00618,0.0,0.25784,0.25299,0.0,1.95704,1.47351,1,0
474,0.0,1.90137,4.22184,0.0,0.56739,0.83756,0.0,0.70561,1,0
475,0.0,1.81591,0.72265,0.0,0.37428,0.0,5.15986,4.33267,1,0
476,0.0,1.80116,0.0,0.0,0.59335,0.0,1.10565,3.02549,1,0
477,0.0,1.76556,2.63684,3.56876,2.79348,0.40026,1.78173,0.68671,1,0
478,0.0,1.68822,0.0,0.0,0.0,4.22762,3.77141,0.52969,1,0
479,0.0,1.65192,6.11254,0.0,0.0,1.65001,0.0,0.0,1,0
480,0.0,1.47645,3.09526,0.27414,0.0,0.02955,0.3992,2.34478,1,0
481,0.0,1.16517,0.0,2.69842,0.0,5.44527,1.47424,0.03235,1,0
482,0.0,0.70345,3.963,4.86626,0.0,0.1118,3.96604,0.0,1,0
483,0.0,0.64849,0.97482,0.0,4.71751,0.106,3.36238,0.50774,1,0
484,0.0,0.6291,0.02749,0.49459,1.48076,0.0,5.05704,0.0,1,0
485,0.0,0.40963,4.14226,0.0,2.9031,0.0,0.0,0.0,1,0
486,0.0,0.29974,1.0727,0.0,5.45228,0.0,2.93399,0.30481,1,0
487,0.0,0.12903,0.0,5.2584,0.0,0.0,0.7076,0.47575,1,0
488,0.0,0.08886,5.32764,0.86054,2.38547,0.45882,0.0,0.0,1,0
489,0.0,0.06047,0.0,0.0,0.0,2.00347,0.0,5.45376,1,0
490,0.0,0.0021,5.84699,0.0,0.06627,0.0,1.91202,0.62275,1,0
491,0.0,0.0,5.872,0.0,0.60252,4.18101,0.0,0.0,1,0
492,0.0,0.0,4.81403,0.0,2.1131,1.13049,0.0,0.0,1,0
493,0.0,0.0,4.32522,0.0,2.33873,0.0,0.0,0.0,1,0
494,0.0,0.0,4.06295,2.29749,0.53781,0.0,0.0,4.9364,1,0
495,0.0,0.0,3.58149,2.97353,1.26004,4.74224,0.0,0.0,1,0
496,0.0,0.0,3.12884,3.5371,0.0,0.0,0.0,0.0,1,0
497,0.0,0.0,2.53331,0.0,1.02286,4.96371,4.05578,0.0,1,0
498,0.0,0.0,2.20009,4.94788,0.22583,0.0,0.0,0.4626,1,0
499,0.0,0.0,2.12929,4.79399,0.0,0.82406,3.39998,0.0,1,0
500,0.0,0.0,1.18234,1.25,2.14446,3.0951,0.0,0.45481,1,0
501,0.0,0.0,1.15113,0.0,0.0,0.0,5.6235,3.96311,1,0
502,0.0,0.0,0.96114,0.26084,2.07286,4.48864,0.0,1.52642,1,0
503,0.0,0.0,0.52776,2.24221,0.72924,5.2844,1.03693,0.0,1,0
504,0.0,0.0,0.0,3.67272,2.38525,0.0,0.0,2.13802,1,0
505,0.0,0.0,0.0,2.65841,1.11853,6.81476,0.0,0.0,1,0
506,0.0,0.0,0.0,2.04568,3.49766,0.51086,2.13871,0.0,1,0
507,0.0,0.0,0.0,0.57961,0.0,0.0,0.0,6.32206,1,0
508,0.0,0.0,0.0,0.0,5.71324,0.02385,0.0,0.99873,1,0
509,0.0,0.0,0.0,0.0,2.72423,4.81479,0.0,0.0,1,0
510,0.0,0.0,0.0,0.0,0.09494,0.0,4.02761,1.49186,1,0
511,0.0,0.0,0.0,0.0,0.0,1.95339,7.89989,0.0,1,0
