leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,is_dominated,ground_truth_pareto
250,1.956,1.86612,0.11183,0.59309,3.55807,6.56396,0.45056,0.97266,3.63036,4.71734,0,1
251,1.95557,4.55326,1.50236,2.50373,1.52625,1.95438,5.12881,4.93535,2.32516,2.16798,0,1
252,1.95362,6.2228,0.23761,0.18677,0.9359,6.15553,3.10042,0.61547,2.422,1.65676,0,1
253,1.93835,5.50046,0.69677,2.59392,0.39878,1.89018,0.03539,4.62783,1.78939,5.51562,0,1
254,1.93513,0.72422,2.81171,0.0,0.7715,0.9903,0.0,0.0,0.0,1.80069,1,0
255,1.92108,4.98591,0.31031,0.72319,4.16502,3.17067,3.50753,0.69419,2.92224,4.70173,0,1
256,1.91697,2.14805,4.74006,2.33419,2.36777,2.01264,2.83756,1.66662,6.26926,2.00112,0,1
257,1.9019,3.77506,0.0,5.19776,2.60425,0.0,2.04706,0.0,0.0,0.0,1,0
258,1.88955,1.04215,0.39624,1.52047,5.65038,2.93632,3.85815,4.79394,2.54712,2.82328,0,1
259,1.87654,6.19904,0.92935,2.97894,1.51618,2.55938,5.68696,1.34064,1.22554,1.95519,0,1
260,1.87606,4.12506,1.51489,1.29055,5.22467,5.19982,1.68268,0.50956,1.607,3.93639,0,1
261,1.86128,2.28047,0.24438,0.22114,0.0,0.0,2.89506,0.0,2.76989,0.0,1,0
262,1.85956,7.28427,2.05171,0.36223,3.24144,0.40522,1.86827,1.69141,1.94064,4.28395,0,1
263,1.85773,4.26958,2.87944,4.10406,5.38863,1.17447,1.18216,1.36342,4.35411,0.74403,0,1
264,1.85513,1.0065,3.88174,4.01578,0.40202,0.80957,6.49182,4.23276,0.8557,1.65582,0,1
265,1.85189,2.95751,2.79872,6.90036,0.88493,1.40813,1.1902,4.37144,1.45549,2.63921,0,1
266,1.82723,0.99994,2.49905,6.08226,0.30338,2.2271,0.97866,0.09191,6.73724,1.00675,0,1
267,1.80751,1.69854,1.28497,2.29031,3.55843,0.14303,7.96523,0.83005,2.9881,1.09805,0,1
268,1.79216,1.58921,0.38708,1.2687,2.97207,0.75782,3.43209,1.20981,7.43317,3.82109,0,1
269,1.77044,2.06363,2.79569,2.50667,1.79204,6.50058,4.19278,3.37335,0.95213,1.78138,0,1
270,1.76555,0.03302,2.64224,4.50128,3.9389,6.12565,0.09829,3.36176,1.156,1.98818,0,1
271,1.76156,2.47822,0.0427,4.44861,0.0,0.0,0.0,0.0,0.0,0.74911,1,0
272,1.73308,1.93838,1.6894,4.04087,3.43117,7.36908,1.13099,2.55957,0.38679,0.00061,0,1
273,1.72203,4.32674,1.82296,1.31082,0.80372,5.3271,1.32049,5.98191,2.55548,0.43721,0,1
274,1.70016,0.18277,3.40809,2.84448,4.12844,2.49621,2.12658,3.56163,5.63269,2.27157,0,1
275,1.6897,1.27311,1.70879,2.61336,1.29639,0.28292,3.14499,1.90921,5.8179,6.05226,0,1
276,1.68655,2.48486,1.6196,0.93985,5.24227,4.1895,0.35151,4.14567,4.43619,2.33484,0,1
277,1.6832,1.85651,3.93873,0.98172,0.62934,1.48234,6.26321,0.12821,5.93721,0.39337,0,1
278,1.6809,0.0,0.0,0.0,3.65312,1.40437,2.4705,1.50661,0.0,1.96057,1,0
279,1.67193,3.71402,4.43557,5.45552,3.18295,3.59815,0.13476,0.31087,3.11066,1.05115,0,1
280,1.66866,1.08873,0.0,0.0,0.0,3.44749,0.0,2.01331,0.46774,0.0,1,0
281,1.65678,4.84596,4.07925,6.18522,0.0104,1.64533,2.77331,0.76803,2.15349,1.80242,0,1
282,1.62683,0.24295,2.67914,2.64442,3.99926,0.4323,4.53347,1.41954,0.80481,6.61268,0,1
283,1.61896,1.37451,1.08058,2.65471,0.15358,1.64213,1.05143,6.81185,5.84884,1.68485,0,1
284,1.61068,2.05722,3.66983,4.10899,4.3244,4.60165,3.28021,0.4519,3.27398,1.12406,0,1
285,1.60488,0.12941,2.11757,3.26731,0.53483,3.14653,6.51595,4.42064,1.04248,2.99585,0,1
286,1.59075,1.03916,1.12485,5.94603,2.42619,6.21197,1.25569,2.08996,0.64672,2.98852,0,1
287,1.54153,0.01064,2.56676,0.80729,0.63047,0.9248,6.06366,0.337,0.83491,7.17999,0,1
288,1.54137,3.91495,0.14203,5.75003,1.16769,1.84384,2.91096,5.60762,1.9713,0.80378,0,1
289,1.51509,0.0956,0.0,2.78585,1.7482,0.0,2.6917,0.0,0.0,0.0,1,0
290,1.51032,5.08021,3.61799,2.92646,1.63096,1.83641,3.69214,2.49417,3.05902,3.87473,0,1
291,1.50696,2.03971,3.78415,0.12947,1.16021,0.05825,1.4018,1.7699,8.06709,2.77615,0,1
292,1.5065,1.41775,0.0,0.0,0.08887,0.0,0.0,0.0,2.94177,0.65834,1,0
293,1.50247,4.87942,1.18081,2.27537,4.65389,0.53949,5.22873,3.32525,2.64399,0.15723,0,1
294,1.48945,2.07878,0.88309,3.67925,0.33495,1.49435,1.15823,0.34895,2.0235,8.4404,0,1
295,1.48682,5.65217,1.93807,5.01866,2.56796,2.96364,2.20746,1.2006,1.88131,3.41586,0,1
296,1.48179,1.52841,3.5119,0.53304,3.73316,5.64353,3.67929,2.41731,2.40061,3.45272,0,1
297,1.47102,0.81951,2.59972,3.08537,5.32074,2.54131,1.98452,4.4694,2.46406,4.01652,0,1
298,1.46848,0.0,1.0211,0.0,0.0,0.0,0.02897,3.38928,1.37318,0.55575,1,0
299,1.45408,4.44663,1.39087,1.80687,3.6081,3.09805,2.99916,1.5217,0.23547,6.23952,0,1
300,1.45098,3.4647,7.465,0.93735,2.84637,1.4543,2.14315,0.49296,3.73235,0.54988,0,1
301,1.44735,0.18834,1.77354,0.60656,0.89897,0.51105,2.51377,2.60828,5.23548,7.26324,0,1
302,1.44092,1.4488,5.95906,0.41912,3.97134,4.40777,2.35098,1.22025,2.76095,3.20934,0,1
303,1.42538,1.3791,0.0,0.68842,0.89796,2.14317,0.5761,3.09598,0.0,0.0,1,0
304,1.4184,3.86831,0.53195,2.54963,0.74135,8.39769,0.75724,1.84621,1.03631,0.33781,0,1
305,1.39715,0.49866,2.91011,4.08708,3.35076,2.26235,4.14639,0.57755,2.60056,5.6561,0,1
306,1.39298,1.5038,1.61935,5.51781,3.8859,5.63468,2.98993,1.74404,1.9613,0.22748,0,1
307,1.38733,0.10109,0.84664,1.95093,1.48331,1.6795,1.29599,4.29009,3.27614,7.5963,0,1
308,1.38029,1.28024,6.4796,3.69899,0.91936,2.91366,1.62961,1.40993,0.5016,5.15346,0,1
309,1.37622,0.80238,1.36289,0.0,2.05254,0.0,3.59359,0.0,2.89151,1.00185,1,0
310,1.36731,0.96974,2.59755,6.51447,0.64643,0.42744,5.70486,3.65856,1.21371,0.01961,0,1
311,1.35668,0.0,0.0,3.13913,0.0,4.85403,0.0,0.0,0.0,0.0,1,0
312,1.3542,3.98181,3.49925,1.34677,3.16276,1.0387,1.17938,6.01276,4.40008,0.51562,0,1
313,1.33727,0.21336,3.83758,5.05448,3.31664,0.87964,3.99004,0.62412,3.32236,4.33238,0,1
314,1.33469,0.0,0.86907,0.0,2.81698,0.0,3.72064,0.0,0.0,0.0,1,0
315,1.32685,4.55857,1.25002,2.5877,3.27576,0.72081,3.33332,1.18956,2.94837,6.06061,0,1
316,1.32615,2.91408,0.83592,2.07382,2.57442,4.89796,0.86434,1.05418,7.05247,1.59267,0,1
317,1.31979,0.0,0.0,1.86282,0.0,0.0,1.75829,0.0,0.0,2.55809,1,0
318,1.30083,1.88021,1.00143,6.87537,0.29424,1.03746,2.54575,3.48743,4.20437,3.00275,0,1
319,1.29196,4.84098,2.2057,2.29156,7.25164,1.21144,1.13791,1.65298,2.36899,1.04225,0,1
320,1.27797,2.32021,7.20208,1.13323,0.96289,1.28579,5.04538,0.03487,3.36561,0.6815,0,1
321,1.27127,2.6285,2.27198,3.35152,4.82944,3.97531,2.26119,5.32469,1.57222,0.12854,0,1
322,1.2673,2.29373,3.16171,1.53917,1.47009,3.03063,6.83452,4.15329,1.7942,1.49726,0,1
323,1.26264,2.77106,6.11992,2.83639,5.32467,0.84268,0.93069,0.64404,1.95579,3.32568,0,1
324,1.25387,0.0,3.24139,0.0,0.0,0.0,0.0,0.0,4.64467,2.09405,1,0
325,1.24456,3.18058,3.35116,1.18868,3.24596,2.58503,7.16796,2.08978,1.4138,0.85296,0,1
326,1.24455,0.97174,1.35904,5.19909,3.06345,2.36437,4.27243,1.67224,4.54861,3.45172,0,1
327,1.22116,0.32137,0.46203,4.97711,1.94979,6.45627,0.70643,4.00173,0.2191,3.37258,0,1
328,1.21238,3.46703,1.51716,3.02345,3.76803,1.86854,2.41172,1.46448,1.63907,6.83591,0,1
329,1.20613,1.37442,2.37518,1.10678,5.1788,3.30006,0.28315,0.82655,7.03443,1.35386,0,1
330,1.19574,4.36257,1.28636,2.91227,2.5392,2.86358,4.26786,1.03661,2.74046,5.28727,0,1
331,1.19321,4.70562,3.39873,1.1446,2.26895,2.69524,0.98324,4.30194,5.53724,1.0124,0,1
332,1.16464,2.82465,5.34283,2.65722,1.17043,1.16199,3.47408,4.09567,3.83983,2.95806,0,1
333,1.14774,1.12302,3.91345,2.36533,0.04445,3.15584,2.8067,5.05073,5.09499,2.68402,0,1
334,1.13568,0.42642,0.89604,2.47707,4.01476,4.18292,4.43629,1.65591,5.68991,1.78231,0,1
335,1.11567,2.49937,0.70398,2.99766,0.89964,1.96497,0.78655,5.03128,1.5706,7.06804,0,1
336,1.10149,4.2934,1.81588,1.58285,4.92283,3.25173,1.59799,0.59401,2.88549,5.33948,0,1
337,1.1012,0.1413,4.07449,5.16118,3.47753,2.88843,0.61768,1.34834,5.5515,1.43989,0,1
338,1.09496,1.28192,0.89548,0.5836,1.94981,1.06835,3.35015,3.59605,0.01996,8.18026,0,1
339,1.07965,2.06402,2.90547,3.46014,0.21006,6.65046,0.15231,3.04575,4.03525,2.07462,0,1
340,1.07819,4.49541,0.28932,2.0567,6.54812,0.1556,2.69322,3.89281,2.80476,1.06717,0,1
341,1.07347,4.17872,0.00248,4.94701,0.79099,4.30416,3.48813,4.05262,2.25713,2.01895,0,1
342,1.06996,3.19665,2.58368,4.70602,4.13949,0.06472,0.06874,0.26149,2.69954,5.94259,0,1
343,1.06754,2.33095,5.38037,1.18035,1.73679,2.35898,1.01593,5.51988,3.19697,3.57525,0,1
344,1.0595,0.65741,1.88032,0.26913,0.47985,1.77486,6.07703,6.70953,2.8394,1.20271,0,1
345,1.05837,6.79968,0.4342,2.75541,0.2694,0.80847,3.69814,2.0415,4.04,3.15777,0,1
346,1.05052,3.86951,6.94733,0.87814,2.43406,2.00107,3.02495,2.07671,2.34543,2.44822,0,1
347,1.03408,2.6901,1.28217,1.29295,4.47555,1.82214,1.54002,3.2809,6.84374,2.24831,0,1
348,1.03266,2.42303,0.71407,0.97443,3.18082,8.49524,2.69166,0.51485,0.31993,1.30537,0,1
349,1.01749,3.47264,2.50585,3.14067,6.51476,4.34814,0.42688,1.05597,0.0561,2.84842,0,1
350,1.01616,0.94492,1.22531,1.84212,6.30236,1.0896,6.5184,0.10781,0.01385,3.12593,0,1
351,1.01376,3.03979,2.75576,0.02832,5.76016,1.24877,5.36402,3.55254,0.40958,2.41601,0,1
352,0.98377,3.16709,0.89349,0.39577,5.14267,0.89237,6.71462,3.02878,2.07838,1.49135,0,1
353,0.98081,4.84358,2.47159,3.53428,4.77156,3.17861,0.86127,0.11145,4.65742,1.28872,0,1
354,0.97881,5.89316,5.66659,2.2398,0.03176,2.33325,2.39832,1.0711,3.7018,1.06678,0,1
355,0.9783,2.17522,4.99781,1.36418,7.40051,1.80347,1.45542,1.9618,1.58745,0.98249,0,1
356,0.96865,5.15658,3.62607,2.9161,3.16349,1.97074,5.15552,2.30222,2.2459,0.06481,0,1
357,0.968,1.51616,0.31288,1.17524,4.36261,0.3396,6.83775,0.26982,5.30858,1.06248,0,1
358,0.94101,2.71723,5.27006,1.77752,2.35175,2.11125,5.53115,2.29852,3.86125,0.1547,0,1
359,0.9409,3.86895,5.43871,0.71928,0.15536,3.5368,0.0948,0.14782,5.92892,2.51655,0,1
360,0.92452,3.34147,2.40122,0.20887,6.27237,6.49332,0.04084,0.73257,0.34287,0.09277,0,1
361,0.91934,0.88626,1.6528,5.93009,0.76736,3.8574,3.48913,3.89848,2.77064,3.15509,0,1
362,0.89973,2.35634,1.36412,1.96294,0.27415,6.62051,2.76182,4.07586,1.18101,4.28753,0,1
363,0.89846,0.0,0.4934,1.23712,2.09825,0.0,4.85663,0.0,0.0,0.60502,1,0
364,0.89672,5.99013,2.49397,2.6968,0.97714,1.78906,4.89445,3.65905,2.78862,0.73855,0,1
365,0.89492,3.16058,1.45817,0.51018,3.37666,2.33156,0.71976,1.92416,4.58408,6.68962,0,1
366,0.86224,4.68115,2.25127,4.21503,0.57189,5.8353,0.64167,1.58518,1.93274,3.67027,0,1
367,0.83989,1.20812,6.98499,2.48742,0.27324,1.5846,0.0871,1.86161,5.76111,1.8996,0,1
368,0.82884,2.72248,0.15082,1.22444,3.81802,1.40812,0.96367,3.72689,3.91665,6.60761,0,1
369,0.82605,4.27035,5.67743,2.73872,1.00934,2.63081,2.34249,0.53835,2.89542,4.3872,0,1
370,0.82135,0.6427,2.48975,5.8887,2.16195,2.04612,6.06804,2.52004,2.39326,0.52592,0,1
371,0.80879,2.1472,4.09557,5.3411,2.87897,1.18179,0.75542,4.99133,2.84963,2.47886,0,1
372,0.79236,0.69382,0.11706,0.21608,1.86414,1.46292,8.01177,4.88525,0.89077,2.0899,0,1
373,0.78464,2.63688,1.21401,0.3888,1.76442,2.25245,7.75044,0.76431,4.22653,2.02545,0,1
374,0.78231,2.7659,0.84446,6.91718,4.41753,0.95015,0.98259,1.45119,2.58918,3.60341,0,1
375,0.76086,1.51271,0.66195,1.7385,1.14482,2.78929,6.89945,4.5078,3.26976,2.44285,0,1
376,0.74634,2.78799,2.51337,2.82279,2.45946,0.3125,4.96227,5.50685,0.80015,3.95584,0,1
377,0.73893,1.36837,5.13063,5.83364,3.35609,3.64862,2.43493,2.40046,0.63889,0.74276,0,1
378,0.71755,1.24617,1.37228,5.00749,1.29973,5.59974,4.04654,1.25689,4.22615,1.45363,0,1
379,0.71711,0.43418,4.18778,7.30456,0.67406,0.50234,0.84238,1.05845,4.99952,0.93346,0,1
380,0.69027,4.50686,2.38651,3.00911,2.73269,4.29797,2.33439,2.55273,3.23274,4.01311,0,1
381,0.68714,0.89362,0.30503,4.9433,3.90536,2.24311,5.51608,0.63306,4.58928,1.42382,0,1
382,0.67376,2.31028,2.15908,4.06719,0.58926,0.20753,1.09419,7.35024,3.10192,2.78739,0,1
383,0.65755,2.12124,0.44445,2.75942,0.3188,2.64458,2.93487,2.71144,6.09386,5.20193,0,1
384,0.65166,0.71394,2.97703,1.42857,1.89089,0.96451,0.42647,3.00965,7.2312,4.70385,0,1
385,0.64496,0.69866,0.50873,3.12423,0.26071,0.65755,7.2531,5.40738,2.45828,0.82798,0,1
386,0.63046,5.39701,2.87191,2.19328,0.0,0.67243,0.0,0.18177,0.0,0.74808,1,0
387,0.61706,5.10946,0.61291,5.16159,5.42697,1.95627,0.20071,1.06478,3.10287,1.55375,0,1
388,0.6026,1.29973,1.35466,0.0,3.84288,0.13346,3.62795,0.0,0.0,1.16464,1,0
389,0.60239,1.72555,0.0,0.0,2.41034,1.92742,0.0,0.0,0.0,2.99398,1,0
390,0.599,1.50569,3.92657,4.15714,0.49094,5.81806,2.92026,3.22919,0.79451,3.31612,0,1
391,0.58485,1.12491,0.0,0.0,0.0,3.81365,0.83318,0.78205,1.00593,1.92694,1,0
392,0.57933,1.78966,0.0,0.0,0.0,0.0,0.2446,0.0,0.0,1.76977,1,0
393,0.56865,2.38908,2.80116,2.95461,2.75633,0.72837,3.13858,1.08743,6.30692,4.29586,0,1
394,0.56844,0.0,0.0,0.0,0.0,2.41173,0.0,2.57132,2.33899,3.31206,1,0
395,0.56127,5.3103,1.66707,4.13501,2.35328,0.22004,3.91489,1.66178,5.27771,0.28251,0,1
396,0.54549,5.0316,4.81201,0.85587,2.89005,5.53956,0.21456,0.44364,1.19417,3.12881,0,1
397,0.53054,2.77484,0.7859,1.61847,2.01145,0.31884,0.00386,4.24576,7.0646,4.08645,0,1
398,0.5285,3.88004,5.21762,0.54037,1.76079,1.11508,2.72161,0.51,5.5384,3.80334,0,1
399,0.51441,1.33086,1.19602,6.454,0.78096,2.56282,4.776,2.00488,3.50849,2.92616,0,1
400,0.5138,8.23122,0.61774,0.69285,1.07997,1.01086,2.26869,0.30928,4.82379,0.64929,0,1
401,0.50409,3.29096,5.32158,1.54532,0.1709,5.61788,0.41397,3.12281,1.58659,3.76535,0,1
402,0.49768,2.61096,0.0,0.0,0.0,0.0,0.95273,0.0,0.0,3.65565,1,0
403,0.49643,0.81413,0.16886,7.77377,5.1843,0.80425,0.89006,3.04925,0.95332,0.3286,0,1
404,0.49093,2.81207,6.04601,1.75615,5.36778,2.39389,0.68407,0.4715,4.10532,0.35405,0,1
405,0.48048,2.72011,0.55956,3.88705,2.22778,0.55345,3.21891,6.85559,1.4315,3.5027,0,1
406,0.42423,1.77702,0.98388,2.40635,0.5801,0.7131,0.67329,5.87519,0.7676,7.31425,0,1
407,0.41865,1.98007,0.30292,4.53435,5.33189,4.37962,0.94561,3.86729,3.2484,1.11339,0,1
408,0.41676,4.55901,0.25741,0.02461,5.27075,5.58146,1.52181,0.98902,3.07077,2.7051,0,1
409,0.40911,1.08809,6.08662,6.47961,0.21645,0.49975,3.35757,2.63823,1.03909,0.08068,0,1
410,0.39668,1.04813,2.88541,2.42117,4.26032,0.17422,4.50437,6.7846,0.19098,0.13808,0,1
411,0.37633,0.12769,0.88782,5.97183,2.13909,3.78784,5.66684,0.78503,3.39494,0.46115,0,1
412,0.37273,4.58526,2.60592,3.9856,0.01882,2.13901,4.213,2.35675,4.75477,2.3819,0,1
413,0.37057,1.22831,0.0,0.0,2.74178,0.0,2.2102,0.0,2.85158,0.0,1,0
414,0.3635,0.28148,0.0,4.32889,0.0,2.44223,1.95924,2.69767,1.48478,0.04632,1,0
415,0.33384,5.97281,0.50503,1.68198,0.84999,6.03634,3.69469,1.36243,2.71352,1.04876,0,1
416,0.33369,2.7664,0.30961,2.85889,3.95923,0.84357,0.54338,2.08566,7.87003,0.99836,0,1
417,0.32758,7.8145,1.26364,1.0833,2.67009,1.17501,0.83209,2.82886,1.06661,4.20873,0,1
418,0.31681,3.84573,4.70532,3.67568,4.70244,2.33212,1.29107,1.53937,0.81133,4.14884,0,1
419,0.30331,5.35734,4.4529,4.6943,3.13895,1.39488,1.07307,3.58714,0.85354,1.67207,0,1
420,0.30225,3.07231,0.92975,4.53431,1.37967,1.11154,7.73417,0.10951,0.88059,2.30244,0,1
421,0.29959,5.15913,0.65313,0.86569,4.41169,1.49266,0.70292,5.29526,0.74114,4.61989,0,1
422,0.29603,3.40967,3.94689,5.01351,1.04551,2.80122,1.55002,3.77307,3.15793,3.46732,0,1
423,0.29364,2.66905,1.89454,4.71893,2.83076,1.14111,2.56128,5.48463,4.40545,1.25206,0,1
424,0.29306,1.02506,8.34437,1.2166,2.22029,2.14247,2.90907,2.89021,1.12445,0.39303,0,1
425,0.27346,2.81004,0.03351,5.64587,0.47647,0.40663,5.23521,3.63952,0.9758,4.26073,0,1
426,0.25372,0.51968,0.0,0.0,2.82939,0.0,4.988,1.81178,1.46616,0.0,1,0
427,0.25152,0.52909,0.0,0.30385,0.0,0.0,0.0,0.0,0.0,5.68077,1,0
428,0.24909,3.47613,0.36786,5.6098,0.6957,0.33237,0.56547,0.79664,5.11368,5.34328,0,1
429,0.2489,2.91915,5.90222,3.87308,2.38829,3.78132,0.73129,1.9857,2.95057,2.89719,0,1
430,0.23678,3.28509,3.05809,3.21189,1.14287,4.79958,3.16839,4.4091,3.3047,2.17759,0,1
431,0.23659,0.0,0.0,1.82655,0.76926,1.58354,1.85903,0.68446,2.70464,0.67885,1,0
432,0.23051,2.44361,2.47995,3.02448,2.88253,1.52177,3.916,2.76981,4.10217,5.31211,0,1
433,0.22156,0.34504,7.77921,3.86984,0.04953,1.07666,0.19134,0.87814,4.68437,0.6537,0,1
434,0.2127,3.20601,4.30488,4.19495,0.46394,6.38518,1.05175,2.91122,1.29862,1.13712,0,1
435,0.2125,1.73114,2.94483,2.2419,2.48331,7.8912,1.13992,1.38838,2.33062,2.48258,0,1
436,0.20683,0.89962,6.51295,2.39768,0.78938,3.75631,3.3293,4.40954,1.04993,2.14869,0,1
437,0.20278,4.18098,4.66766,5.24801,1.15296,5.01309,1.87542,0.72075,0.80352,1.41668,0,1
438,0.19882,1.28678,2.52772,2.46664,1.05667,8.27751,1.90255,1.60545,3.12137,0.50701,0,1
439,0.19809,5.7531,1.83208,3.4885,4.01603,2.33568,3.24847,2.57059,2.49433,2.52396,0,1
440,0.19765,0.54649,1.94403,2.70071,0.0,0.0,2.40481,0.0,4.60655,1.24967,1,0
441,0.19678,7.94644,0.75802,3.26524,1.70834,4.50872,0.10554,0.99598,1.06611,0.4386,0,1
442,0.1819,0.0,0.0,0.0,0.0,0.0,0.0,1.11817,4.29582,3.77328,1,0
443,0.18121,1.46255,2.38971,5.32976,4.48889,0.56111,1.90748,3.50083,0.84097,5.16184,0,1
444,0.17234,1.92037,1.3213,1.77799,0.40084,8.3373,2.07046,0.00244,0.17228,4.16985,0,1
445,0.11948,3.24621,4.33927,1.07974,0.90736,6.00595,1.03014,1.37608,4.27651,3.36371,0,1
446,0.11899,0.17763,2.03329,2.9603,2.93661,1.34657,3.80274,3.48897,6.45114,2.89288,0,1
447,0.11438,4.45806,1.31378,1.61232,0.53705,5.30566,2.13111,2.63689,5.94149,0.74327,0,1
448,0.10865,1.14645,0.0,0.0,0.0,5.90413,2.66011,0.0,0.0,0.0,1,0
449,0.10466,0.0,0.0,0.0,0.0,0.0,4.52978,3.05491,0.0,0.04811,1,0
450,0.08252,1.10508,0.99728,4.54648,0.0,0.0,0.0,2.17793,0.47385,0.0,1,0
451,0.07965,0.69711,1.08245,0.04101,4.60734,4.00128,0.09326,3.26083,7.01811,1.09582,0,1
452,0.06752,0.1233,6.7039,1.4132,0.19983,1.00037,0.87755,1.73499,3.83609,5.78829,0,1
453,0.06673,0.0,3.29041,3.11224,0.0,3.17333,2.32798,0.0,0.0,2.0926,1,0
454,0.06318,3.69756,1.76571,4.36586,4.60651,1.44729,4.04621,1.15118,4.68977,1.06771,0,1
455,0.05542,1.49825,1.59889,1.17178,0.62859,5.88948,0.03556,4.09732,6.45698,0.50957,0,1
456,0.05097,2.62045,3.86563,0.04513,0.78685,4.5409,5.83901,2.56102,1.31068,3.81784,0,1
457,0.04247,2.28522,0.37585,0.20191,3.85739,4.25756,1.63484,7.52657,0.5942,1.38297,0,1
458,0.03309,0.86466,2.93283,5.91946,5.15788,3.28238,2.66061,2.4704,1.84807,1.27864,0,1
459,0.02877,3.34619,2.15732,2.11962,1.39521,5.86079,0.51658,5.04466,4.03935,1.15244,0,1
460,0.02171,1.61748,4.20424,5.94353,1.11706,2.12699,4.15213,0.31704,3.39241,3.12427,0,1
461,0.02082,0.30043,2.77237,2.54869,7.33121,0.97749,0.992,1.3678,4.88966,2.06436,0,1
462,0.0,6.11172,0.0,0.0,0.0,0.0,2.57784,0.0,1.40752,0.66688,1,0
463,0.0,3.49725,0.0,1.31229,5.04899,0.0,1.60713,2.82016,1.44592,0.20891,1,0
464,0.0,3.49659,1.01883,3.01285,0.30842,1.00868,0.0,0.0,0.0,2.30314,1,0
465,0.0,3.37087,2.0307,4.69989,0.0,0.0,0.0,0.05125,0.0,0.0,1,0
466,0.0,3.16067,0.0,3.94191,3.60093,0.0,0.0,0.0,0.0,0.54835,1,0
467,0.0,3.02126,0.01651,2.70816,1.65115,0.0,0.0,0.0,0.87508,0.0,1,0
468,0.0,2.93699,4.39762,0.0,0.0,0.0,0.03444,0.29108,1.85462,0.0,1,0
469,0.0,2.79418,0.0,0.0,1.65125,0.0,0.0,3.33334,2.17571,0.0,1,0
470,0.0,2.63007,2.2574,1.53189,0.76866,0.90692,0.0,0.0,0.0,0.0,1,0
471,0.0,2.60965,0.0,0.14845,0.0,1.56465,0.6952,0.0,1.77719,1.54457,1,0
472,0.0,2.56102,0.0,0.28262,0.0,0.0,2.50493,0.68265,1.60898,0.0,1,0
473,0.0,2.40444,0.0,2.03114,0.18982,0.0,0.93959,3.12784,0.0,0.0,1,0
474,0.0,2.18776,3.3981,0.0,0.0,0.0,0.96624,0.0,1.91842,0.42278,1,0
475,0.0,2.16977,0.0,0.89123,0.51893,0.0,2.41893,1.87321,0.0,3.18457,1,0
476,0.0,2.0424,0.0,2.15031,1.42749,1.00557,0.79578,1.76421,0.78066,0.0,1,0
477,0.0,1.90784,0.0,0.0,0.0,2.54408,0.0,0.59066,4.65567,0.12721,1,0
478,0.0,1.85223,0.0,0.0,2.08079,1.63213,0.0,1.33341,3.125,2.5312,1,0
479,0.0,1.79345,0.0,0.02688,0.0,0.65015,4.29654,3.6921,1.07651,0.64029,1,0
480,0.0,1.3983,0.0,0.13888,1.24994,0.0,2.54566,0.0,2.4066,1.89945,1,0
481,0.0,1.06929,0.0,0.0,0.0,0.95399,2.83502,4.8165,0.0,0.0,1,0
482,0.0,0.97362,0.0,0.0,2.68348,1.61733,0.0,0.0,3.89716,0.0,1,0
483,0.0,0.84294,2.43308,3.6801,0.0,2.72247,0.0,1.39478,0.0,0.0,1,0
484,0.0,0.62372,2.76322,0.0,0.0,0.0,0.38592,2.76467,2.89682,0.0,1,0
485,0.0,0.53724,1.88247,0.0,0.0,5.11951,3.30579,0.0,0.0,0.0,1,0
486,0.0,0.50026,0.0,0.0,2.45956,0.0,0.0,1.14075,0.7286,4.16919,1,0
487,0.0,0.47888,2.97062,0.36309,1.21758,0.92953,0.0,0.0,0.0,2.35483,1,0
488,0.0,0.40485,0.0,0.75924,0.9875,0.0,1.71739,0.0,5.66251,2.55945,1,0
489,0.0,0.39372,0.15382,0.0,4.31853,0.0,3.74129,2.14623,0.0,0.0,1,0
490,0.0,0.35121,0.0,0.0,3.0034,0.0,4.3912,0.0,1.30998,0.0,1,0
491,0.0,0.21555,0.0,2.81662,2.67186,1.13311,0.7442,0.0,0.0,0.0,1,0
492,0.0,0.0,5.25972,0.0,0.0,0.0,0.0,0.0,2.36214,4.83296,1,0
493,0.0,0.0,4.94212,0.30626,0.0,0.0,1.72878,0.0,1.33361,0.0,1,0
494,0.0,0.0,4.55097,1.73356,0.0,1.03664,0.12845,0.0,0.0,1.16831,1,0
495,0.0,0.0,2.99207,4.91575,0.54349,0.0,0.72155,0.0,2.11991,2.37757,1,0
496,0.0,0.0,2.79088,5.2791,0.0,0.92314,2.66277,0.0,1.80601,2.14786,1,0
497,0.0,0.0,1.13402,3.31284,0.0,0.80905,0.31701,1.87817,0.0,0.0,1,0
498,0.0,0.0,0.70712,3.62739,0.0,0.0,0.0,0.0,5.03983,0.00383,1,0
499,0.0,0.0,0.67259,0.0,3.48581,1.73365,3.44764,0.0,0.75695,0.0,1,0
500,0.0,0.0,0.0,3.99124,0.0,0.96061,5.43407,0.0,0.0,0.0,1,0
501,0.0,0.0,0.0,3.28279,0.02738,0.0,0.78309,6.03018,0.0,1.14745,1,0
502,0.0,0.0,0.0,2.39187,5.59512,0.0,0.73728,1.20418,0.1406,0.0,1,0
503,0.0,0.0,0.0,2.24306,0.0,0.0,0.0,0.0,0.0,4.63271,1,0
504,0.0,0.0,0.0,2.1655,1.9771,0.48522,0.53336,0.0,3.7756,2.21302,1,0
505,0.0,0.0,0.0,1.34936,2.33896,0.77945,0.80806,3.34034,1.27227,3.01305,1,0
