leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,is_dominated,ground_truth_pareto
212,1.82924,0.99245,3.82756,3.95972,0.3964,0.79827,6.4012,4.17367,0.84376,1.63271,0.89599,1.40338,0,1
213,1.79262,2.67171,0.0,0.0,1.79652,0.0,0.0,0.0,0.0,1.81938,1.19382,0.0,1,0
214,1.78917,2.4793,0.1512,0.30753,0.97078,2.80319,5.43679,1.83375,2.42616,2.17804,5.70614,2.37124,0,1
215,1.78321,1.99817,4.40932,2.17132,2.20256,1.8722,2.63957,1.55033,5.83182,1.86149,3.57849,0.81401,0,1
216,1.76248,1.43854,0.0,0.88486,1.32663,0.0,0.0,3.41981,1.48061,0.0,0.0,0.0,1,0
217,1.74278,5.08212,2.40301,1.96881,1.3804,2.40328,3.06011,2.01958,0.67857,3.92688,4.88853,0.76241,0,1
218,1.74031,0.0,0.0,2.19757,1.89448,0.0,0.22356,0.0,0.9799,1.18582,1.41152,2.50224,1,0
219,1.71357,0.79663,2.94977,1.5543,5.85017,0.77712,0.18392,1.05675,4.12654,5.2679,1.50922,1.50871,0,1
220,1.71144,1.95036,0.84616,0.60436,1.33166,0.31379,8.16474,0.4753,1.70614,1.18479,0.27256,4.36306,0,1
221,1.70977,1.30857,5.97559,0.41032,3.3301,3.54254,3.43088,0.13014,2.82623,3.6244,1.15252,1.26849,0,1
222,1.69528,1.46093,2.839,1.62406,4.41645,5.85688,2.66214,0.18188,3.0379,2.0084,1.62738,2.73042,0,1
223,1.69441,0.0,1.48411,0.0,0.0,1.31865,1.05849,0.0,3.8956,0.0,1.98236,0.0,1,0
224,1.69216,0.18191,3.39205,2.83109,4.109,2.48446,2.11657,3.54486,5.60617,2.26088,0.71064,0.65913,0,1
225,1.69209,3.01612,3.30577,4.44286,2.96524,3.66737,2.48558,0.90051,0.30356,0.80464,4.11162,3.23984,0,1
226,1.67161,0.58429,0.29135,3.35579,3.88451,4.93428,1.02898,2.75695,1.52552,3.71344,3.10802,3.41253,0,1
227,1.67041,0.7677,1.70926,1.91853,0.77394,2.8911,2.60633,2.92719,2.55043,0.32405,5.14581,5.71053,0,1
228,1.66097,1.83199,3.88671,0.96875,0.62102,1.46276,6.18048,0.12651,5.85879,0.38818,0.19919,1.60768,0,1
229,1.65679,1.49995,1.72097,3.79903,2.97283,3.96736,1.88109,5.45833,3.20002,0.27705,2.66972,1.50235,0,1
230,1.6486,0.40477,0.04628,0.24183,2.47095,1.92588,6.33952,0.46504,3.36686,2.21215,4.7147,2.89474,0,1
231,1.64002,1.0386,2.53495,0.47502,5.15854,3.54248,3.27683,3.64755,4.8396,1.29531,0.07183,1.12845,0,1
232,1.6372,3.82511,0.69868,1.13117,1.25894,4.79296,2.06315,2.56042,4.53436,2.91667,3.9438,0.96421,0,1
233,1.63671,2.81493,2.73051,0.98437,1.27403,2.86063,2.02222,2.94498,0.71781,4.44234,1.67427,5.94569,0,1
234,1.6249,1.0395,2.59181,6.53981,1.18064,1.50535,0.57891,3.32881,0.25791,4.24701,2.97888,2.17696,0,1
235,1.6076,1.80027,2.85711,3.34931,4.15601,1.53188,3.94515,5.44219,0.91988,2.50872,0.34499,1.65352,0,1
236,1.59229,5.42559,3.82095,5.54051,2.93996,1.71489,1.92852,0.22367,1.77781,1.57648,0.38398,1.25854,0,1
237,1.58822,1.90009,0.69997,1.78268,0.02406,1.40372,1.14565,6.09884,4.28866,3.44896,3.74155,2.33085,0,1
238,1.58637,1.48486,3.3325,0.45431,7.0857,0.95375,1.07872,3.62515,1.66901,0.53451,2.42571,3.09664,0,1
239,1.58065,1.79998,0.65415,2.24301,2.09622,3.94877,0.5721,0.20148,1.06233,7.13623,3.0116,2.70623,0,1
240,1.56987,2.66945,0.18904,1.22352,2.40346,2.34538,1.00472,7.87058,1.80902,1.52653,2.96792,0.48208,0,1
241,1.56878,3.36925,0.5171,1.17027,0.17684,0.00028,2.40058,1.05296,0.32367,6.96385,5.23446,1.28369,0,1
242,1.56755,1.33542,5.40631,5.38059,1.74118,0.52728,1.66286,4.07324,3.41656,0.93605,0.5896,1.42049,0,1
243,1.54799,0.0,5.19291,0.0,1.9122,0.0,1.32205,2.7922,0.0,0.0,1.37689,0.0,1,0
244,1.53356,4.25634,7.21066,0.78688,1.01979,2.09943,0.7136,1.27383,1.04145,1.01902,3.55104,2.14629,0,1
245,1.48959,0.20049,0.04197,2.19143,2.42682,0.13458,1.04186,5.29027,3.07104,5.23222,1.28361,4.41607,0,1
246,1.4848,0.11972,1.95913,3.02284,0.49482,2.9111,6.02842,4.08989,0.96448,2.7717,3.13694,2.13634,0,1
247,1.48262,4.33656,3.65044,5.53503,0.00931,1.47237,2.48178,0.68729,1.92712,1.61295,3.96665,2.04561,0,1
248,1.47692,1.2142,1.83546,1.26009,1.42315,1.48552,7.38465,1.40137,1.76627,2.80598,2.12397,3.89283,0,1
249,1.47174,2.85267,2.54242,4.367,1.74315,4.32048,3.40431,3.8838,1.73127,3.39661,1.09106,0.2423,0,1
250,1.46128,0.0,5.18225,1.50938,1.48295,0.0,0.0,1.96791,0.0,0.0,0.75413,0.88621,1,0
251,1.45861,0.3355,3.64502,2.39747,0.61073,1.78499,4.60166,4.66517,2.92215,2.20478,3.53352,2.51829,0,1
252,1.44736,3.59717,0.41557,1.87186,0.60211,0.65224,0.47493,2.91666,0.24339,0.61386,6.7712,5.04811,0,1
253,1.40645,5.36409,4.0633,3.28401,2.36127,1.44836,0.0188,0.5999,1.23903,5.16602,0.33248,2.36351,0,1
254,1.39474,0.20829,2.29692,2.26716,3.4287,0.37063,3.8867,1.21702,0.68999,5.66928,2.5054,4.49674,0,1
255,1.39282,0.49712,2.9011,4.07442,3.34038,2.25534,4.13355,0.57576,2.59251,5.63858,0.08928,0.78138,0,1
256,1.39018,5.28477,1.8121,4.69244,2.40105,2.771,2.06397,1.12256,1.75903,3.19383,2.77049,2.21403,0,1
257,1.37069,0.11207,6.09794,5.6181,0.35948,0.99465,3.07187,0.18204,0.31982,2.62346,0.37946,3.41232,0,1
258,1.35983,0.46507,0.68927,0.39184,1.92739,1.99985,4.01422,5.56898,2.48243,2.94331,2.52921,4.60887,0,1
259,1.35969,2.1351,3.35497,2.6146,0.44497,2.79956,3.57568,1.92063,2.70705,2.26452,5.27391,3.27422,0,1
260,1.33373,5.50055,2.32115,2.21044,0.42382,1.34513,1.43617,5.11553,2.81379,4.16473,0.24305,1.46617,0,1
261,1.33328,0.46648,3.08745,2.13186,0.65811,1.75936,4.19145,6.11665,0.86991,2.0772,4.4755,0.56197,0,1
262,1.31916,2.00193,4.51542,2.30996,3.47569,0.80552,5.37345,2.91528,1.52682,3.96265,0.24662,0.57477,0,1
263,1.30616,1.43724,2.37229,4.49491,1.37646,1.27426,0.94219,0.73725,2.85603,6.75502,2.48,2.34714,0,1
264,1.30484,2.51437,5.14273,0.59615,5.77795,3.67453,2.92171,0.17375,1.11098,2.6068,0.76822,1.04834,0,1
265,1.28809,2.22659,0.0,2.00503,1.10003,0.0,0.0,2.81671,0.74719,0.0,0.84909,0.1757,1,0
266,1.28306,1.61724,4.12357,1.9407,0.14258,3.03807,2.70162,0.22028,1.75962,6.20625,2.69434,3.0818,0,1
267,1.27676,1.72097,1.39258,0.86188,1.28217,3.1097,5.88201,2.92538,1.28855,1.27925,3.82467,4.50899,0,1
268,1.26855,4.75327,2.16574,2.25005,7.12025,1.18949,1.1173,1.62303,2.32607,1.02337,1.16692,1.49301,0,1
269,1.26579,0.68901,2.37568,0.08745,2.39976,4.13119,1.36311,4.25565,1.24432,4.43334,2.74452,4.55436,0,1
270,1.26088,1.01583,7.06825,0.10008,0.80477,2.10419,2.78019,0.83871,0.45626,0.96969,4.92775,2.91011,0,1
271,1.25873,0.0,0.0,0.0,6.18682,1.39565,0.0,0.0,0.0,1.09983,0.0075,1.04258,1,0
272,1.24804,1.2873,2.95789,0.44895,3.14425,4.75325,3.09888,2.03598,2.02191,2.90805,2.62812,4.70687,0,1
273,1.23958,1.65527,6.49522,0.04489,4.33274,0.87734,2.77346,0.93715,4.59369,0.18773,1.665,1.22943,0,1
274,1.22472,0.34508,2.87094,1.64801,1.83485,3.07433,1.10109,5.94611,3.56347,4.36563,1.16882,2.21648,0,1
275,1.21272,2.24409,0.66441,0.86405,0.29494,4.77977,3.77617,2.16891,5.33361,0.61212,4.43746,1.37672,0,1
276,1.20398,1.10572,3.95186,6.32839,2.4859,0.14776,0.18102,1.86591,0.38722,0.63483,3.54128,4.34195,0,1
277,1.20216,2.17584,2.9992,1.46005,1.39453,2.87486,6.48323,3.93981,1.70198,1.4203,1.96116,2.48386,0,1
278,1.19349,0.89376,4.91071,2.52153,2.05204,2.70666,0.90276,3.83204,1.33552,6.00703,0.67099,1.39605,0,1
279,1.18,0.31054,0.44646,4.80937,1.88407,6.23867,0.68262,3.86686,0.21172,3.25892,2.27635,1.20223,0,1
280,1.1785,0.28315,0.25551,2.93592,2.57354,1.0158,3.65781,0.82226,3.45326,1.15433,6.95989,2.53729,0,1
281,1.16707,2.56452,0.73565,1.82505,2.2656,4.31041,0.76066,0.92772,6.20648,1.40161,2.35741,4.12251,0,1
282,1.16672,3.30087,4.12165,1.40591,0.38841,1.97287,2.27905,1.26152,0.41373,6.59823,0.69533,3.70927,0,1
283,1.1608,2.58925,2.1151,1.7276,1.11489,4.13054,3.24846,1.40755,4.11032,4.09886,1.64596,4.153,0,1
284,1.13474,1.25557,0.43722,3.55826,0.17289,4.71184,5.8228,4.17604,1.2335,0.14969,1.1958,2.781,0,1
285,1.13001,1.9075,4.23849,0.99918,0.91339,1.4572,2.62759,4.46488,5.41593,3.96847,0.33121,1.06461,0,1
286,1.10621,0.67173,0.75181,3.1355,1.32429,3.9565,3.19783,5.82465,5.12346,0.08011,0.08508,0.32364,0,1
287,1.09202,0.81141,3.56749,1.81214,7.81954,2.58135,0.45459,0.64134,1.57099,2.59644,2.00136,0.70481,0,1
288,1.08067,2.74679,3.05139,0.4338,5.43486,1.57158,1.41393,0.7877,2.49882,2.96561,5.11423,2.44267,0,1
289,1.07626,2.15766,3.16645,1.62592,0.90086,0.17508,1.80028,0.95803,0.2468,2.67718,7.07395,4.38704,0,1
290,1.07057,1.09202,0.0,0.0,0.4343,0.87804,3.35036,3.43306,0.0,0.0,0.0,0.0,1,0
291,1.06679,0.876,5.46463,2.04459,3.13452,0.20614,3.68752,6.13062,0.07532,1.00016,1.03969,0.9566,0,1
292,1.06547,6.90262,0.11885,3.26306,0.32401,3.44687,1.35685,0.06181,4.47872,0.02154,2.45831,0.7896,0,1
293,1.0603,0.33329,3.9789,1.63666,2.02599,0.31156,0.88364,5.98742,6.16547,0.14467,0.19899,1.16153,0,1
294,1.05196,3.54262,5.7851,0.02757,0.9553,1.04922,6.46126,1.1362,1.1418,0.51655,1.96567,1.54545,0,1
295,1.0378,3.97991,1.66008,3.08615,2.38687,1.69854,2.84275,1.21859,4.11819,0.65478,4.52106,3.85053,0,1
296,1.03163,5.10024,2.35112,1.35074,1.55859,1.97849,0.02671,1.9839,5.42052,2.89055,2.79048,3.12518,0,1
297,1.02655,2.87523,0.46827,1.39676,2.77105,0.36328,4.17526,0.03091,3.06762,1.8953,7.01313,1.03831,0,1
298,1.02562,0.6364,1.8202,0.26052,0.46451,1.71812,5.88274,6.49502,2.74862,1.16425,2.50813,0.03579,0,1
299,1.02548,0.08003,1.22364,4.62609,3.06856,1.00587,0.51642,3.4397,6.14728,1.67408,2.59435,2.48913,0,1
300,1.02505,0.10323,2.86431,0.05023,3.00602,1.36343,1.2158,4.73277,0.00281,5.60293,0.89586,4.87484,0,1
301,1.02469,1.82639,2.83765,0.11406,6.35182,0.66192,2.38285,0.87563,5.67934,2.75518,0.67982,0.11201,0,1
302,1.02397,4.78543,1.02171,1.00399,1.98823,0.62149,0.98164,2.48718,3.65489,6.58918,2.07042,1.20341,0,1
303,1.02381,0.57273,3.1956,0.10713,1.75822,0.64937,1.13357,4.66118,6.55238,0.86657,0.18718,4.26101,0,1
304,1.01437,2.5136,0.32134,5.74921,0.48612,1.61901,0.81817,5.81036,3.55638,1.31143,2.61194,1.0095,0,1
305,1.00475,0.41559,0.38897,0.29092,0.69786,0.9371,2.79594,4.56675,3.90008,6.49053,3.21608,0.9292,0,1
306,1.0043,4.76883,1.98958,2.40472,2.3045,5.29285,0.14922,0.64904,4.69884,1.72983,0.56951,2.71003,0,1
307,0.99049,1.1215,0.86541,2.86474,2.18767,5.07249,3.38674,5.35956,0.85202,4.0719,0.65274,0.60174,0,1
308,0.98758,6.78029,0.29017,1.02312,2.51054,3.43921,4.14623,2.96122,0.23549,1.11378,0.17039,2.55055,0,1
309,0.98591,2.17477,6.78043,3.57851,4.11759,0.08364,1.56648,1.56576,1.802,1.53382,2.26694,1.70661,0,1
310,0.98013,0.03713,4.17184,3.62307,0.08445,2.95261,6.35473,0.99224,3.41422,0.43919,1.57909,2.01781,0,1
311,0.97928,0.97434,1.62872,0.061,1.56642,4.23129,0.94991,0.56945,3.11749,5.6692,5.26042,2.07857,0,1
312,0.97313,4.40835,1.88326,0.3222,5.97933,2.75585,0.25717,4.50472,2.98444,1.74402,0.56104,0.00501,0,1
313,0.97191,0.5324,1.59555,3.82748,1.84576,5.87924,0.22449,0.17646,0.88423,5.81569,2.92925,0.58149,0,1
314,0.97168,0.83192,4.96433,0.14401,3.45748,3.71879,0.79745,2.04901,0.83908,4.55543,2.1908,4.10182,0,1
315,0.97032,0.72158,4.77153,3.22865,0.16614,3.42551,3.82426,4.29974,0.94463,4.10727,1.53655,0.59052,0,1
316,0.96118,0.57163,0.68733,4.10759,3.39933,6.37141,2.41371,2.47969,1.88653,1.60168,1.25918,3.09347,0,1
317,0.95603,0.889,1.15279,1.73311,5.9294,1.02512,6.13265,0.10143,0.01303,2.94095,3.34066,0.57038,0,1
318,0.9496,0.88012,1.57736,1.03042,1.11538,5.89598,2.40577,6.15968,1.24512,2.07237,0.64128,2.96336,0,1
319,0.9473,3.23309,2.33299,2.92402,6.06535,4.0482,0.39743,0.98313,0.05223,2.65193,2.73386,2.41799,0,1
320,0.94255,4.06086,2.9345,0.91148,3.06476,1.05416,0.36058,0.95902,5.36463,5.711,0.19077,0.44047,0,1
321,0.92991,5.97439,0.3815,2.42098,0.2367,0.71035,3.24929,1.79372,3.54965,2.77451,4.52404,1.52789,0,1
322,0.91918,0.02389,0.5713,1.5514,2.23029,3.13094,1.62477,0.87562,7.07567,2.58238,4.10144,2.16383,0,1
323,0.9175,1.28966,3.07772,1.06842,2.64611,7.18485,1.40589,2.24221,1.04044,2.36077,0.43824,3.79544,0,1
324,0.91507,0.92006,0.43961,0.82189,6.315,6.31181,1.09389,0.01039,2.20039,2.53471,2.29085,0.13452,0,1
325,0.91018,1.4417,1.55969,4.62958,5.26173,1.41332,2.61606,4.76615,0.74016,0.90243,2.33427,2.67829,0,1
326,0.90484,1.22007,4.56334,4.10872,0.37756,2.02034,4.25817,2.43513,0.29547,2.99328,4.29583,2.04933,0,1
327,0.90308,4.45976,2.27573,3.25421,4.39345,2.92673,0.79302,0.10261,4.28835,1.1866,1.14811,3.7286,0,1
328,0.88857,6.44201,2.53143,1.12153,1.18445,0.96145,2.81927,2.9363,1.24012,0.96827,1.3542,5.18057,0,1
329,0.88337,3.09044,1.80602,0.0,0.0,0.32601,0.0,0.13135,0.0,2.8628,0.96721,0.16435,1,0
330,0.87586,3.55603,0.9793,0.15111,1.40601,1.48405,1.76254,1.09144,6.19993,0.68522,5.44389,2.92986,0,1
331,0.87566,5.84944,2.43539,2.63346,0.95419,1.74704,4.77949,3.57311,2.72312,0.7212,1.33214,1.69341,0,1
332,0.86429,0.0,0.0,2.46529,0.0,0.25321,0.0,2.72155,1.7925,0.0,0.0,0.0,1,0
333,0.86376,2.01035,5.5012,2.07504,2.77315,1.66903,0.47831,3.09841,1.94506,4.19053,4.17852,1.23877,0,1
334,0.8556,3.56469,0.32452,1.44783,1.12217,0.33809,1.9605,8.1776,1.6692,2.45931,1.60294,0.93018,0,1
335,0.82829,0.29338,0.71434,0.4325,4.17158,7.2763,0.67145,0.5004,0.83912,1.05435,4.98019,0.92984,0,1
336,0.82397,5.82739,0.79959,0.09282,0.10647,0.60269,0.07028,0.12893,1.50226,1.32836,2.32229,7.40973,0,1
337,0.82384,2.07834,5.2867,0.59307,1.39724,3.45439,2.27645,1.87423,0.03229,0.00085,0.81814,6.59169,0,1
338,0.81539,0.0,3.26182,1.22072,0.0,0.89409,0.0,0.0,2.33379,1.37243,2.28557,1.1814,1,0
339,0.80949,0.0,0.0,0.0,1.27436,1.47326,0.38089,2.66641,0.0,0.58608,3.32357,0.79018,1,0
340,0.80159,2.34281,0.04938,2.53885,3.74525,0.04373,0.76235,4.39949,5.65717,2.48126,1.26986,3.69894,0,1
341,0.79518,6.8384,2.91542,0.85771,2.23611,4.50484,0.53775,4.20077,0.20118,0.12138,0.28951,0.01238,0,1
342,0.79182,3.61835,3.7662,2.83812,1.29507,0.26405,3.89804,2.25527,5.12022,0.74666,3.73648,1.13051,0,1
343,0.7914,1.55035,2.62121,3.723,0.81945,0.44912,4.3559,4.79547,4.28546,2.47908,2.53679,1.56484,0,1
344,0.78805,2.5885,0.1434,1.16418,3.63012,1.33882,0.91625,3.54348,3.72391,6.28244,1.80461,2.51864,0,1
345,0.75863,1.49987,3.31625,5.0039,1.07012,2.34856,5.18681,2.40392,4.51281,0.7142,0.78878,0.54584,0,1
346,0.75728,0.0,0.0,0.0,1.08228,0.0,4.18501,0.0,1.95694,0.82788,1.43886,1.69429,1,0
347,0.75049,7.15125,3.37816,0.88551,0.93601,2.27848,1.39579,2.6864,0.94875,4.39635,0.00376,0.79979,0,1
348,0.74055,3.54151,3.04506,6.74625,0.55969,2.4385,4.50422,0.88696,1.81967,0.43449,1.00299,0.53375,0,1
349,0.73871,0.55346,0.20045,0.0,0.0,3.32285,0.0,0.0,0.0,0.0,1.39774,0.0,1,0
350,0.73319,2.02688,3.2851,3.42271,3.63003,1.35496,4.65581,1.45839,1.52266,5.03001,0.75409,2.41716,0,1
351,0.71007,3.59999,0.63935,3.62608,4.19118,4.48464,0.24331,1.74402,0.73809,3.97963,3.83359,1.05882,0,1
352,0.7077,1.12234,0.76314,2.31296,4.5278,0.82973,4.9219,3.69625,3.37189,2.21317,1.77878,3.71465,0,1
353,0.70507,1.45202,1.80459,0.28605,0.00346,3.80913,6.33808,3.6662,3.06982,0.93941,0.65843,3.89802,0,1
354,0.69533,2.36391,0.8913,3.51698,0.26526,0.92782,7.55281,1.10119,2.00966,1.93923,2.63311,2.61604,0,1
355,0.69087,0.47618,4.14609,0.35756,6.25603,0.59113,4.419,2.44463,0.99748,1.85497,2.41014,2.59658,0,1
356,0.68738,5.87133,4.9661,2.37578,1.23961,0.26555,0.43022,4.55254,2.96143,0.06402,0.7104,1.7181,0,1
357,0.68339,5.49109,1.30846,0.74971,2.95755,0.47311,1.67644,6.56694,1.84966,0.32656,2.92223,0.36531,0,1
358,0.67612,4.32493,1.3501,6.07574,1.51023,2.58228,1.03051,2.00738,0.22119,3.9777,3.14443,1.5171,0,1
359,0.67604,0.45312,1.18304,7.29014,1.53817,1.2833,1.288,2.797,4.16286,1.82913,1.38647,2.94948,0,1
360,0.67227,4.07358,0.94183,2.45011,1.16779,1.1776,4.07629,1.65959,1.40264,2.98821,6.23321,2.04774,0,1
361,0.66323,0.05152,2.86343,5.28629,3.27293,1.06233,0.38855,2.22564,4.78518,1.38993,4.24838,1.89467,0,1
362,0.66227,1.22642,4.59841,5.22849,3.00795,3.27013,2.18234,2.15145,0.57261,0.66571,4.14997,1.56481,0,1
363,0.65218,1.29663,0.56739,1.49018,0.9813,2.39087,5.91393,3.86391,2.80271,2.09391,2.73572,4.36389,0,1
364,0.62965,0.49968,3.9312,3.12033,0.58463,2.42207,4.10408,2.79766,5.8067,1.13207,0.59835,2.81551,0,1
365,0.62311,0.87534,4.82945,0.58444,0.90664,2.71859,2.46457,0.02532,5.15151,1.11681,4.79722,3.17715,0,1
366,0.62184,1.70634,0.49114,1.84559,0.63779,6.03424,1.89433,4.69872,2.67409,0.25004,4.44859,1.88833,0,1
367,0.60783,0.15818,2.54091,1.73098,1.76556,4.75597,4.95904,0.66973,6.12767,0.62085,0.46038,1.10915,0,1
368,0.59887,0.0,4.21114,1.06201,1.76517,1.31656,0.0,0.0,0.0,0.61937,0.58019,0.91698,1,0
369,0.59821,1.65664,2.77417,3.2261,5.34006,2.41092,1.43214,3.64829,3.1225,4.08741,1.45269,0.73273,0,1
370,0.5956,0.70171,4.00968,2.44303,1.59305,0.0298,2.38407,4.06147,3.55404,5.52712,0.08868,3.03329,0,1
371,0.5941,1.04746,0.7866,0.68877,0.1162,0.21451,1.85057,1.45227,7.95347,4.8497,0.88429,2.07469,0,1
372,0.59068,2.65547,1.38657,1.39416,5.73432,0.40332,3.82156,4.24154,2.26232,1.17423,2.65682,3.0883,0,1
373,0.58473,4.00117,3.03574,0.61848,4.52316,4.10211,3.18151,1.05202,1.29287,2.01808,0.60016,4.40808,0,1
374,0.57984,4.80122,0.57594,4.85021,5.09958,1.83826,0.1886,1.00054,2.91569,1.46002,3.09322,1.46059,0,1
375,0.57002,2.27491,0.54937,1.86258,0.24559,3.4073,3.17186,3.33138,1.18539,4.97813,3.28626,4.57313,0,1
376,0.56837,6.43833,0.58056,1.41545,0.79452,0.25899,0.02058,1.53358,3.98615,5.63522,1.05911,2.01665,0,1
377,0.56712,4.18151,4.10349,3.23804,3.69922,2.70331,3.31228,1.15548,0.58075,1.08843,4.33715,1.11285,0,1
378,0.55997,5.71367,0.62829,1.55214,1.89245,3.59376,1.77052,4.83214,2.16891,3.72931,1.2368,1.05556,0,1
379,0.54023,3.16697,1.64853,1.49193,4.25075,1.98883,5.83875,0.48913,0.9595,0.40392,1.75006,4.9228,0,1
380,0.53818,4.22774,2.87232,0.0,0.0,0.0,0.0,0.22791,0.0,0.0,0.0,0.0,1,0
381,0.53102,1.33481,3.48095,3.68536,0.43523,5.15779,2.58885,2.86272,0.70434,2.93978,0.03978,4.62686,0,1
382,0.5133,4.06335,0.14456,4.50191,1.43819,1.0279,5.18881,2.30585,1.15015,2.2248,3.80105,2.61752,0,1
383,0.51253,4.65848,2.8897,4.53125,2.38068,0.9021,2.16703,1.87753,2.31372,0.11513,5.197,1.44062,0,1
384,0.50895,1.20886,5.72079,0.53923,5.16371,3.41713,1.81813,0.98885,2.69053,0.54921,3.75391,1.00245,0,1
385,0.50603,3.15431,1.4606,3.7098,0.13459,5.44872,1.1065,1.74722,2.75842,5.31377,1.868,0.76166,0,1
386,0.44553,6.22285,3.15508,2.05627,1.81461,3.63585,2.22377,1.45431,0.6432,1.11705,1.23009,4.48864,0,1
387,0.44144,2.60391,2.34978,4.04391,0.6792,0.08753,1.28035,0.22052,7.20851,2.17374,2.73369,2.19825,0,1
388,0.4102,2.45859,2.98653,2.03375,2.06651,1.07566,5.34609,4.87347,1.07974,1.38793,2.37582,3.77305,0,1
389,0.38935,0.04546,0.7552,2.89339,4.70945,2.59806,0.0221,0.54367,3.92481,1.34209,6.44063,1.72986,0,1
390,0.38403,1.4736,5.4762,2.84581,3.73922,4.64616,2.46861,2.73624,0.09177,2.66522,0.84874,1.61611,0,1
391,0.37872,2.85688,1.45148,3.4447,2.80565,2.10827,6.18758,2.38782,2.43753,2.62486,2.70813,1.11907,0,1
392,0.35541,0.0,1.11608,0.0,0.0,0.0,0.42248,2.40575,0.0,0.641,2.04175,0.0,1,0
393,0.33818,6.07343,1.51818,3.41234,1.53204,0.6895,2.79405,1.34196,3.37315,2.54684,4.21517,0.99388,0,1
394,0.32654,1.75173,3.69959,1.40368,2.70395,4.21548,2.08371,5.24153,3.60215,0.31493,1.12422,3.1515,0,1
395,0.32558,2.29659,2.29338,4.19165,3.38976,0.27226,2.98791,2.80003,1.94085,4.87076,3.53653,1.85999,0,1
396,0.30795,4.18177,6.04814,2.43223,2.54117,1.17521,3.57686,3.63756,0.44848,1.88223,0.97512,1.1675,0,1
397,0.30705,2.54558,0.2849,2.63069,3.64319,0.77624,0.50001,1.91917,7.24182,0.91867,1.60709,3.56999,0,1
398,0.30605,3.62302,0.0,0.0,0.0,3.03475,0.48449,0.0,0.0,1.19745,1.4109,0.0,1,0
399,0.30329,0.15531,0.37612,0.12762,0.8873,5.96837,2.13784,3.78564,5.66355,0.78457,3.39297,0.46088,0,1
400,0.30169,0.34387,0.32216,2.55058,4.1441,0.00677,2.45239,2.11085,2.30392,2.292,3.2806,6.64939,0,1
401,0.29595,4.05083,0.39734,3.63209,4.46664,0.70835,3.51613,1.43516,1.96837,3.99217,1.05064,3.78972,0,1
402,0.28813,1.08227,4.0175,0.31273,6.29684,0.24848,4.88864,0.97843,2.63682,1.98416,2.3378,1.25879,0,1
403,0.28192,6.66453,0.55014,0.73441,2.73992,3.55225,0.18199,3.84822,0.2242,3.34438,0.76392,2.80647,0,1
404,0.27738,4.27918,1.7967,0.82473,0.18692,5.71983,4.81253,0.45538,2.51492,2.53383,0.55541,2.9207,0,1
405,0.27588,2.50763,1.77996,4.43354,2.65956,1.0721,2.40638,5.15293,4.13901,1.17634,3.11596,1.4215,0,1
406,0.26784,4.57235,1.89633,3.48549,1.49574,3.88945,3.5632,0.20251,0.74984,2.76201,4.95891,0.62681,0,1
407,0.26322,0.0,0.0,0.0,3.56825,1.27447,0.60964,0.0,2.66515,0.0,0.0,0.0,1,0
408,0.26251,2.94867,5.47942,1.50022,0.04379,4.73866,3.95882,2.67245,2.64836,0.2665,0.63098,2.49152,0,1
409,0.25851,3.94223,0.4889,0.23357,0.39738,0.55983,3.59358,3.75493,0.60748,4.45989,5.99736,0.62112,0,1
410,0.2563,0.74819,6.36756,1.22551,3.91275,5.02752,0.26017,0.85991,1.34282,1.04398,3.48602,0.94272,0,1
411,0.25482,2.39505,4.62522,1.32844,0.95643,2.29803,0.02946,0.77001,2.61178,5.27146,4.59325,2.92306,0,1
412,0.24721,2.89942,5.86232,3.8469,2.37215,3.75576,0.72635,1.97228,2.93062,2.87761,1.15104,0.14979,0,1
413,0.23635,1.37068,0.07534,1.6103,4.98338,1.64316,3.4537,5.55385,2.5594,3.3681,1.87782,1.93349,0,1
414,0.23558,0.32948,2.91986,0.85533,1.0563,1.36118,0.0,2.73631,0.0,0.0,1.58018,0.0,1,0
415,0.23121,4.90233,0.0,0.0,0.19258,0.85174,0.0,1.20548,0.0,0.0,1.60995,0.0,1,0
416,0.23037,5.42912,0.53817,0.38555,0.39284,3.47006,2.97963,2.02095,6.40186,1.17861,0.96963,1.24983,0,1
417,0.23002,1.46839,1.72048,0.68576,1.60878,0.0,0.0,1.23671,0.0,0.0,0.47375,0.0,1,0
418,0.22111,4.36629,0.30724,3.99894,0.88867,1.23481,4.9373,5.18434,2.23097,2.34189,0.76045,0.43812,0,1
419,0.19311,6.11367,0.14001,2.79992,3.70955,1.90717,2.19764,3.59968,1.97367,0.38474,0.51836,3.90246,0,1
420,0.19265,2.90381,3.8991,3.79952,0.42021,5.78331,0.95261,2.6368,1.17621,1.02994,3.06784,2.9244,0,1
421,0.18745,0.29192,6.58161,3.27408,0.04191,0.91091,0.16188,0.74295,3.96321,0.55306,2.73177,4.57792,0,1
422,0.17304,0.71669,3.79566,0.06649,5.73331,2.35856,0.48564,1.25641,1.12912,6.09299,0.73727,2.41946,0,1
423,0.17258,6.96937,0.66481,2.86375,1.49828,3.95434,0.09257,0.87352,0.93503,0.38467,0.78715,4.73919,0,1
424,0.15729,1.39356,4.48951,1.64991,2.61453,4.61492,0.28488,5.46186,3.21988,1.3082,2.02439,0.96536,0,1
