leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13
4324,-3.05844,-0.90025,-3.29866,-2.46418,-4.16357,-0.36534,-0.92082,-2.17456,-4.69028,-1.32998,-1.17688,-0.67306,-3.11299,-3.81319
4325,-3.05625,-4.62587,-2.04937,-1.28833,-2.67316,-3.25857,-0.3458,-1.96611,-0.57054,-1.42404,-3.15102,-0.40807,-2.20869,-4.93199
4326,-3.05582,-5.18238,-0.68198,-3.41192,-0.29733,-0.8169,-2.56176,-4.28766,-0.77021,-1.50168,-2.37309,-3.53151,-1.70779,-1.45889
4327,-3.05547,-1.68851,-2.4777,-3.42503,-1.22742,-1.15466,-0.3244,-0.95873,-1.09595,-4.46128,-3.9769,-3.56835,-3.41844,-2.17726
4328,-3.05501,-0.81837,-3.68157,-1.3878,-2.20505,-2.21158,-2.14366,-0.54487,-2.68428,-3.16106,-1.67714,-3.97263,-4.83559,-0.83459
4329,-3.05485,-1.74904,-0.28748,-2.16631,-1.8474,-4.19454,-1.7426,-4.17659,-0.53054,-3.69615,-1.85195,-3.28039,-3.6198,-0.33005
4330,-3.05465,-4.45074,-1.98281,-1.05979,-2.13991,-4.1428,-1.95164,-3.8824,-0.17536,-3.02811,-0.23101,-3.13277,-1.04826,-2.23935
4331,-3.05379,-4.29509,-2.87614,-1.79837,-3.23086,-4.4483,-0.05434,-0.63527,-2.31759,-2.44766,-4.26217,-0.24016,-0.69401,-0.14212
4332,-3.05353,-3.14401,-1.01108,-1.0861,-0.26106,-5.97472,-2.36437,-3.95943,-0.09272,-1.21979,-0.72421,-3.59974,-1.92089,-1.69933
4333,-3.05306,-2.19596,-0.52596,-4.07853,-0.42628,-1.55983,-1.83307,-1.10756,-4.33761,-4.80599,-0.46386,-2.04723,-3.92702,-0.06151
4334,-3.05234,-0.76124,-1.82798,-0.78961,-1.08063,-3.18513,-2.0633,-0.56075,-0.32699,-5.58361,-2.95368,-0.43093,-5.27493,-1.49529
4335,-3.05157,-0.97805,-1.46662,-0.5466,-5.98285,-1.22598,-1.2808,-3.42769,-1.57538,-1.52721,-3.28393,-0.56339,-4.20051,-1.74199
4336,-3.05155,-2.53303,-1.40306,-0.03575,-1.90384,-1.46256,-3.47899,-0.45018,-4.4151,-2.60541,-0.22084,-2.75809,-5.31754,-1.42089
4337,-3.0515,-0.40109,-1.25656,-1.14658,-2.73821,-5.39773,-0.05253,-2.44127,-1.32669,-2.39131,-1.76176,-0.68539,-4.91011,-3.14274
4338,-3.05146,-2.82285,-0.75471,-4.09842,-1.39952,-3.51615,-1.52513,-1.05471,-1.62775,-0.68113,-0.60148,-5.36593,-3.86939,-0.59359
4339,-3.05139,-0.31289,-2.37209,-1.14112,-2.07164,-1.11243,-2.30174,-2.03773,-3.95676,-0.62245,-4.78783,-2.08623,-3.4521,-3.66696
4340,-3.05096,-2.30343,-2.40579,-0.22902,-0.00559,-4.59962,-2.96882,-1.01908,-0.14038,-5.73704,-0.1393,-2.93484,-1.44591,-2.20905
4341,-3.05009,-1.79095,-1.85284,-3.54573,-3.97503,-2.6037,-2.19324,-3.30047,-3.37279,-0.33303,-3.40282,-2.14296,-2.03412,-1.18534
4342,-3.04979,-1.64613,-2.10699,-0.19525,-2.92142,-1.17565,-3.63068,-5.74817,-4.11496,-1.50175,-0.29316,-1.24483,-2.49483,-0.56877
4343,-3.04943,-2.55567,-4.85428,-2.51131,-3.20784,-4.82679,-1.87625,-1.7043,-2.24725,-0.0076,-2.79922,-0.71903,-0.53695,-0.7711
4344,-3.04921,-2.83629,-2.02302,-0.07007,-6.1057,-3.82651,-0.956,-2.13227,-0.9071,-2.44275,-1.73858,-0.74056,-0.00989,-3.28891
4345,-3.04859,-1.63336,-5.78576,-0.82783,-0.82924,-0.81603,-2.48203,-3.1685,-0.83475,-3.19517,-4.0745,-0.42213,-2.93836,-0.06927
4346,-3.04852,-5.25148,-0.05685,-5.86217,-0.89151,-0.79294,-2.4663,-2.33473,-1.88721,-1.03666,-1.13827,-1.01377,-0.13499,-2.97072
4347,-3.04819,-2.53072,-1.79414,-0.86449,-3.85155,-4.1559,-2.57175,-2.85804,-3.87636,-3.15564,-2.36887,-1.58884,-0.00507,-0.57386
4348,-3.04788,-2.12063,-5.84524,-3.7479,-1.38838,-2.13837,-2.86237,-0.37071,-0.50714,-0.48689,-0.60698,-2.39288,-3.51697,-2.05214
4349,-3.04741,-1.19527,-4.89262,-3.78395,-0.5229,-0.52532,-2.65552,-2.56196,-2.47314,-1.33557,-1.36986,-2.25129,-0.52739,-4.66269
4350,-3.04677,-6.82363,-1.14967,-0.0906,-1.84652,-5.19568,-1.04785,-0.66372,-0.157,-1.36453,-1.11791,-0.6835,-1.88602,-1.92912
4351,-3.04652,-0.46693,-0.43046,-4.62511,-5.69301,-0.75844,-4.47443,-0.20471,-0.01494,-2.28868,-0.32585,-2.37155,-2.19035,-0.33079
4352,-3.04631,-3.87271,-4.42867,-5.17726,-0.15421,-1.39173,-0.61352,-0.1161,-1.4562,-1.03122,-2.20131,-2.17937,-0.06885,-3.76433
4353,-3.04606,-0.8068,-5.28662,-2.71831,-0.48033,-1.66525,-0.12053,-2.96718,-1.44473,-1.37791,-1.19685,-1.25351,-3.13486,-5.1082
4354,-3.04602,-3.30546,-0.18802,-0.18403,-1.32755,-4.13188,-2.96201,-1.00124,-2.22027,-2.35785,-2.1212,-3.27517,-4.76917,-1.62956
4355,-3.04537,-0.53936,-0.30571,-4.63462,-0.11402,-5.81193,-3.40184,-0.54384,-0.96501,-0.42572,-0.68387,-0.12693,-0.57206,-4.61283
4356,-3.04524,-2.68189,-0.67093,-1.57173,-3.04514,-3.98948,-0.10866,-3.05851,-1.66561,-0.10791,-0.82409,-6.10372,-0.3387,-2.28543
4357,-3.04504,-0.58601,-1.80066,-0.18308,-3.90338,-5.61016,-2.60024,-1.11366,-2.62083,-1.89221,-2.70614,-2.98213,-1.71028,-1.67513
4358,-3.04441,-0.68862,-4.34774,-1.58042,-2.22154,-2.69108,-3.6504,-2.47061,-3.48191,-1.39395,-2.73328,-2.42049,-0.53739,-3.09276
4359,-3.0444,-2.24265,-4.36622,-0.83386,-1.92748,-1.36847,-2.54834,-1.93994,-0.52965,-2.39632,-5.303,-2.65274,-1.34837,-2.66418
4360,-3.04414,-2.4954,-1.96673,-0.59429,-3.37446,-5.00643,-3.5475,-0.44013,-2.90091,-2.64662,-1.60544,-0.18614,-0.46357,-3.57886
4361,-3.04398,-3.58431,-0.94737,-3.63298,-1.24794,-2.95822,-0.56947,-3.32956,-0.58945,-2.12933,-2.91261,-3.9652,-3.58891,-0.323
4362,-3.04397,-0.04345,-6.85464,-1.81006,-3.47257,-1.89575,-0.38184,-3.30959,-0.25156,-0.22174,-0.96618,-1.20201,-3.13058,-1.19448
4363,-3.04306,-3.98896,-1.0153,-1.20972,-1.34442,-4.10633,-3.67204,-4.54791,-0.9235,-2.3689,-0.36312,-2.90124,-2.10571,-0.22217
4364,-3.04143,-1.10211,-3.21182,-0.71221,-3.72887,-0.47755,-2.81117,-1.33616,-4.63198,-4.03413,-3.45641,-0.55579,-1.49681,-1.63276
4365,-3.04115,-5.4034,-0.95835,-2.45033,-1.47688,-2.09353,-0.12762,-2.49249,-1.70163,-3.55563,-0.97211,-4.81269,-0.73322,-1.28713
4366,-3.04092,-2.07387,-3.21943,-1.08563,-0.56716,-5.05228,-0.04252,-0.88874,-3.00129,-3.23117,-4.13245,-0.07402,-2.68877,-2.12352
4367,-3.04046,-1.45931,-3.84707,-0.79761,-5.96158,-1.21534,-0.26299,-2.79243,-0.7068,-2.43766,-1.7696,-1.84609,-3.84222,-0.74949
4368,-3.04003,-1.60648,-2.70044,-7.82031,-1.29743,-0.27323,-1.1215,-2.30278,-0.30575,-0.56935,-1.88031,-0.15115,-2.22394,-1.57711
4369,-3.03988,-0.81447,-2.47384,-2.91654,-2.5249,-1.22383,-0.38631,-2.36881,-4.59149,-1.30651,-1.66256,-3.39779,-1.7903,-4.6404
4370,-3.03944,-3.78979,-0.10231,-1.41332,-1.43838,-3.58271,-2.83228,-3.17113,-2.13912,-2.46942,-5.51004,-0.35145,-0.02572,-0.50013
4371,-3.03913,-3.12337,-1.74221,-1.03447,-1.9655,-1.59746,-3.01539,-1.97587,-0.48957,-2.53995,-5.15335,-2.89517,-3.2301,-2.32968
4372,-3.0386,-1.07504,-1.1445,-2.35187,-1.09391,-6.73969,-1.39012,-0.2662,-3.60586,-1.21066,-0.67633,-3.89458,-0.21186,-2.0022
4373,-3.03854,-1.47272,-6.99854,-1.89726,-1.39335,-1.12887,-2.98511,-0.43501,-2.46099,-2.65335,-2.20274,-0.28968,-0.93321,-2.19081
4374,-3.03813,-0.36106,-2.66867,-1.47273,-4.40184,-0.46641,-2.26041,-0.76871,-4.95862,-2.29734,-0.8378,-1.3111,-4.57131,-1.69443
4375,-3.03798,-2.37377,-6.47443,-1.65502,-1.19795,-2.28682,-1.05652,-2.25615,-0.18797,-2.69786,-0.40909,-1.6015,-0.39077,-4.17239
4376,-3.03762,-0.87107,-3.64464,-0.16828,-1.76559,-2.33711,-2.62783,-1.51803,-0.56832,-5.49299,-0.04627,-3.36616,-2.75251,-3.08344
4377,-3.03744,-3.36098,-3.68884,-1.06824,-2.21447,-1.06802,-3.25166,-0.90658,-2.36879,-1.23,-0.2649,-4.26318,-2.74192,-3.79504
4378,-3.03707,-3.00486,-2.86476,-6.60819,-0.7296,-0.72809,-2.70534,-0.37389,-0.26741,-0.03651,-0.49605,-2.20866,-1.61797,-3.67914
4379,-3.03648,-0.57715,-1.67999,-4.48045,-2.32694,-1.17177,-4.06935,-1.6921,-3.82639,-0.45013,-4.41587,-1.91404,-0.90575,-1.58482
4380,-3.03645,-1.49376,-0.06824,-2.84075,-1.56417,-3.87019,-0.95048,-1.40859,-3.00838,-1.83511,-3.77055,-1.50116,-5.59223,-0.005
4381,-3.03592,-0.10014,-1.54089,-4.06504,-3.08871,-2.06253,-3.57222,-1.72492,-2.64657,-3.12833,-4.63497,-0.72726,-1.25269,-1.40431
4382,-3.03589,-2.58169,-3.59162,-2.72629,-1.27354,-2.4042,-5.8147,-0.284,-3.1278,-0.98662,-0.32998,-2.95699,-1.65338,-0.38668
4383,-3.03572,-4.89901,-2.31992,-5.41451,-0.29965,-0.02914,-0.31747,-0.46939,-3.05689,-1.45835,-2.54168,-1.70199,-3.28882,-0.16976
4384,-3.03559,-5.03156,-2.43593,-1.62893,-3.59016,-2.86393,-1.00639,-3.31414,-1.51701,-0.15807,-4.24873,-0.58068,-0.15067,-1.74811
4385,-3.03514,-2.6407,-4.56519,-4.63024,-0.07223,-1.5988,-3.40768,-1.53461,-2.04329,-1.35179,-0.66198,-2.23723,-1.72767,-3.25196
4386,-3.03433,-1.13508,-3.10844,-2.08522,-3.4348,-1.56629,-4.48351,-3.01207,-2.28912,-2.18877,-0.63662,-1.13232,-3.52169,-2.8192
4387,-3.03426,-2.10541,-1.02057,-2.23165,-3.83043,-2.00866,-0.84582,-0.42068,-2.97515,-5.55193,-2.85886,-3.02157,-1.73146,-0.87349
4388,-3.03412,-1.05534,-3.02964,-0.72576,-1.81689,-1.19549,-0.15822,-0.49813,-4.04102,-1.98629,-3.89878,-3.25298,-4.03688,-3.55212
4389,-3.03369,-4.95234,-1.46526,-2.2049,-0.75142,-1.33716,-4.48393,-2.42359,-0.31062,-1.77801,-3.40086,-3.44726,-0.95819,-1.81797
4390,-3.03362,-1.84369,-2.1403,-2.40114,-2.83099,-3.32491,-0.00206,-2.81302,-2.48003,-1.25759,-0.95604,-5.20761,-0.89685,-3.67415
4391,-3.03345,-3.88365,-2.44168,-1.87941,-3.14343,-0.83585,-0.0058,-1.26451,-2.47519,-4.60276,-0.47001,-0.84843,-3.95168,-3.18971
4392,-3.03334,-1.45864,-2.12907,-2.69266,-3.26955,-3.82557,-0.18277,-3.17602,-0.47341,-2.796,-3.8372,-0.4335,-2.32097,-3.61962
4393,-3.03248,-2.43985,-2.63314,-3.25232,-1.32545,-2.48578,-1.51747,-1.97695,-2.19181,-0.15868,-2.55428,-3.51971,-3.7066,-3.96389
4394,-3.03227,-0.16293,-0.97137,-1.12343,-3.20562,-3.07618,-0.61894,-0.05051,-1.01749,-5.80664,-0.93659,-3.11206,-0.96633,-4.71174
4395,-3.03187,-1.31167,-2.10723,-2.95327,-1.60004,-4.73968,-1.13129,-0.68504,-1.96293,-3.86963,-0.07904,-3.36323,-0.52108,-4.3284
4396,-3.03149,-0.89512,-3.52865,-2.49013,-0.13231,-2.51425,-2.65567,-2.99394,-0.09084,-0.0223,-5.27776,-3.19234,-2.73157,-1.86694
4397,-3.03132,-2.29394,-0.17238,-4.41773,-1.3679,-6.19853,-1.29608,-3.06472,-0.18529,-1.7712,-1.22303,-0.13132,-1.51691,-2.76622
4398,-3.03128,-1.40973,-2.04529,-2.69157,-2.92314,-3.82585,-0.32471,-1.00612,-0.27379,-4.32205,-3.27305,-3.64873,-1.54574,-2.81534
4399,-3.03126,-0.08571,-1.31038,-4.05913,-4.84167,-2.10623,-2.21244,-1.78422,-0.13477,-4.37677,-1.73914,-3.64108,-0.06814,-1.09232
4400,-3.03118,-0.0578,-2.02897,-0.55593,-2.84285,-2.82866,-1.42476,-2.95399,-0.32528,-3.46858,-2.0383,-5.57488,-2.07381,-2.80574
4401,-3.03115,-5.75349,-2.45134,-0.47258,-0.84681,-3.34352,-1.15705,-0.18451,-0.41796,-4.43716,-0.47738,-2.16967,-3.23067,-1.72406
4402,-3.03105,-0.55567,-0.3916,-0.84363,-3.89533,-4.35215,-1.16859,-2.29398,-6.09891,-1.77254,-0.16973,-1.18603,-2.45378,-1.04926
4403,-3.031,-0.88979,-2.00769,-2.11574,-4.05816,-1.20622,-0.91226,-1.16047,-1.47977,-6.08616,-0.15309,-1.12309,-0.65988,-4.52331
4404,-3.03084,-4.49543,-2.07145,-0.64884,-0.69917,-4.41851,-0.02031,-1.30456,-0.58772,-0.41249,-0.62047,-0.40576,-3.20508,-5.73072
4405,-3.03049,-0.58669,-4.13935,-0.27971,-2.79418,-2.68831,-0.94604,-0.47327,-6.12728,-0.41526,-2.8335,-1.86581,-0.97323,-2.63305
4406,-3.03008,-0.81909,-3.98355,-1.42288,-4.31801,-3.27879,-2.74868,-0.68055,-2.36497,-2.76216,-2.38696,-0.31162,-3.97626,-0.11161
4407,-3.02947,-2.85324,-3.93203,-0.07819,-0.84797,-1.7876,-3.557,-1.38149,-0.8294,-3.42118,-1.80895,-5.38274,-0.55319,-1.94796
4408,-3.02839,-1.92855,-4.7664,-1.19379,-2.50107,-0.89998,-3.02386,-2.69704,-2.08307,-1.90286,-3.34204,-1.87742,-1.52536,-3.80817
4409,-3.0277,-2.16979,-2.8437,-2.77536,-2.753,-0.76083,-0.69105,-1.88208,-6.36853,-3.89922,-1.22635,-0.8536,-0.0029,-0.40425
4410,-3.02759,-0.91486,-1.94198,-2.24157,-0.22374,-2.07433,-4.31732,-1.69948,-5.13689,-1.24617,-3.33382,-0.4139,-2.67814,-2.98693
4411,-3.0272,-2.13295,-2.58725,-3.50029,-1.75174,-4.00512,-1.71845,-2.8129,-2.5657,-3.89507,-0.97036,-0.53726,-0.95629,-3.66967
4412,-3.02709,-2.47258,-0.09819,-2.75315,-1.71495,-0.54967,-4.45583,-3.36294,-0.25283,-4.92984,-0.12191,-1.11399,-1.0196,-4.00799
4413,-3.02693,-2.83215,-2.39084,-0.66789,-0.30801,-5.69231,-0.89284,-0.4108,-5.31978,-2.2467,-0.13657,-0.13074,-1.42759,-2.78744
4414,-3.0259,-2.59225,-3.17222,-2.27052,-2.80679,-0.76227,-3.16817,-3.48806,-0.47139,-3.64914,-3.59982,-2.15145,-0.30273,-2.65055
4415,-3.02449,-2.23439,-0.47673,-1.25999,-5.50898,-4.62257,-1.86867,-0.29996,-1.68545,-3.31705,-3.05733,-1.76426,-1.23948,-0.9521
4416,-3.02424,-0.64917,-0.97198,-0.53981,-2.71638,-0.55805,-5.73281,-0.73082,-4.31031,-1.55354,-0.79822,-3.05617,-3.98702,-1.11407
4417,-3.02389,-1.23437,-1.05741,-1.17545,-0.33489,-7.34637,-3.16534,-2.61206,-1.04325,-0.42895,-0.2332,-2.56577,-2.43501,-1.43869
4418,-3.02375,-2.57731,-1.10313,-2.92499,-0.50942,-0.91571,-4.31942,-0.97488,-3.17373,-2.79103,-0.31511,-3.41565,-3.06661,-3.83452
4419,-3.02317,-4.5193,-1.14337,-0.75291,-2.03951,-1.30407,-4.22035,-3.60118,-0.51253,-2.26781,-3.61914,-1.27018,-2.4326,-2.4264
4420,-3.02199,-0.4574,-1.30394,-1.30863,-3.68104,-6.13987,-0.90388,-2.56252,-0.91585,-5.16692,-0.09001,-0.858,-0.30606,-0.49008
4421,-3.02132,-2.31539,-0.86466,-3.39719,-0.49059,-1.8573,-1.64626,-4.4985,-2.09673,-0.79906,-0.49638,-2.54478,-2.27871,-5.44385
4422,-3.02114,-1.34108,-0.57757,-1.84944,-2.25447,-1.73352,-1.28665,-5.81725,-3.55413,-0.50267,-2.48202,-2.38097,-0.23442,-4.11918
4423,-3.0208,-4.14958,-3.65986,-1.30383,-0.01628,-2.75155,-1.7187,-1.69841,-1.57175,-4.76083,-0.11934,-3.03987,-2.76704,-1.76177
4424,-3.02074,-2.06261,-1.22636,-3.62017,-6.26914,-2.4744,-2.57205,-0.8987,-0.18663,-0.44602,-1.93358,-0.65026,-1.996,-3.28388
4425,-3.02047,-1.89555,-3.97473,-2.96187,-3.9947,-4.04403,-2.07643,-0.68041,-1.4686,-2.16067,-0.60906,-3.06603,-0.23408,-2.99578
4426,-3.02044,-1.23747,-2.70986,-2.82407,-3.88166,-0.86144,-0.39594,-1.51382,-2.28387,-2.63204,-0.65377,-5.3982,-3.74773,-0.10926
4427,-3.02025,-1.50126,-1.89302,-1.39752,-1.40889,-1.89706,-5.20052,-0.91546,-5.47572,-1.9047,-0.23362,-1.56898,-1.16593,-3.4833
4428,-3.02014,-2.19502,-4.30576,-1.84281,-2.62071,-2.40804,-4.32125,-2.01346,-2.33421,-0.45392,-0.93279,-3.50422,-2.2392,-2.21651
4429,-3.02013,-2.21199,-0.9711,-0.04935,-3.98797,-2.74179,-1.47465,-4.29223,-1.09196,-0.08744,-1.20032,-0.94639,-5.52843,-2.63083
4430,-3.02006,-4.71823,-2.51785,-1.96186,-2.36064,-0.92312,-0.44058,-0.48225,-1.03556,-3.32107,-1.50791,-5.70966,-0.08753,-2.14339
4431,-3.01999,-1.95053,-1.71706,-2.32228,-0.30018,-0.88495,-6.02875,-0.16079,-2.45291,-2.15996,-0.38673,-2.22145,-4.87753,-1.38995
4432,-3.01984,-0.29192,-2.90677,-2.28452,-1.70076,-0.42107,-2.8881,-2.25745,-3.97761,-2.21855,-0.71451,-4.77031,-1.52336,-3.78015
4433,-3.01972,-1.50693,-2.66513,-1.91915,-0.35343,-4.59007,-3.49137,-3.54781,-2.24582,-1.93394,-0.42145,-2.77008,-2.50997,-2.98653
4434,-3.01953,-2.71866,-2.01733,-3.11153,-1.79723,-4.22212,-1.77684,-1.97407,-2.13713,-1.61875,-5.40786,-1.11028,-0.49747,-1.9279
4435,-3.01875,-1.57866,-5.48652,-2.62365,-1.09181,-2.30648,-3.07158,-1.99022,-0.89861,-0.73614,-0.02559,-5.14523,-1.14457,-1.53907
4436,-3.01863,-0.34733,-5.0961,-1.96117,-1.82123,-2.40274,-2.72929,-3.14989,-3.97261,-2.99278,-2.11657,-1.57649,-1.59906,-0.47894
4437,-3.01783,-1.59301,-3.69911,-3.72397,-0.52419,-0.58168,-2.15641,-3.1229,-2.0282,-1.52314,-4.75937,-1.17321,-1.60141,-3.57236
4438,-3.01752,-1.73639,-4.03701,-4.05179,-0.20773,-0.61329,-0.11126,-1.29405,-0.75632,-1.41058,-0.3567,-4.94148,-4.18102,-2.91044
4439,-3.0173,-4.83305,-0.08461,-2.06868,-1.04726,-1.78172,-0.07292,-6.0758,-2.07175,-0.18501,-0.99409,-3.12146,-2.46614,-0.95859
4440,-3.01675,-2.4454,-0.77601,-4.57379,-2.01734,-1.89638,-2.65384,-4.43042,-3.00927,-0.2844,-1.23725,-1.18555,-0.49515,-4.0917
4441,-3.01661,-5.33139,-0.9781,-0.90861,-1.60901,-6.47433,-2.04028,-1.47856,-0.93774,-0.34041,-0.19112,-0.21759,-0.37741,-2.9356
4442,-3.01655,-1.13127,-2.97943,-4.76253,-2.58049,-0.36919,-3.37368,-1.85839,-3.518,-1.01958,-3.65669,-2.87778,-0.68714,-0.94361
4443,-3.01542,-0.37169,-1.14077,-0.49111,-0.23627,-1.85468,-0.48182,-1.35448,-4.50202,-1.00137,-0.85571,-3.57015,-6.26389,-3.11106
4444,-3.01471,-4.80302,-3.0534,-1.83148,-2.33927,-0.0365,-1.22234,-0.16004,-1.56701,-0.96746,-0.32642,-1.04968,-0.1389,-6.59944
4445,-3.01344,-4.3666,-0.98996,-0.85486,-2.42364,-2.6697,-4.89177,-2.9425,-1.09237,-0.15444,-2.54861,-0.25004,-3.31752,-2.40232
4446,-3.01332,-2.67697,-3.47599,-1.27387,-1.30694,-0.24619,-1.74275,-4.18071,-0.92365,-1.76467,-0.66353,-4.80236,-4.40432,-0.94662
4447,-3.01293,-1.80246,-0.3427,-2.02891,-1.0584,-1.68633,-3.3659,-4.59237,-2.99806,-3.7696,-3.5648,-1.91461,-0.82084,-2.60976
4448,-3.01277,-2.28617,-0.38545,-3.26392,-2.05832,-1.96949,-2.80998,-2.75945,-0.47757,-4.42802,-1.81561,-0.47519,-1.27279,-5.12749
4449,-3.01182,-2.40841,-2.77103,-2.07692,-1.02296,-2.37027,-0.48395,-6.19422,-1.25427,-1.1174,-1.71143,-0.49247,-4.65625,-0.44166
4450,-3.01153,-1.29243,-3.10003,-1.94032,-1.37922,-1.63862,-5.24522,-2.66844,-4.84195,-0.29217,-1.07578,-0.2895,-2.93194,-1.81597
4451,-3.01014,-3.95229,-3.28986,-1.27703,-3.72396,-3.33772,-2.56233,-3.81638,-2.18115,-1.66463,-0.20625,-0.73019,-2.4588,-1.60507
4452,-3.00983,-1.75553,-0.5132,-4.5978,-3.4371,-1.86487,-0.38175,-1.51546,-5.87187,-2.35403,-1.00615,-2.69281,-0.65889,-0.06417
4453,-3.00929,-0.37882,-0.42969,-1.68337,-0.73509,-3.75871,-1.86811,-2.94318,-5.04592,-2.24106,-0.74814,-1.6364,-5.21918,-0.02874
4454,-3.00864,-0.78765,-0.65301,-0.26136,-1.0416,-4.51973,-0.88906,-0.36902,-4.09178,-3.89612,-0.34975,-5.93721,-0.28569,-0.12922
4455,-3.0086,-1.12847,-1.49449,-2.23173,-2.42338,-0.25228,-2.18328,-4.5751,-0.07048,-2.92417,-0.1144,-1.22333,-6.05469,-2.0252
4456,-3.00754,-0.04487,-5.11443,-2.74476,-1.67638,-2.85787,-3.11356,-3.16005,-0.67772,-0.75872,-1.30825,-4.13326,-0.67001,-2.51488
4457,-3.00689,-0.04804,-3.09781,-0.81659,-3.8797,-2.88507,-0.38725,-0.7091,-1.91198,-1.88751,-2.02809,-3.29306,-5.13532,-2.84907
4458,-3.00669,-3.09764,-0.50591,-0.60811,-2.03905,-1.98322,-1.56696,-1.66742,-0.358,-5.31933,-0.86396,-4.23136,-2.43063,-3.79867
4459,-3.00612,-1.61887,-6.5627,-2.22688,-1.28728,-1.35331,-2.22372,-0.99035,-0.62209,-1.30952,-1.27883,-1.15454,-2.7622,-4.26617
4460,-3.00588,-1.1118,-3.5214,-4.29738,-2.48108,-0.10924,-2.66384,-3.2238,-0.87207,-4.24655,-1.94317,-2.28695,-0.0652,-2.72032
4461,-3.00572,-0.82463,-4.46165,-5.75308,-2.2533,-2.36898,-0.89748,-1.03305,-1.07177,-1.99585,-2.34964,-0.40987,-3.4266,-1.46863
4462,-3.00527,-1.06834,-6.37978,-0.39764,-0.88658,-3.6458,-0.33008,-0.57317,-0.84232,-3.02951,-0.78228,-3.58504,-3.31841,-0.2969
4463,-3.00513,-1.66729,-6.42988,-2.49866,-1.77711,-2.18516,-3.14225,-1.00589,-1.50991,-0.49608,-4.36124,-0.44715,-0.1941,-0.01262
4464,-3.00506,-3.04425,-4.62798,-1.21945,-2.63678,-0.88061,-2.89326,-0.46709,-4.56487,-2.45282,-3.02219,-2.51874,-0.17541,-0.34206
4465,-3.00465,-4.45277,-2.7527,-2.74926,-4.0436,-1.20162,-1.64806,-1.09545,-2.0502,-0.22072,-3.10926,-3.74818,-0.21445,-2.5068
4466,-3.00452,-1.72006,-1.49641,-0.89949,-5.53854,-0.34544,-1.99963,-1.2656,-5.24479,-0.06763,-3.50395,-2.20965,-1.89244,-0.56292
4467,-3.00431,-2.12718,-0.55683,-2.99753,-2.36155,-0.77571,-2.06821,-5.67755,-0.23025,-2.47323,-2.72315,-2.86998,-3.06867,-1.79562
4468,-3.00412,-1.79145,-2.14756,-1.1292,-1.5292,-2.57616,-2.75831,-5.78689,-1.18928,-0.91042,-0.50323,-0.20949,-1.00353,-5.316
4469,-3.00401,-0.23534,-4.45197,-1.66588,-3.07791,-1.53742,-3.30784,-2.01577,-3.77242,-1.02403,-1.3028,-4.41099,-1.51635,-1.65826
4470,-3.00391,-3.92984,-2.02068,-2.91386,-0.56501,-0.38679,-1.31803,-0.73965,-3.66436,-2.68044,-0.19103,-4.03221,-4.54386,-1.62844
4471,-3.0028,-3.18055,-2.55379,-0.44754,-0.89748,-3.45839,-2.57714,-1.2215,-1.43098,-4.70604,-1.73818,-4.11348,-3.01804,-0.02225
4472,-3.00239,-3.17822,-5.90296,-1.48273,-1.78979,-0.21082,-4.01441,-3.37043,-1.36381,-0.35109,-1.26373,-1.61508,-0.4561,-2.59255
4473,-3.00173,-2.45466,-2.15726,-0.52629,-1.60479,-3.16218,-2.9562,-3.27069,-2.5786,-3.34772,-4.00737,-2.12028,-2.89934,-1.09777
4474,-3.00154,-2.78862,-0.21436,-0.82358,-0.3115,-1.44087,-1.83018,-4.80092,-0.86729,-2.04945,-2.64899,-1.77691,-6.14446,-1.01841
4475,-3.00131,-6.16694,-2.38128,-3.01827,-2.26342,-0.31179,-2.97448,-2.06039,-0.53422,-0.75118,-0.95123,-2.55182,-0.63106,-3.3471
4476,-3.00032,-3.40822,-1.767,-4.35443,-2.55214,-0.51124,-0.05157,-2.49136,-2.09024,-1.20432,-2.81756,-0.5113,-4.55407,-3.09117
4477,-3.0002,-1.95249,-1.00614,-4.31814,-2.51602,-3.135,-1.4526,-4.54222,-3.80864,-0.98246,-0.11946,-0.57494,-3.5492,-0.46368
4478,-2.99968,-0.63038,-0.45025,-1.04782,-0.74013,-2.813,-2.81519,-1.1446,-5.22854,-2.22692,-3.34752,-2.74745,-1.93411,-4.10071
4479,-2.99915,-0.59126,-3.0317,-3.5882,-0.30289,-1.052,-0.67386,-2.02713,-2.51942,-0.2519,-5.91664,-0.79407,-4.55214,-0.23942
4480,-2.99827,-2.33198,-3.93359,-4.9089,-1.11017,-1.70461,-1.30701,-1.32692,-1.57999,-0.61005,-3.67697,-0.5334,-3.77227,-2.73706
4481,-2.99826,-1.5668,-3.21506,-0.60144,-0.53993,-2.1587,-4.20883,-0.89038,-2.62743,-1.27953,-3.49712,-2.5322,-5.20217,-0.39185
4482,-2.99807,-1.18528,-2.19583,-1.27192,-0.95617,-5.66106,-0.67427,-3.76262,-0.9082,-0.21257,-0.64001,-3.375,-2.73661,-3.92862
4483,-2.99794,-2.68935,-2.6646,-0.76942,-3.99154,-5.30078,-1.90567,-0.04505,-4.02211,-0.16381,-3.29294,-0.48219,-0.93108,-0.52553
